element_type,osmid,description,operator,wheelchair,geometry,man_made,addr:city,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,amenity,parking,access,tourism,nodes,addr:housenumber,addr:postcode,addr:street,alt_name,building:levels,height,ref,roof:colour,short_name,wikidata,addr:housename,architect,building:material,campusbuilding,location,roof:shape,building:colour,wikipedia,roof:material,name:en,roof:levels,internet_access,layer,operator:type,website,designation,old_name,denomination,gnis:county_id,gnis:created,gnis:state_id,religion,year_of_construction,official_name,alt_name:en,phone,image,source_ref,name:tr,note,check_date,fee,landuse,nohousenumber,roof:height,material,full_name,building:facade:colour,building:levels:underground,faculty,addr:place,leisure,sport,bridge,building:part,plant:method,plant:output:electricity,plant:output:hot_water,plant:source,power,ref:US:EIA,start_date,fixme,min_height,smoking,building:min_level,bicycle_parking,abbr_name,opening_date,min_level,ways,type
way,27366069,,,,"POLYGON ((-71.1015601 42.3550491, -71.1015277 42.3549957, -71.1015093 42.3550018, -71.1014875 42.3549659, -71.1014716 42.3549398, -71.1014902 42.3549336, -71.1014764 42.3549108, -71.101341 42.3548082, -71.1013143 42.354788, -71.1012756 42.3548013, -71.1012826 42.3548125, -71.1012838 42.354818, -71.1012825 42.3548238, -71.1012777 42.3548286, -71.1012723 42.3548312, -71.1012709 42.3548319, -71.1012641 42.3548324, -71.1012573 42.3548316, -71.1012517 42.3548288, -71.1012467 42.3548248, -71.1012399 42.3548137, -71.1011808 42.3548335, -71.1011725 42.3548199, -71.1011608 42.3548238, -71.1011439 42.3547962, -71.1011556 42.3547924, -71.1011272 42.3547455, -71.1011232 42.3547395, -71.1011622 42.3547264, -71.1011572 42.3547181, -71.1011937 42.3547059, -71.1011988 42.3547142, -71.1012994 42.3546805, -71.1012944 42.3546723, -71.1013294 42.3546606, -71.1013344 42.3546688, -71.1013646 42.3546587, -71.1013669 42.3546645, -71.1013964 42.3547106, -71.1014236 42.3547315, -71.1014327 42.354725, -71.1014571 42.3547437, -71.101448 42.3547502, -71.1015269 42.3548108, -71.1015352 42.3548049, -71.1015597 42.3548236, -71.1015514 42.3548295, -71.1015993 42.3548663, -71.1016321 42.3548553, -71.1016272 42.3548475, -71.1016602 42.3548361, -71.1016653 42.3548442, -71.1017342 42.3548212, -71.1017259 42.3548077, -71.1017504 42.3547995, -71.1017899 42.3547863, -71.1017982 42.3547998, -71.1018712 42.3547754, -71.1018664 42.3547678, -71.1018994 42.3547564, -71.1019044 42.3547643, -71.1019336 42.3547545, -71.1019292 42.3547039, -71.1019149 42.3547045, -71.1019122 42.3546727, -71.1019264 42.354672, -71.101924 42.3546412, -71.1019193 42.3545914, -71.1019054 42.3545921, -71.101903 42.3545642, -71.1019169 42.3545636, -71.1019145 42.3545367, -71.1018858 42.3544889, -71.1019159 42.3544791, -71.1019104 42.3544699, -71.1019414 42.3544597, -71.1019469 42.3544689, -71.1020191 42.3544453, -71.1020106 42.3544311, -71.1020719 42.354411, -71.1020804 42.3544252, -71.1021542 42.354401, -71.1021488 42.3543921, -71.1021777 42.3543826, -71.1021831 42.3543916, -71.1022055 42.3543842, -71.1022148 42.3543812, -71.1022468 42.3544345, -71.1022725 42.3544539, -71.1022821 42.354447, -71.1023056 42.3544648, -71.102296 42.3544717, -71.1023739 42.3545305, -71.1023835 42.3545235, -71.1024102 42.3545435, -71.1024005 42.3545506, -71.1024515 42.354589, -71.1024768 42.3545807, -71.1025007 42.3546203, -71.1024837 42.3546259, -71.1025434 42.354725, -71.1025137 42.3547347, -71.1025245 42.3547524, -71.1024471 42.3547782, -71.1024361 42.3547602, -71.1024046 42.3547706, -71.1023428 42.3546678, -71.1022569 42.3546961, -71.1022634 42.3547069, -71.1022148 42.3547229, -71.1021808 42.354734, -71.1021744 42.3547233, -71.1020845 42.3547529, -71.1020924 42.354766, -71.1021353 42.3547522, -71.102143 42.3547518, -71.1021508 42.3547534, -71.1021568 42.3547571, -71.1021609 42.3547623, -71.1021626 42.354768, -71.1021623 42.3547737, -71.1021583 42.3547788, -71.1021531 42.3547829, -71.1021111 42.3547963, -71.1021462 42.3548543, -71.1021213 42.3548626, -71.10213 42.3548768, -71.1020585 42.3549005, -71.1020498 42.3548862, -71.1020222 42.3548953, -71.1019894 42.354841, -71.1018976 42.3548713, -71.1018918 42.3548893, -71.1018853 42.3549032, -71.1018769 42.354917, -71.1018677 42.3549277, -71.1018538 42.3549379, -71.1018404 42.3549429, -71.1018245 42.354945, -71.1018092 42.3549443, -71.1017914 42.3549422, -71.1017741 42.354939, -71.1017525 42.3549337, -71.1017302 42.3549266, -71.1016484 42.3549536, -71.1016819 42.3550089, -71.1016584 42.3550166, -71.1016672 42.3550311, -71.1015963 42.3550546, -71.1015875 42.3550401, -71.1015601 42.3550491))",,Cambridge,MA,dormitory,3,Middlesex,1971588,57871b70-0100-4405-bb30-88b2e001a944,no,W71 Next House,USGS Geonames,,,,,"[300425201, 6154479711, 6154479710, 6154479702, 6154479712, 300425202, 6154479713, 6154479706, 300425203, 6154479714, 6154479717, 11644080547, 6154479720, 11644080548, 11647023115, 6154479718, 11647023113, 6154479719, 11647023114, 6154479716, 6154479715, 300425204, 6154479722, 6154479721, 6154479723, 6154479724, 9632406012, 300425205, 6154479725, 6154479726, 6154479727, 6154479728, 6154479729, 6154479730, 6154479731, 6154479732, 300425206, 9632406014, 300425207, 6154479733, 6154479736, 6154479735, 6154479734, 6154479737, 6154479739, 6154479740, 6154479738, 300425208, 6154479741, 6154479742, 6154479743, 6154479744, 6154479746, 6154479745, 6154479689, 6154479747, 6154479748, 6154479749, 6154479752, 6154479751, 6154479750, 300425209, 6154479753, 6154479756, 6154479755, 6154479754, 6154479697, 6154479757, 6154479759, 6154479760, 6154479758, 300425210, 300425211, 6154479762, 6154479763, 6154479764, 6154479761, 6154479765, 6154479768, 6154479767, 6154479766, 6154479769, 6154479772, 6154479771, 6154479770, 11647025673, 300425212, 300425213, 6154479773, 6154479776, 6154479775, 6154479774, 6154479778, 6154479779, 6154479780, 6154479777, 300425214, 6154479782, 6154479783, 6154479781, 300425215, 6154479784, 6154480485, 6154480487, 6154480486, 300425216, 300425217, 6154480489, 6154480490, 6154480513, 6154480491, 6154480488, 300425218, 6154480493, 6154480495, 11647023112, 6154480498, 11647023109, 6154480496, 11647023110, 6154480497, 11647023111, 6154480494, 11644080556, 300425219, 6154480499, 6154480500, 6154480501, 6154480502, 300425220, 300425221, 11647023158, 11647023159, 11647023166, 6154480503, 6154480506, 11647023160, 11647023161, 11647023162, 11647023163, 6154480505, 6154480504, 11647023164, 11647023165, 300425222, 300425223, 6154480508, 6154480509, 6154480510, 6154480507, 300425201]",500,02139,Memorial Drive,,5,21.1,W71,,,,,,,,,,,,,,,,,,https://next.mit.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127301,,,,"POLYGON ((-71.103449 42.3544812, -71.1033831 42.3544641, -71.1033041 42.3543319, -71.1033308 42.3542822, -71.1035069 42.3542193, -71.103572 42.3542373, -71.1036533 42.3543737, -71.1036252 42.3544226, -71.103449 42.3544812))",,Cambridge,MA,dormitory,24,Middlesex,1971798,57871b70-0100-4405-bb30-88b2e001a944,no,W84 Tang Hall,USGS Geonames,,,,,"[2683966989, 2683966998, 2683967001, 2683967004, 2683966993, 2683966995, 2683967010, 2683967006, 2683966989]",550,02139,Memorial Drive,,24,74.3,W84,white,,,,Hugh Stubbins,,,,,,,,,,,,,https://tang.mit.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127324,,,,"POLYGON ((-71.1040874 42.3551763, -71.1038396 42.3547607, -71.1037169 42.3548007, -71.1037238 42.3548123, -71.1039647 42.3552162, -71.1040495 42.3551886, -71.1040874 42.3551763))",,Cambridge,MA,dormitory,,,,,,W85ABC,,,,,,"[320431559, 320431560, 320431561, 9072007523, 320431562, 9632496633, 320431559]",11;13;15,02139,Audrey Street,,3,10.1,W85ABC,#4d5154,,,,Hugh Stubbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127326,,,,"POLYGON ((-71.1037868 42.3554894, -71.1037951 42.3554866, -71.1041701 42.3553632, -71.1041136 42.3552695, -71.1040995 42.3552741, -71.1037303 42.3553957, -71.1037868 42.3554894))",,Cambridge,MA,dormitory,,,,,,W85DE,,,,,,"[320431567, 9634152629, 320431568, 320431569, 9632496632, 320431570, 320431567]",290;292,02139,Vassar Street,,3,10.1,W85DE,#4d5154,,,,Hugh Stubbins,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127327,,,,"POLYGON ((-71.104534 42.3552898, -71.1042592 42.3547466, -71.1047891 42.354599, -71.104872 42.3547706, -71.1048316 42.3547811, -71.1048552 42.3548363, -71.1049217 42.3551017, -71.104534 42.3552898))",,Cambridge,MA,university,,,,,,W92 Information Technology,,,,,,"[320431572, 320431573, 320431574, 320431575, 2683973214, 9672880751, 320431576, 320431572]",304,02139,Vassar Street,,2,,W92,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127330,,,,"POLYGON ((-71.1040658 42.3541514, -71.1041306 42.3542803, -71.1042259 42.3542541, -71.1044409 42.354681, -71.1047082 42.3546075, -71.1044955 42.3541852, -71.1046491 42.354143, -71.1045819 42.3540095, -71.1040658 42.3541514))",,Cambridge,,university,,,,,,W91,,,,,,"[320431594, 320431595, 320431596, 320431597, 320431598, 320431599, 320431600, 320431601, 320431594]",565-570,,Memorial Drive,,2,,W91,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127348,,,,"POLYGON ((-71.1033436 42.3556433, -71.103093 42.355229, -71.1030901 42.3552242, -71.1029626 42.3552663, -71.103216 42.3556854, -71.1033436 42.3556433))",,Cambridge,MA,dormitory,,,,,,W85HJK,,,,,,"[320431770, 9634152624, 320431771, 320431772, 320431773, 320431770]",278;278R;280;282;282R,02139,Vassar Street,,3,10.1,W85HJK,#4d5154,,,,Hugh Stubbins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127349,,,,"POLYGON ((-71.1034429 42.3557377, -71.1033857 42.3556448, -71.1037665 42.3555167, -71.1037748 42.3555301, -71.1038238 42.3556097, -71.1034429 42.3557377))",,Cambridge,MA,dormitory,,,,,,W85FG,,,,,,"[320431774, 320431775, 320431776, 9634152627, 320431777, 320431774]",284;286,02139,Vassar Street,,3,10.1,W85FG,#4d5154,,,,Hugh Stubbins,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127368,,,,"POLYGON ((-71.1094105 42.3557256, -71.1089041 42.3554402, -71.1093337 42.3550601, -71.1100341 42.3552395, -71.1096423 42.3555797, -71.1095994 42.3555607, -71.1094105 42.3557256))",,Cambridge,MA,university,,,,,,,,,,,,"[320432124, 320432125, 320432126, 320432127, 320432128, 320432129, 320432124]",350,02139,Brookline Street,,1,,WW15,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127389,,,,"POLYGON ((-71.0963214 42.3588525, -71.096018 42.3583584, -71.0959858 42.358305, -71.095669 42.3584149, -71.0953772 42.3585417, -71.0951798 42.3586686, -71.0953171 42.3588208, -71.0953077 42.3588483, -71.095312 42.3588908, -71.0953298 42.3589289, -71.0953561 42.3589671, -71.0953794 42.3589909, -71.0954084 42.3590116, -71.0954373 42.3590301, -71.0954784 42.3591221, -71.095492 42.3591464, -71.0957961 42.3589989, -71.0961061 42.3588456, -71.096168 42.3589154, -71.0962077 42.3588991, -71.0963214 42.3588525))",,,MA,university,3,Middlesex,1971038,57871b70-0100-4405-bb30-88b2e001a944,no,W35 Zesiger Sports & Fitness Center,USGS Geonames,,,,,"[320432363, 11602950185, 320432351, 320432352, 320432353, 320432354, 320432355, 9152392638, 9152392639, 320432356, 9152392640, 320432357, 9152392641, 320432358, 9152392645, 320432359, 11598538068, 1458426554, 320432362, 9632096366, 320432363]",106;120,,Vassar Street,,3,21.1,W35,#e0e1da,,Q8069682,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127393,,,,"POLYGON ((-71.0947009 42.3595895, -71.0948442 42.3595415, -71.0948616 42.3595697, -71.0955555 42.3593481, -71.0955653 42.3593661, -71.0955695 42.3593735, -71.0957136 42.3596239, -71.0950515 42.3598348, -71.0950595 42.3598478, -71.0950664 42.3598502, -71.0950708 42.3598537, -71.0950735 42.359858, -71.0950741 42.3598626, -71.0950728 42.3598673, -71.0950695 42.3598713, -71.0950646 42.3598744, -71.0950587 42.3598761, -71.0950524 42.3598764, -71.0950459 42.3598751, -71.0950405 42.3598723, -71.0948593 42.3599332, -71.0948159 42.3598627, -71.0947914 42.3598709, -71.0947637 42.3598259, -71.0947918 42.3598165, -71.0947305 42.3597168, -71.0947043 42.3597256, -71.0946791 42.3596846, -71.0947048 42.359676, -71.0946601 42.3596032, -71.0947009 42.3595895))",,Cambridge,MA,university,,,,,,W31 du Pont Athletic Gymnasium,,,,,,"[320432378, 9152388316, 9152392617, 1458426555, 9152392643, 11589756875, 320432381, 9152392618, 9152392620, 9152392625, 9152392626, 9152392627, 9152392629, 9152392630, 9152392631, 9152392632, 9152392633, 9152392634, 9152392628, 9152392619, 320432372, 9152392621, 320432373, 9152392622, 320432374, 9152392624, 320432375, 9152392623, 320432376, 320432377, 320432378]",120,02139,Massachusetts Avenue,,2,18.9,W31,#3a4348,,,,,,yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127425,,,,"POLYGON ((-71.0918998 42.3614604, -71.0919274 42.3615068, -71.0914963 42.3616468, -71.0914686 42.3616004, -71.0914357 42.3616108, -71.0913791 42.3615152, -71.0913571 42.3614781, -71.0913248 42.3614217, -71.0913644 42.3614088, -71.0914511 42.3613802, -71.0914841 42.3613695, -71.0915089 42.3613615, -71.0918844 42.36124, -71.0919052 42.361275, -71.0919138 42.3612894, -71.0919631 42.3613723, -71.0919252 42.3614525, -71.0918998 42.3614604))",,Cambridge,MA,university,,,,,,36 Fairchild Building,,,,,,"[320432785, 320432786, 9333001648, 9333001649, 297067664, 9333001650, 297067662, 4329041556, 11748133072, 9287309368, 9287309317, 9287309367, 9332927514, 365764035, 11627792583, 320432788, 11748133074, 320432785]",50,02139,Vassar Street,,9,35.3,36,,,,,Walter Netsch,,,,,,,,,,,,,,,,,,,,,1971,,Fairchild Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29127459,,,,"POLYGON ((-71.0924794 42.3606541, -71.0923151 42.360387, -71.0917755 42.3605679, -71.0915603 42.3606398, -71.0918033 42.3610367, -71.0918365 42.3610256, -71.0919056 42.3610025, -71.0919816 42.3609771, -71.0919023 42.3608477, -71.0919393 42.3608353, -71.0924794 42.3606541))",,Cambridge,MA,university,,,,,,24,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[320433163, 320433164, 11541101570, 320433165, 320433166, 320433168, 320433169, 320433171, 320433172, 11541101569, 320433163]",60,02139,Vassar Street,Building 24,,29.3,24,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29557595,,,,"POLYGON ((-71.0985036 42.3592797, -71.09855 42.3592589, -71.0984144 42.3590976, -71.0993879 42.3586215, -71.0998941 42.3589215, -71.0998387 42.358973, -71.0999071 42.35902, -71.0987515 42.359556, -71.0986226 42.3594143, -71.0985036 42.3592797))",,,,university,,,,,,NW21 Plasma Science & Fusion Center,,,,,,"[325339290, 325301736, 325662973, 325625995, 325617916, 325611417, 325390036, 325681808, 325620271, 325339290]",180,,Albany Street,,2,10.1,NW21,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29559726,,,,"POLYGON ((-71.0939488 42.361022, -71.093974 42.36105, -71.0940152 42.3610961, -71.0940751 42.361163, -71.094113 42.3612054, -71.0941951 42.361297, -71.0943405 42.3614595, -71.0940867 42.3615837, -71.0940756 42.3615713, -71.0939776 42.3614619, -71.0939451 42.3614255, -71.0938201 42.361286, -71.0937614 42.3612205, -71.0937226 42.3611771, -71.0936948 42.3611461, -71.0939488 42.361022))",,Cambridge,MA,university,,,,,,N16 Cooling Tower,,,,,,"[325552095, 7703103101, 7703103097, 7703103099, 327217096, 325677919, 9163452267, 9163452268, 11595022356, 9163452277, 325589924, 7703103095, 7703103098, 7703103100, 325648092, 325552095]",60,02139,Albany Street,,4,30.4,N16,,,,,,,yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29566343,,,,"POLYGON ((-71.0987309 42.3601757, -71.0986219 42.3601112, -71.0982927 42.3599165, -71.0985519 42.3598036, -71.0986947 42.3598888, -71.0987307 42.3599104, -71.0991479 42.3601594, -71.0989034 42.3602777, -71.0987309 42.3601757))",,Cambridge,MA,university,,,,,,NW16,,,,,,"[325583114, 325360042, 325686292, 325616620, 325306740, 325657636, 325339883, 325635351, 325583114]",167,02139,Albany Street,,2,12.5,NW16,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29569108,,,,"POLYGON ((-71.0939278 42.3607386, -71.0942209 42.3605968, -71.0944019 42.3608012, -71.0941088 42.3609429, -71.0939278 42.3607386))",,Cambridge,MA,university,,,,,,41,,,,,,"[1458424404, 325649703, 325347637, 1458424405, 1458424404]",77,02139,Vassar Street,,3,19.4,41,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29575195,,,,"POLYGON ((-71.0980831 42.3601228, -71.0980559 42.3601067, -71.0979592 42.3601492, -71.0979837 42.3601643, -71.0980831 42.3601228))",,,,bridge,,,,,,,,,,,,"[325693556, 325332742, 325688620, 325657501, 325693556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29585286,,,,"POLYGON ((-71.1020582 42.3567609, -71.1021679 42.3568834, -71.1018966 42.3570162, -71.1017197 42.357103, -71.1014023 42.3572584, -71.101285 42.3573163, -71.1009781 42.3574687, -71.1008672 42.3573467, -71.1011741 42.3571944, -71.101293 42.3571357, -71.1016096 42.3569806, -71.1017868 42.3568937, -71.1020582 42.3567609))",,Cambridge,MA,dormitory,,,,,,W79 Simmons Hall,MassGIS Buildings;Bing,,,,,"[325489481, 325496883, 11540660294, 11540660292, 11540660290, 11540660287, 325723738, 325750479, 11540660288, 11540660289, 11540660291, 11540660293, 325489481]",229,02139,Vassar Street,,10,,W79,,,Q118601571,,Steven Holl/Perry Dean Rogers,,,,flat,,en:List of MIT undergraduate dormitories#Simmons Hall (W79),,,,,,,,,,,,,,,,,,,"http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Simmons_Hall,_MIT,_Cambridge,_Massachusetts.JPG/320px-Simmons_Hall,_MIT,_Cambridge,_Massachusetts.JPG",http://www.mass.gov/mgis/lidarbuildingfp2d.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29602186,,Massachusetts Institute of Technology,,"POLYGON ((-71.0962404 42.3563445, -71.0962896 42.3563717, -71.0962799 42.3563825, -71.0963037 42.3563938, -71.0962951 42.3564027, -71.09632 42.3564158, -71.0962929 42.3564458, -71.096334 42.356514, -71.0964207 42.3564846, -71.0964351 42.3565085, -71.0964725 42.3565679, -71.0963556 42.3566079, -71.0963999 42.3566788, -71.0962868 42.3567163, -71.096246 42.3567037, -71.0960377 42.3567702, -71.0957579 42.3568646, -71.0957439 42.3568577, -71.095709 42.3568428, -71.0957064 42.3568428, -71.0956402 42.3569197, -71.0956181 42.3569093, -71.0955905 42.3568963, -71.0955788 42.3569099, -71.0955185 42.3569253, -71.0954984 42.3568822, -71.0954304 42.3569531, -71.0954204 42.3569613, -71.0954035 42.3569651, -71.0953769 42.3569517, -71.0953748 42.3569427, -71.0953845 42.3569303, -71.0953488 42.356914, -71.0953518 42.3569102, -71.0951732 42.3568303, -71.0951894 42.3568098, -71.0951516 42.3567945, -71.0951649 42.3567769, -71.0951421 42.3567673, -71.0951528 42.3567543, -71.0951342 42.3567472, -71.095159 42.3567141, -71.0953642 42.3568038, -71.0953736 42.3568071, -71.0953841 42.3568093, -71.0953936 42.3568092, -71.095404 42.3568067, -71.0954145 42.3568031, -71.095425 42.356796, -71.0954392 42.3567799, -71.0954577 42.3567568, -71.0954649 42.3567471, -71.0954721 42.3567377, -71.0954785 42.3567291, -71.0954825 42.3567238, -71.0954858 42.3567201, -71.0954893 42.3567157, -71.0954924 42.3567115, -71.095496 42.3567074, -71.0954999 42.3567034, -71.0955039 42.3566996, -71.0955083 42.3566959, -71.095513 42.3566924, -71.0955178 42.3566892, -71.095523 42.3566861, -71.0955283 42.3566832, -71.0955338 42.3566805, -71.0955394 42.356678, -71.0955454 42.3566758, -71.0955513 42.3566737, -71.0955574 42.356672, -71.0955637 42.3566704, -71.09557 42.3566691, -71.0955765 42.3566682, -71.0955829 42.3566673, -71.0955895 42.3566668, -71.0955961 42.3566665, -71.0956027 42.3566664, -71.0956093 42.3566666, -71.0956158 42.3566672, -71.0956224 42.3566679, -71.0956288 42.3566689, -71.0956351 42.3566702, -71.0956414 42.3566716, -71.0956476 42.3566734, -71.0956536 42.3566753, -71.0956744 42.3566824, -71.0956866 42.3566671, -71.0956827 42.3566654, -71.0956491 42.3566507, -71.0957527 42.3565211, -71.0958201 42.3565505, -71.0959241 42.356596, -71.095816 42.3567311, -71.0957788 42.3567148, -71.095771 42.3567245, -71.0957773 42.3567279, -71.0957819 42.3567303, -71.0957867 42.3567324, -71.0957916 42.3567342, -71.0957968 42.3567358, -71.0958021 42.3567372, -71.0958075 42.3567382, -71.095813 42.356739, -71.0958184 42.3567395, -71.095824 42.3567397, -71.0958296 42.3567396, -71.0958352 42.3567392, -71.0958406 42.3567386, -71.095846 42.3567376, -71.0958513 42.3567364, -71.0958566 42.3567349, -71.0958616 42.3567332, -71.0958664 42.3567311, -71.0958711 42.3567289, -71.0958756 42.3567264, -71.0958791 42.3567229, -71.095882 42.3567196, -71.0958848 42.3567166, -71.0958878 42.3567131, -71.0960388 42.3565545, -71.0962404 42.3563445))",,Cambridge,MA,dormitory,,,,,,W7 Baker House,,,,,,"[325342465, 8008005506, 8008005505, 325368885, 325336009, 325881033, 325998187, 11660995728, 11660995729, 9072007506, 11660995730, 11660995731, 11660995732, 11660995733, 325959185, 10784517809, 325828800, 11660995736, 11666865934, 8008005521, 8008005520, 11663263182, 325335919, 8008005519, 8008005518, 8008005522, 11660995701, 8059094631, 325758758, 8008005511, 8008005512, 325806741, 325421701, 10784517808, 325830592, 325885014, 8008005514, 8008005517, 8008005515, 8008005516, 325997769, 326072243, 325326331, 8059094637, 8059094633, 8059094636, 8059094634, 8059094635, 325339307, 325766590, 325780766, 8059094630, 325980881, 325345105, 325381394, 325945073, 325844577, 326051386, 326081564, 325777156, 325391289, 325444215, 325920813, 325376863, 325326907, 325331513, 325733153, 326077331, 325964803, 325990949, 325354873, 325916115, 325942608, 325908952, 326056084, 325743113, 325414701, 325457741, 325922776, 325729527, 325793109, 325400591, 325438735, 325353488, 325380551, 325318497, 325332296, 8008005508, 11660995697, 8008005509, 325443625, 9290820324, 325946896, 8008005510, 8008005507, 325854574, 325330954, 325746583, 325799444, 325398419, 325988498, 325341539, 325361403, 325318348, 325896439, 326060292, 326083610, 325967899, 325454559, 325926632, 325945979, 325857915, 325962568, 325976912, 325342556, 325362818, 325865861, 325882353, 325995410, 326064363, 9290820328, 325342465]",362,02139,Memorial Drive,,6,23.9,W7,white,,Q3714312,,Alvar Aalto,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29611119,,,,"POLYGON ((-71.0936294 42.3581025, -71.0937547 42.3583172, -71.0934186 42.3584303, -71.0933184 42.3582201, -71.093457 42.3581746, -71.093449 42.3581616, -71.0936294 42.3581025))",,Cambridge,MA,university,,,,,,W11 Religious Activities Center,,,,,,"[325779941, 325730909, 325976724, 325962299, 8280007306, 8280007305, 325779941]",32,02139,Massachusetts Avenue,,1,5.0,W11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29618861,,,,"POLYGON ((-71.0848757 42.361328, -71.0848513 42.361286, -71.0847149 42.3613296, -71.0847071 42.3613996, -71.0844395 42.3613806, -71.0844556 42.361219, -71.0844563 42.3612128, -71.0844572 42.3612081, -71.0844584 42.3612035, -71.08446 42.3611989, -71.0844619 42.3611944, -71.0844641 42.36119, -71.0844665 42.3611857, -71.0844694 42.3611815, -71.0844725 42.3611773, -71.0844758 42.3611733, -71.0844795 42.3611694, -71.0844835 42.3611658, -71.0844877 42.3611623, -71.0844921 42.3611589, -71.0844967 42.3611556, -71.0845016 42.3611526, -71.0845067 42.3611498, -71.0845121 42.3611472, -71.0845174 42.3611448, -71.0845231 42.3611426, -71.0845289 42.3611406, -71.084738 42.3610701, -71.0847527 42.3610654, -71.084758 42.3610637, -71.0852118 42.3609225, -71.0852893 42.3610301, -71.0852689 42.3611489, -71.0849974 42.3612356, -71.0850236 42.3612808, -71.0848757 42.361328))",,Cambridge,MA,university,3,Middlesex,1971558,57871b70-0100-4405-bb30-88b2e001a944,no,E40,USGS Geonames,,,,,"[326000580, 326026299, 326035411, 326043911, 325818094, 325845166, 325981793, 325990807, 325734712, 325755726, 325772556, 325802561, 326065587, 326169047, 325735563, 325754533, 326011618, 326021352, 326028695, 326052940, 325842481, 325984818, 325989776, 325998384, 325757795, 325786608, 325800660, 2292078741, 7631024556, 2292078740, 325819098, 326169731, 325741641, 325755076, 325783957, 326000580]",1,,Amherst Street,Building E40,4,27.7,E40,,,,Muckley Building,,,yes,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
