element_type,osmid,amenity,name,geometry,building,man_made,name:en,capacity,phone,addr:city,addr:district,addr:postcode,addr:province,addr:street,fee,leisure,nodes,building:levels,height,shop,healthcare,wheelchair,name:zh,tourism,int_name,alt_name,name_1,wikidata,addr:housenumber,website,opening_hours,addr:housename,description,cuisine,fast_food,level,opening_hours:covid19,note,bicycle_parking,covered,supervised,power,takeaway,layer,access,female,toilets:disposal,male,name:zh-Hans,ways,type
way,306379128,,,"POLYGON ((114.3540751 30.5459057, 114.3540814 30.5457094, 114.3541892 30.545712, 114.3541829 30.5459083, 114.3540751 30.5459057))",yes,,,,,,,,,,,,"[3112677651, 3112677652, 3112677653, 3112677654, 3112677651]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379129,,,"POLYGON ((114.3538906 30.5461656, 114.353894 30.5460472, 114.3541273 30.5460521, 114.3541239 30.5461706, 114.3538906 30.5461656))",yes,,,,,,,,,,,,"[3112677655, 3112677656, 3112677657, 3112677658, 3112677655]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379130,,,"POLYGON ((114.3538026 30.5453658, 114.3538087 30.5452788, 114.3542182 30.5453001, 114.3542122 30.5453871, 114.3538026 30.5453658))",yes,,,,,,,,,,,,"[3112677659, 3112677660, 3112677661, 3112677662, 3112677659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379132,,明珠园酒店,"POLYGON ((114.3532827 30.5444701, 114.3532926 30.5443349, 114.3538195 30.5443635, 114.3538096 30.5444988, 114.3532827 30.5444701))",residential,,,,,,,,,,,,"[3112677666, 3112677667, 3112677668, 3112677669, 3112677666]",,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379133,hospital,校医一分院,"POLYGON ((114.354337 30.5443316, 114.3540057 30.5443097, 114.3540111 30.5442489, 114.3542464 30.5442645, 114.3542543 30.5441751, 114.3539177 30.5441528, 114.3538973 30.5443819, 114.35433 30.5444105, 114.354337 30.5443316))",hospital,,,,,,,,,,,,"[3112677670, 3112677671, 3112677672, 3112677673, 3112677674, 3112677675, 3112677676, 3112677677, 3112677670]",,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379134,,,"POLYGON ((114.3532932 30.5447587, 114.3533044 30.5446633, 114.3537143 30.5446989, 114.3537032 30.5447943, 114.3532932 30.5447587))",yes,,,,,,,,,,,,"[3112677678, 3112677679, 3112677680, 3112677681, 3112677678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379135,,,"POLYGON ((114.3532808 30.5450507, 114.3532955 30.5449469, 114.3537078 30.54499, 114.3536932 30.5450938, 114.3532808 30.5450507))",yes,,,,,,,,,,,,"[3112677682, 3112677683, 3112677684, 3112677685, 3112677682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379137,,,"POLYGON ((114.3527028 30.5449702, 114.3527144 30.5448826, 114.3531271 30.5449231, 114.3531156 30.5450107, 114.3527028 30.5449702))",yes,,,,,,,,,,,,"[3112677692, 3112677693, 3112677694, 3112677695, 3112677692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379138,,,"POLYGON ((114.3528301 30.54443, 114.3528292 30.5442702, 114.3532153 30.5442686, 114.3532165 30.5444975, 114.3530413 30.5444982, 114.3530409 30.5444292, 114.3528301 30.54443))",yes,,,,,,,,,,,,"[3112677696, 3112677697, 3112677698, 3112677699, 3112677700, 3112677701, 3112677696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379139,,,"POLYGON ((114.3527169 30.5447294, 114.3527238 30.5446521, 114.3530344 30.5446727, 114.3530275 30.54475, 114.3527169 30.5447294))",yes,,,,,,,,,,,,"[3112677702, 3112677703, 3112677704, 3112677705, 3112677702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379143,,,"POLYGON ((114.3539826 30.544961, 114.3540011 30.5448124, 114.3541983 30.544823, 114.354186 30.5449716, 114.3539826 30.544961))",office,,,,,,,,,,,,"[3112677724, 3112677725, 3112677726, 3112677727, 3112677724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306379145,,湖滨十一舍,"POLYGON ((114.3637388 30.5455121, 114.3636448 30.5453727, 114.3637795 30.5453081, 114.364076 30.5451773, 114.3641629 30.5453157, 114.3637388 30.5455121))",dormitory,,,,,,,,,,,,"[3112677728, 4045208579, 3112677732, 3112677730, 3112677731, 3112677728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407470,,,"POLYGON ((114.3590093 30.547215, 114.3590168 30.5471381, 114.3593342 30.5471609, 114.3593268 30.5472378, 114.3590093 30.547215))",yes,,,,,,,,,,,,"[3113065900, 3113065901, 3113065902, 3113065903, 3113065900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407471,,,"POLYGON ((114.3593474 30.5473028, 114.3593547 30.54723, 114.3596073 30.5472489, 114.3596 30.5473216, 114.3593474 30.5473028))",yes,,,,,,,,,,,,"[3113065904, 3113065905, 3113065906, 3113065907, 3113065904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407472,,,"POLYGON ((114.358357 30.5469809, 114.358371 30.5468704, 114.3584264 30.5468756, 114.3584483 30.5467026, 114.3583933 30.5466975, 114.3584087 30.546576, 114.3585842 30.5465925, 114.3585696 30.5467079, 114.3585186 30.5467031, 114.358496 30.5468815, 114.3585461 30.5468862, 114.358532 30.5469974, 114.358357 30.5469809))",yes,,,,,,,,,,,,"[3113065908, 3113065909, 3113065910, 3113065911, 3113065912, 3113065913, 3113065914, 3113065915, 3113065916, 3113065917, 3113065918, 3113065919, 3113065908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407473,,,"POLYGON ((114.3543319 30.545852, 114.3543453 30.5457528, 114.3547181 30.5457903, 114.3547046 30.5458894, 114.3543319 30.545852))",yes,,,,,,,,,,,,"[3113065920, 3113065921, 3113065922, 3113065923, 3113065920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407474,,,"POLYGON ((114.3541347 30.5456845, 114.3541414 30.5455467, 114.3542027 30.5455489, 114.354196 30.5456867, 114.3541347 30.5456845))",yes,,,,,,,,,,,,"[3113065924, 3113065925, 3113065926, 3113065927, 3113065924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407475,,,"POLYGON ((114.353702 30.5457341, 114.3537126 30.5456508, 114.3533293 30.5456149, 114.3533188 30.5456982, 114.353702 30.5457341))",yes,,,,,,,,,,,,"[3113065928, 3113066229, 3113066230, 3113066231, 3113065928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407476,,,"POLYGON ((114.3534983 30.5454053, 114.353514 30.5452829, 114.3533151 30.545264, 114.353319 30.5452337, 114.3530122 30.5452045, 114.3530092 30.5452283, 114.3529169 30.5452195, 114.3529016 30.5453392, 114.3530503 30.5453534, 114.3530458 30.5453883, 114.3532814 30.5454108, 114.3532847 30.545385, 114.3534983 30.5454053))",yes,,,,,,,,,,,,"[3113066232, 3113066233, 3113066234, 3113066235, 3113066236, 3113066237, 3113066238, 3113066239, 3113066240, 3113066241, 3113066242, 3113066243, 3113066232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407477,,49舍,"POLYGON ((114.3524769 30.5443323, 114.3524913 30.5440856, 114.3527294 30.5440958, 114.3527721 30.5440977, 114.3527652 30.5442094, 114.3526009 30.5442019, 114.3525925 30.5443376, 114.3524769 30.5443323))",residential,,,,,,,,,,,,"[3113066244, 3113066245, 10743552406, 3113066246, 3113066247, 3113066248, 3113066249, 3113066244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407478,,,"POLYGON ((114.3523656 30.5454124, 114.3523946 30.5451401, 114.3528171 30.5451736, 114.3528069 30.5452691, 114.3524946 30.5452444, 114.3524758 30.5454212, 114.3523656 30.5454124))",residential,,,,,,,,,,,,"[3113066252, 3113066253, 3113066254, 3113066255, 3113066256, 3113066257, 3113066252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407479,,,"POLYGON ((114.352353 30.5455964, 114.3523615 30.5455235, 114.3527838 30.5455601, 114.3527753 30.5456329, 114.352353 30.5455964))",yes,,,,,,,,,,,,"[3113066258, 3113066259, 3113066260, 3113066261, 3113066258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407480,,,"POLYGON ((114.3522789 30.5462375, 114.3522897 30.5461082, 114.3524271 30.5461168, 114.3524244 30.5461492, 114.3526962 30.5461661, 114.3526881 30.546263, 114.3522789 30.5462375))",yes,,,,,,,,,,,,"[3113066262, 3113066263, 3113066264, 3113066265, 3113066266, 3113066267, 3113066262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407481,,,"POLYGON ((114.3527482 30.5462624, 114.3527583 30.5461886, 114.3530251 30.5462157, 114.353015 30.5462895, 114.3527482 30.5462624))",yes,,,,,,,,,,,,"[3113066268, 3113066269, 3113066270, 3113066271, 3113066268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407483,,,"POLYGON ((114.3528466 30.5458591, 114.3528579 30.5457819, 114.3531207 30.5458103, 114.3531095 30.5458875, 114.3528466 30.5458591))",yes,,,,,,,,,,,,"[3113066276, 3113066277, 3113066278, 3113066279, 3113066276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407484,,,"POLYGON ((114.3531611 30.5463027, 114.3531725 30.5462147, 114.3536685 30.5462626, 114.3536571 30.5463506, 114.3531611 30.5463027))",yes,,,,,,,,,,,,"[3113066280, 3113066281, 3113066282, 3113066283, 3113066280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407487,,工会,"POLYGON ((114.3516861 30.5448865, 114.3516999 30.5447452, 114.3520701 30.5447721, 114.3520563 30.5449134, 114.3516861 30.5448865))",yes,,,,,,,,,,,,"[3113066290, 3113066291, 3113066292, 3113066288, 3113066290]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407488,,62舍,"POLYGON ((114.3505784 30.5445784, 114.3505939 30.5444475, 114.3509623 30.5444797, 114.3509507 30.5445779, 114.3506873 30.5445548, 114.3506834 30.5445876, 114.3505784 30.5445784))",residential,,,,,,,,,,,,"[3113066297, 3113066298, 3113066299, 3113066300, 3113066301, 3113066302, 3113066297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407489,,61舍,"POLYGON ((114.3505573 30.5448373, 114.3505705 30.5447257, 114.3509303 30.5447571, 114.3509203 30.5448416, 114.3506535 30.5448183, 114.3506503 30.5448454, 114.3505573 30.5448373))",residential,,,,,,,,,,,,"[3113066303, 3113066304, 3113066305, 3113066306, 3113066307, 3113066308, 3113066303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407490,,60舍,"POLYGON ((114.3505173 30.5451007, 114.3505231 30.5450106, 114.3508679 30.545027, 114.3508622 30.5451171, 114.3505173 30.5451007))",residential,,,,,,,,,,,,"[3113066309, 3113066310, 3113066311, 3113066312, 3113066309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407491,,59舍,"POLYGON ((114.3504554 30.5453964, 114.350468 30.5452738, 114.3508327 30.5453017, 114.3508232 30.545394, 114.3505472 30.5453729, 114.3505441 30.5454032, 114.3504554 30.5453964))",residential,,,,,,,,,,,,"[3113066313, 3113066314, 3113066315, 3113066316, 3113066317, 3113066318, 3113066313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407492,,68舍,"POLYGON ((114.3523917 30.5449913, 114.3524054 30.5448287, 114.3524384 30.5444368, 114.3526471 30.5444498, 114.3526399 30.5445354, 114.3525452 30.5445295, 114.352532 30.5446861, 114.3526215 30.5446917, 114.3526144 30.5447755, 114.3525055 30.5447687, 114.3524917 30.5449331, 114.3526149 30.5449408, 114.3526095 30.5450049, 114.3523917 30.5449913))",residential,,,,,,,,,,,,"[3113066319, 10743552422, 3113066320, 3113066321, 3113066322, 3113066323, 3113066324, 3113066325, 3113066326, 3113066327, 3113066328, 3113066529, 3113066530, 3113066319]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407493,,,"POLYGON ((114.3528568 30.5442123, 114.3528604 30.5441257, 114.3531688 30.5441352, 114.3531651 30.5442219, 114.3528568 30.5442123))",yes,,,,,,,,,,,,"[3113066532, 3113066533, 3113066534, 3113066535, 3113066532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407494,,58舍,"POLYGON ((114.3503633 30.5456759, 114.3503794 30.5455835, 114.3508327 30.5456251, 114.350822 30.5457106, 114.3503633 30.5456759))",residential,,,,,,,,,,,,"[3113066536, 3113066537, 3113066538, 3113066539, 3113066536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407495,,63舍,"POLYGON ((114.3508926 30.5457252, 114.3509047 30.5456315, 114.3513657 30.5456754, 114.3513537 30.5457691, 114.3508926 30.5457252))",residential,,,,,,,,,,,,"[3113066540, 3113066541, 3113066542, 3113066543, 3113066540]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407496,,,"POLYGON ((114.3516582 30.5451731, 114.3516643 30.545084, 114.3521359 30.5451076, 114.3521299 30.5451968, 114.3516582 30.5451731))",residential,,,,,,,,,,,,"[3113066544, 3113066545, 3113066546, 3113066547, 3113066544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407501,,56舍,"POLYGON ((114.3506181 30.5462141, 114.3506288 30.5461425, 114.3510902 30.5461749, 114.3510794 30.5462488, 114.3506181 30.5462141))",residential,,,,,,,,,,,,"[3113066564, 3113066565, 3113066566, 3113066567, 3113066564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407502,,52舍,"POLYGON ((114.3505964 30.5460023, 114.3506027 30.5459052, 114.3511145 30.5459298, 114.3511083 30.5460269, 114.3505964 30.5460023))",residential,,,,,,,,,,,,"[3113066568, 3113066569, 3113066570, 3113066571, 3113066568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407503,,,"POLYGON ((114.3511575 30.5460268, 114.3511676 30.5459412, 114.3515818 30.5459775, 114.3515717 30.5460632, 114.3511575 30.5460268))",residential,,,,,,,,,,,,"[3113066572, 3113066573, 3113066574, 3113066575, 3113066572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407504,,46舍,"POLYGON ((114.3511405 30.5462427, 114.3511467 30.5461778, 114.351574 30.5462082, 114.3515678 30.5462731, 114.3511405 30.5462427))",residential,,,,,,,,,,,,"[3113066576, 3113066577, 3113066578, 3113066579, 3113066576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407505,,6舍,"POLYGON ((114.3516371 30.5462264, 114.3516428 30.5461377, 114.3519335 30.5461515, 114.3519467 30.5459464, 114.3520601 30.5459518, 114.3520413 30.5462457, 114.3516371 30.5462264))",residential,,,,,,,,,,,,"[3113066580, 3113066581, 3113066582, 3113066583, 3113066584, 3113066585, 3113066580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407506,,,"POLYGON ((114.3494211 30.5430128, 114.349423 30.5429204, 114.3490167 30.542914, 114.3490148 30.5430065, 114.3494211 30.5430128))",residential,,,,,,,,,,,,"[3113066586, 3113066587, 3113066588, 3113066589, 3113066586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407507,,,"POLYGON ((114.3494818 30.5433245, 114.3494843 30.5432081, 114.3501097 30.543218, 114.3501072 30.5433344, 114.3494818 30.5433245))",residential,,,,,,,,,,,,"[3113066590, 3113066591, 3113066592, 3113066593, 3113066590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407508,,,"POLYGON ((114.3494911 30.543614, 114.3494933 30.5435377, 114.3498784 30.5435458, 114.3498763 30.5436221, 114.3494911 30.543614))",residential,,,,,,,,,,,,"[3113066594, 3113066595, 3113066596, 3113066597, 3113066594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407510,,,"POLYGON ((114.3486922 30.5444097, 114.3486908 30.5442836, 114.3489264 30.5442816, 114.3489257 30.5442205, 114.3491803 30.5442184, 114.3491816 30.5443325, 114.3489366 30.5443346, 114.3489374 30.5444076, 114.3486922 30.5444097))",yes,,,,,,,,,,,,"[3113066598, 3113066599, 3113066600, 3113066601, 3113066602, 3113066603, 3113066604, 3113066605, 3113066598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407512,,,"POLYGON ((114.3487379 30.5440472, 114.3487334 30.5439366, 114.3492049 30.5439224, 114.3492094 30.544033, 114.3487379 30.5440472))",yes,,,,,,,,,,,,"[3113066606, 3113066607, 3113066608, 3113066609, 3113066606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407514,,,"POLYGON ((114.3488655 30.5436524, 114.3488586 30.5435454, 114.3493153 30.5435234, 114.3493222 30.5436303, 114.3488655 30.5436524))",yes,,,,,,,,,,,,"[3113066610, 3113066611, 3113066612, 3113066613, 3113066610]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407515,,,"POLYGON ((114.3487833 30.5432778, 114.3487833 30.5427854, 114.348968 30.5427854, 114.348968 30.5432778, 114.3487833 30.5432778))",yes,,,,,,,,,,,,"[3113066614, 3113066615, 3113066616, 3113066617, 3113066614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407518,,,"POLYGON ((114.3492559 30.544638, 114.3492067 30.5445706, 114.3495822 30.5443674, 114.3496314 30.5444348, 114.3492559 30.544638))",yes,,,,,,,,,,,,"[3113066936, 3113066937, 3113066938, 3113066939, 3113066936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306407524,,测绘遥感国家重点实验室,"POLYGON ((114.3548221 30.5291721, 114.354822 30.5291929, 114.3545607 30.5291916, 114.3545598 30.529315, 114.3546093 30.5293152, 114.3546084 30.5294444, 114.3546558 30.5294447, 114.3546538 30.5297108, 114.3548885 30.5297121, 114.3548893 30.5296133, 114.3549638 30.5296137, 114.354966 30.529301, 114.3549465 30.5293009, 114.3549474 30.5291727, 114.3548221 30.5291721))",university,,LIESMARS,,,,,,,,,,"[3113066977, 6023905396, 6023905397, 6023905395, 3113066978, 3113066979, 3113066980, 3113066981, 3113066982, 3113066983, 3113066984, 3113066986, 2877357803, 2877357802, 3113066977]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265577,,,"POLYGON ((114.3532707 30.5305555, 114.3532734 30.5308191, 114.3531464 30.5308201, 114.3531433 30.5306829, 114.3531438 30.5305565, 114.3532707 30.5305555))",yes,,,,,,,,,,,,"[1204185573, 3123587168, 3123587169, 9557482387, 1204185477, 1204185573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265582,,枫园7舍,"POLYGON ((114.3679224 30.5393549, 114.3679369 30.5392296, 114.3681017 30.5392437, 114.3680873 30.5393691, 114.3679224 30.5393549))",dormitory,,,,,,,,,,,,"[1199785371, 1199785321, 3123587177, 3123587178, 1199785371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265583,,枫园教学楼,"POLYGON ((114.3685636 30.5396413, 114.3686344 30.539186, 114.3688282 30.5392084, 114.3687803 30.5395158, 114.369271 30.5395724, 114.369358 30.5395049, 114.3694631 30.5396054, 114.3693063 30.539727, 114.3685636 30.5396413))",university,,,,,,,,,,,,"[3123587179, 3123587180, 3123587181, 3123587182, 3123587183, 3123587184, 3123587185, 3123587186, 3123587179]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265591,,医学部第一教学楼,"POLYGON ((114.3496658 30.5565001, 114.3496881 30.5562489, 114.3508102 30.5563226, 114.3507896 30.5565549, 114.350287 30.556522, 114.3502628 30.556795, 114.3504721 30.5568088, 114.3504603 30.5569419, 114.349827 30.5569003, 114.3498405 30.5567472, 114.3500941 30.5567638, 114.3501149 30.5565296, 114.3496658 30.5565001))",yes,,,,,,,,,,,,"[3123587208, 3123587209, 3123587210, 3123587211, 3123587221, 3123587222, 3123587217, 3123587216, 3123587215, 3123587218, 3123587220, 3123587219, 3123587208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265608,,HOPE护理学院,"POLYGON ((114.3503447 30.5557774, 114.3503648 30.5555545, 114.3509061 30.5555907, 114.3508943 30.5557223, 114.3505126 30.5556968, 114.3505043 30.5557881, 114.3503447 30.5557774))",yes,,,,,,,,,,,,"[3123587263, 3123587264, 3123587265, 3123587266, 3123587267, 3123587268, 3123587263]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265610,,基础医学院,"POLYGON ((114.3501365 30.5557621, 114.3501466 30.5555416, 114.3498219 30.5555305, 114.3495743 30.5555221, 114.3495684 30.5556504, 114.3500088 30.5556654, 114.3500045 30.5557576, 114.3501365 30.5557621))",yes,,,,,,,,,,,,"[3123587269, 3123587270, 3207204664, 3123587271, 3123587272, 3123587273, 3123587274, 3123587269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265611,,第二临床医学院,"POLYGON ((114.3493939 30.5556893, 114.3494024 30.5555899, 114.3486373 30.5555415, 114.3486236 30.5557021, 114.3491441 30.555735, 114.3491493 30.5556738, 114.3493939 30.5556893))",yes,,,,,,,,,,,,"[3123587275, 3123587276, 3123587277, 3123587278, 3123587279, 3123587280, 3123587275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265613,,2栋,"POLYGON ((114.3512114 30.5554809, 114.3512234 30.5553632, 114.3518202 30.5554082, 114.3518083 30.5555259, 114.3512114 30.5554809))",dormitory,,,,,,,,,,,,"[3123587281, 3123587282, 3123587283, 3123587284, 3123587281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265615,,3B栋,"POLYGON ((114.3511938 30.555268, 114.3512206 30.5549585, 114.351462 30.554977, 114.3514406 30.5552726, 114.3511938 30.555268))",dormitory,,,,,,,,,,,,"[3123587285, 3123587286, 3123587287, 3123587288, 3123587285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265616,,3A栋,"POLYGON ((114.3515139 30.5552744, 114.3515333 30.5550109, 114.3517771 30.5550242, 114.3517577 30.5552877, 114.3515139 30.5552744))",dormitory,,,,,,,,,,,,"[3123587289, 3123587290, 3123587291, 3123587292, 3123587289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265618,,5栋,"POLYGON ((114.3512509 30.554803, 114.351257 30.5546667, 114.3518632 30.5546869, 114.351857 30.5548231, 114.3512509 30.554803))",dormitory,,,,,,,,,,,,"[3123587293, 3123587294, 3123587295, 3123587296, 3123587293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265619,,6栋,"POLYGON ((114.3513346 30.5545284, 114.3513435 30.5543678, 114.351892 30.5543901, 114.3518832 30.5545507, 114.3513346 30.5545284))",dormitory,,,,,,,,,,,,"[3123587297, 3123587298, 3123587299, 3123587300, 3123587297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307265621,,杏林体育馆,"POLYGON ((114.3519614 30.5562146, 114.3519843 30.5556536, 114.3526283 30.5556731, 114.3526054 30.5562341, 114.3519614 30.5562146))",yes,,,,,,,,,,,sports_centre,"[3123587301, 3123587302, 3123587303, 3123587304, 3123587301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311927943,,信息学部8栋,"POLYGON ((114.3528299 30.5285526, 114.352844 30.5284063, 114.353939 30.5284053, 114.3539368 30.5287963, 114.3537651 30.528801, 114.3537727 30.5285394, 114.3528299 30.5285526))",dormitory,,,,,,,,,,,,"[3176943286, 3176943287, 3176943288, 2623046081, 3176943289, 3176943290, 3176943286]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311928697,,信息学部10栋,"POLYGON ((114.3521734 30.5289512, 114.3528922 30.5289466, 114.3528869 30.5288079, 114.352168 30.5288079, 114.3521734 30.5289512))",dormitory,,,,,,,,,,,,"[3176951729, 3176951730, 3176951731, 1202521047, 3176951729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672032,,,"POLYGON ((114.3507163 30.5554629, 114.3507248 30.5553263, 114.3509403 30.5553362, 114.3509319 30.5554729, 114.3507163 30.5554629))",yes,,,,,,,,,,,,"[3207204402, 3207204403, 3207204404, 3207204405, 3207204402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672033,,,"POLYGON ((114.349632 30.5554174, 114.3496341 30.5553711, 114.3496405 30.5552358, 114.3498885 30.5552444, 114.34988 30.555426, 114.3498224 30.555424, 114.349632 30.5554174))",yes,,,,,,,,,,,,"[3207204406, 3207204662, 3207204407, 3207204408, 3207204409, 3207204663, 3207204406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672036,,,"POLYGON ((114.349827 30.5569003, 114.3498405 30.5567472, 114.3496307 30.5567346, 114.3496215 30.5568885, 114.349827 30.5569003))",yes,,,,,,,,,,,,"[3123587215, 3123587218, 3207204418, 3207204419, 3123587215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672037,,,"POLYGON ((114.3504603 30.5569419, 114.3504721 30.5568088, 114.3507831 30.5568248, 114.3507707 30.5569628, 114.3504603 30.5569419))",yes,,,,,,,,,,,,"[3123587216, 3123587217, 3207204420, 3207204421, 3123587216]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672038,,办公楼,"POLYGON ((114.3510973 30.5563897, 114.3511097 30.5562305, 114.3517782 30.556257, 114.3517752 30.5564162, 114.3510973 30.5563897))",office,,,,,,,,,,,,"[3207204422, 3207204423, 3207204424, 3207204425, 3207204422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314672039,library,图书馆医学分馆,"POLYGON ((114.351072 30.5570112, 114.3510793 30.5568602, 114.351711 30.556883, 114.3517036 30.557034, 114.351072 30.5570112))",yes,,,,,,,,,,,,"[3207204426, 3207204427, 3207204428, 3207204429, 3207204426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314689014,restaurant,医学部一食堂,"POLYGON ((114.3519294 30.5562638, 114.3519171 30.5566459, 114.3524378 30.5566591, 114.3524532 30.5564973, 114.3521605 30.5564893, 114.3521728 30.5562691, 114.3519294 30.5562638))",yes,,,,,,,,,,,,"[3207358993, 3207358994, 3207358995, 3207358996, 3207358997, 3207358998, 3207358993]",,,,,,,,,,,,,,,,,,cafeteria,,,,,,,,,,,,,,,,
way,314689016,,留学生公寓,"POLYGON ((114.3514439 30.5574519, 114.3514513 30.5572069, 114.3518435 30.5572157, 114.3518413 30.557295, 114.3515291 30.5572932, 114.3515264 30.5573831, 114.3519258 30.5573921, 114.3519244 30.5574231, 114.3519261 30.5574627, 114.3514439 30.5574519))",yes,,,,,,,,,,,,"[3207359003, 3207359004, 3207359005, 3207359006, 3207359007, 3207359008, 3207359009, 3207359011, 3207359010, 3207359003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
