element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,302169786,,"POLYGON ((-83.7344646 42.2844232, -83.7349595 42.2844103, -83.7349673 42.283977, -83.7348099 42.2839773, -83.7340062 42.2845841, -83.733915 42.2845863, -83.7339139 42.2846708, -83.7335599 42.2846769, -83.7334588 42.2846786, -83.7333505 42.2847702, -83.7335677 42.2849337, -83.7333762 42.2850792, -83.733442 42.2851415, -83.7339812 42.285132, -83.7339777 42.2847513, -83.7344656 42.2847437, -83.7344646 42.2844232))",,,,Ann Arbor,,1150,48109,,West Medical Center Drive,,,,,,university,,Medical Sciences Research Building,,,,"[3064171280, 3064171282, 3064171283, 3064171284, 4325241097, 3064171303, 3064171304, 4325241098, 4326923391, 4325241108, 4325241107, 3064171281, 3064171295, 3064171294, 3064171293, 3064171292, 3064171280]",,,,,,,,,,,,,,MSRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302169787,library,"POLYGON ((-83.7348508 42.2838227, -83.7348543 42.2833626, -83.7348227 42.2833621, -83.7342664 42.283353, -83.7341666 42.2834328, -83.7342139 42.2834653, -83.7342147 42.2835935, -83.7342159 42.283794, -83.7344269 42.2837933, -83.7344619 42.2838149, -83.7348508 42.2838227))",,,,Ann Arbor,,1135,48109,,Catherine Street,,,University of Michigan,,,yes,,Taubman Health Sciences Library,,,,"[3064171285, 3064171286, 4646094455, 3064171287, 3064171288, 3064171289, 3064171300, 3064171301, 3064171290, 3064171291, 3064171285]",,,,,,,,,,,,,,TAUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302169788,,"POLYGON ((-83.7335599 42.2846769, -83.7335505 42.2845135, -83.7335327 42.284201, -83.7335128 42.283537, -83.7335466 42.2835346, -83.7338778 42.2835353, -83.7338776 42.2835907, -83.7342147 42.2835935, -83.7342159 42.283794, -83.7338374 42.2837923, -83.7338393 42.2838289, -83.7339795 42.2838331, -83.7341416 42.283868, -83.7342156 42.2839313, -83.7342637 42.2840614, -83.734219 42.2841623, -83.7341323 42.2842388, -83.7340209 42.2842771, -83.7340251 42.2843419, -83.7339117 42.2843442, -83.733915 42.2845863, -83.7339139 42.2846708, -83.7335599 42.2846769))",,,,Ann Arbor,,1137,48109,,Catherine Street,,,,,,university,,Medical Science Unit II,,,,"[4325241098, 3064171275, 3064171274, 3064171297, 3064171316, 3064171298, 3064171299, 3064171300, 3064171301, 3064171302, 3064171306, 3064171310, 3064171308, 3064171309, 3064171307, 3064171312, 3064171311, 3064171313, 3064171305, 4325241106, 3064171303, 3064171304, 4325241098]",,,,,,,,,,,,,,MSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302169789,,"POLYGON ((-83.7338778 42.2835353, -83.7338818 42.283356, -83.7335497 42.2833606, -83.7335466 42.2835346, -83.7338778 42.2835353))",,,,Ann Arbor,,1241,48109,,Catherine Street,,,,,,university,,Buhl Research Center for Human Genetics,,,,"[3064171298, 3064171314, 3064171315, 3064171316, 3064171298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302304851,,"POLYGON ((-83.7471044 42.2698983, -83.7469156 42.2699012, -83.7469075 42.2696178, -83.7470963 42.2696148, -83.7471044 42.2698983))",,,,Ann Arbor,,201,48109,,East Hoover Avenue,,,,,,university,,Boyer Building,,,,"[3065621606, 3065621607, 3065621608, 3065621609, 3065621606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302307924,,"POLYGON ((-83.7280582 42.2843759, -83.7278101 42.284373, -83.7277564 42.2843516, -83.7277011 42.2843353, -83.7276705 42.2843022, -83.7276349 42.2842431, -83.7276115 42.2838679, -83.7277113 42.2838704, -83.7277987 42.2838664, -83.7277987 42.2837307, -83.7278948 42.2837202, -83.7278955 42.2828765, -83.7278939 42.2828019, -83.7279761 42.2828009, -83.7279743 42.2827184, -83.7282319 42.2827166, -83.7285323 42.2829104, -83.7285285 42.2830564, -83.7285211 42.2833374, -83.7284984 42.2842041, -83.7284991 42.2842743, -83.7280506 42.2842767, -83.7280582 42.2843759))",,,,Ann Arbor,,1620,48109,,East Medical Center Drive,,,University of Michigan,,,hospital,,Taubman Health Care Center,,2,,"[3066023426, 3065664565, 5324521360, 3065664566, 3065664567, 3065664568, 3065664569, 2044184854, 3065664570, 3065664571, 2043272491, 3222750452, 3065664572, 3065664573, 3065664574, 3065664575, 3065664576, 5208257891, 3066023431, 3066023407, 3066023425, 3066023406, 3066023426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302347135,,"POLYGON ((-83.7280506 42.2842767, -83.7284991 42.2842743, -83.7284984 42.2842041, -83.7290852 42.2842002, -83.7291444 42.2841991, -83.729373 42.2842001, -83.7293736 42.2842692, -83.7300779 42.2842664, -83.730078 42.2841897, -83.7300946 42.2841896, -83.7301566 42.2841889, -83.7305561 42.2841854, -83.7305568 42.2842254, -83.7306173 42.2842248, -83.7306184 42.2842494, -83.7307248 42.2842401, -83.7307322 42.284602, -83.7305177 42.2845983, -83.7305191 42.2850265, -83.7292626 42.2850286, -83.7292628 42.2851079, -83.729202 42.2851611, -83.729119 42.2851897, -83.7286488 42.2851859, -83.728651 42.2850384, -83.7285777 42.2850348, -83.7285178 42.2850034, -83.7284602 42.2849608, -83.728424 42.2848814, -83.7284213 42.2847944, -83.7282577 42.2847991, -83.7281786 42.2847901, -83.7281397 42.2847733, -83.7281115 42.2847445, -83.7280914 42.2846939, -83.7283301 42.2846919, -83.7283303 42.2846698, -83.7282146 42.2846538, -83.7281209 42.2845947, -83.7280659 42.2845252, -83.7280566 42.2844885, -83.7280582 42.2843759, -83.7280506 42.2842767))",,,,Ann Arbor,,1500,48109,,East Medical Center Drive,,+1 734 936 4000,Michigan Medicine,,,hospital,,University Hospital,24/7,,yes,"[3066023406, 3066023425, 3066023407, 9408885544, 9408885542, 3066023408, 3066023409, 3066023410, 3066023411, 9408885538, 9408885541, 3066023412, 3066023429, 5481526694, 5481526695, 3066023430, 3066023428, 3066023427, 3066023413, 3066023415, 3066023416, 3066023417, 3066023418, 3066023419, 3066023420, 3066023421, 3066023422, 5324521225, 5324521224, 3066023423, 5324521364, 5324521363, 5324521362, 5324521365, 5324521366, 5324521361, 3066023424, 3066023414, 5324521369, 5324521368, 5324521367, 3066023426, 3066023406]",,9,,,,,,,,,,,,UM HOSP,,,,,,,,https://www.uofmhealth.org/our-locations/university-hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302347136,,"POLYGON ((-83.7285211 42.2833374, -83.7285285 42.2830564, -83.7285323 42.2829104, -83.7287265 42.2830099, -83.7287115 42.2825884, -83.7288934 42.2825876, -83.7288961 42.2827501, -83.729229 42.2827459, -83.7292287 42.2825918, -83.7293847 42.2825891, -83.7293869 42.282523, -83.72945 42.282526, -83.7294486 42.282771, -83.7294663 42.2827715, -83.7298067 42.282772, -83.7298084 42.2829055, -83.7299292 42.2829048, -83.729934 42.2830492, -83.7300161 42.2830503, -83.7300109 42.2828425, -83.7301975 42.2828435, -83.7301994 42.2830501, -83.730349 42.2830416, -83.7303539 42.2830762, -83.730359 42.2831124, -83.7303955 42.2831102, -83.7303946 42.2832513, -83.7303594 42.2832541, -83.7303605 42.2832813, -83.7302902 42.283284, -83.7302899 42.2833113, -83.7302894 42.283359, -83.7300726 42.2833623, -83.7298266 42.2833646, -83.7298301 42.2834089, -83.7294729 42.2834113, -83.7294686 42.2833608, -83.7292907 42.283362, -83.7292775 42.2833317, -83.7286707 42.2833381, -83.7286398 42.283338, -83.7285661 42.2833376, -83.7285211 42.2833374))",,,,Ann Arbor,,1521,48109,,Simpson Drive,,,University of Michigan,,,hospital,,Neuroscience Hospital,,,,"[3066023431, 5208257891, 3065664576, 3066023432, 3066025233, 3066025234, 3066025235, 3066025236, 3066025237, 3066025238, 5324521333, 5324521332, 5324521331, 3066025239, 3066025240, 5481526699, 3066025241, 5481526700, 5481526701, 5481526702, 5481526704, 5481526703, 3066025242, 5481526705, 5481526706, 5481526707, 5481526708, 3066025243, 5481526709, 3066025244, 9408885546, 3066025245, 3066025246, 5481526710, 5481526711, 5481526712, 5481526713, 1667717797, 5481526714, 5208257894, 1667717802, 5208257895, 3066023431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302347137,,"POLYGON ((-83.7302894 42.283359, -83.7300726 42.2833623, -83.730072 42.2834954, -83.72993 42.2834983, -83.7299366 42.2838993, -83.7300675 42.283898, -83.7300737 42.2839879, -83.7300909 42.2839889, -83.7301528 42.2839882, -83.7302993 42.2839844, -83.7302894 42.283359))",,,,Ann Arbor,,1495,48109,,Simpson Drive,,,University of Michigan,,,hospital,,,,,,"[3066025245, 3066025246, 4325241105, 4325241104, 4325241103, 4325241102, 3066025247, 9408885539, 9408885540, 3066025248, 3066025245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302431407,,"POLYGON ((-83.7429844 42.270229, -83.7429822 42.2701709, -83.7429801 42.2701182, -83.7425525 42.2701276, -83.7425274 42.2701279, -83.7425296 42.2701966, -83.7425306 42.2702376, -83.7429267 42.2702302, -83.7429844 42.270229))",,,,Ann Arbor,,915,48109,,Sybil Street,,,University of Michigan,,,dormitory,,Fletcher Hall,,,,"[3066894175, 5605024002, 3066894176, 5605024835, 3066894177, 5605024829, 3066894178, 5605024009, 3066894175]",,4,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302435570,,"POLYGON ((-83.7381279 42.2841316, -83.7381264 42.2838081, -83.7381609 42.2838022, -83.7381526 42.2836974, -83.7379875 42.2835863, -83.7375861 42.2835928, -83.7374716 42.2836774, -83.7374715 42.2838087, -83.7374478 42.2838081, -83.7374583 42.284029, -83.7374041 42.2840328, -83.737416 42.2843104, -83.7372833 42.2843112, -83.7372946 42.2844629, -83.7377248 42.2844499, -83.73772 42.2843027, -83.7375906 42.2843039, -83.7375797 42.2840724, -83.7379455 42.2840626, -83.7379513 42.2841361, -83.7381279 42.2841316))",,,,Ann Arbor,,400,48109,,North Ingalls Street,,,,,,university,,School of Nursing Building,,,,"[3066931676, 3066931677, 3066931678, 3066931679, 3066931694, 3066931695, 3066931680, 3066931693, 3066931692, 3066931681, 3066931682, 3066931683, 3066931684, 3066931685, 3066931686, 3066931687, 3066931688, 3066931689, 3066931690, 3066931691, 3066931676]",,5,0,,,,,,,,,,,SNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302527801,,"POLYGON ((-83.7474529 42.2716084, -83.7470987 42.2716185, -83.7470963 42.2715725, -83.7470241 42.2715745, -83.7470154 42.2714061, -83.7469795 42.2714071, -83.7469767 42.2713533, -83.7468704 42.2713563, -83.7468586 42.2711295, -83.7467766 42.2711318, -83.7467685 42.270975, -83.7466399 42.2709786, -83.7462617 42.2703271, -83.7467402 42.2703134, -83.7467203 42.2699334, -83.7471988 42.2699197, -83.7472141 42.2702119, -83.7474172 42.2702156, -83.7474227 42.2704328, -83.747058 42.2704575, -83.7470774 42.2708284, -83.7471388 42.2708266, -83.7471438 42.2709214, -83.7470848 42.2709231, -83.7471073 42.2713509, -83.7472773 42.271346, -83.747275 42.2713015, -83.7473867 42.2712983, -83.7473889 42.2713402, -83.7474388 42.2713388, -83.7474529 42.2716084))",,,,Ann Arbor,,200,48109,,Hill Street,,,,,,university,,Buhr Building,,,,"[3067757924, 3067757925, 3067757926, 3067757927, 3067757928, 6790725570, 6790725571, 3067757929, 3067763350, 3067763351, 3067757930, 3067757931, 3067757932, 3067763333, 3067763334, 3067763335, 3067763336, 3067763337, 3067763338, 3067763339, 3067763340, 3067763341, 3067763342, 3067763343, 3067763344, 3067763345, 3067763346, 3067763347, 3067763348, 3067763349, 3067757924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368750,,"POLYGON ((-83.7101176 42.3015679, -83.7101163 42.3014014, -83.7102485 42.3014009, -83.7102498 42.3015673, -83.7101176 42.3015679))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232771, 3077232772, 3077232773, 3077232774, 3077232771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368751,,"POLYGON ((-83.7107764 42.3014289, -83.7106053 42.3014302, -83.710602 42.3011917, -83.7107409 42.3011907, -83.7107435 42.3013814, -83.7107757 42.3013812, -83.7107764 42.3014289))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232775, 3077232776, 3077232777, 3077232778, 3077232779, 3077232780, 3077232775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368752,,"POLYGON ((-83.7107443 42.3014591, -83.7106077 42.3014593, -83.7106082 42.3016238, -83.7107447 42.3016236, -83.7107443 42.3014591))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232781, 3077232782, 3077232783, 3077232784, 3077232781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368753,,"POLYGON ((-83.7104445 42.3017212, -83.7103907 42.3017212, -83.7103907 42.3016566, -83.7102806 42.3016566, -83.7102806 42.3015488, -83.710398 42.3015489, -83.710398 42.3015967, -83.7104445 42.3015967, -83.7104445 42.3017212))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232785, 3077232786, 3077232787, 3077232788, 3077232789, 3077232790, 3077232791, 3077232792, 3077232785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368754,,"POLYGON ((-83.7105333 42.3013599, -83.7105314 42.3012509, -83.7102102 42.3012539, -83.7102121 42.3013629, -83.7105333 42.3013599))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232793, 3077232794, 3077232795, 3077232796, 3077232793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368755,,"POLYGON ((-83.7104914 42.3017515, -83.7104897 42.3016492, -83.7107304 42.301647, -83.7107322 42.3017492, -83.7104914 42.3017515))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232797, 3077232798, 3077232799, 3077232800, 3077232797]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368756,,"POLYGON ((-83.7111745 42.3011346, -83.7111743 42.3010327, -83.7109542 42.301033, -83.7109545 42.3011349, -83.7111745 42.3011346))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232801, 3077232802, 3077232803, 3077232804, 3077232801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368757,,"POLYGON ((-83.7104826 42.3006973, -83.7103512 42.3006976, -83.7103518 42.3008521, -83.7103189 42.3008522, -83.7103191 42.3009004, -83.7104838 42.300898, -83.7104826 42.3006973))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232805, 3077232806, 3077232807, 3077232808, 3077232809, 3077232810, 3077232805]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368758,,"POLYGON ((-83.7103491 42.3010163, -83.710348 42.3009321, -83.7104856 42.3009312, -83.710487 42.3010357, -83.7105238 42.3010354, -83.710525 42.3011272, -83.7104833 42.3011275, -83.7104838 42.3011588, -83.7104279 42.3011592, -83.710426 42.3010158, -83.7103491 42.3010163))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232813, 3077232814, 3077232815, 3077232816, 3077232817, 3077232818, 3077232819, 3077232820, 3077232821, 3077232822, 3077232813]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368759,,"POLYGON ((-83.7107237 42.3011606, -83.7106163 42.3011609, -83.710616 42.3011108, -83.7106556 42.3011107, -83.7106553 42.3010586, -83.7106153 42.3010587, -83.710615 42.3010036, -83.7107741 42.3010031, -83.7107743 42.3010421, -83.7108473 42.3010419, -83.7108471 42.3010026, -83.7109167 42.3010024, -83.7109171 42.3010868, -83.7107233 42.3010874, -83.7107237 42.3011606))",,,,,,,,,,,,,,,apartments,,,,,,"[3077232823, 3077232824, 3077232825, 3077232826, 3077232827, 3077232828, 3077232829, 3077232830, 3077232831, 3077232832, 3077234833, 3077234834, 3077234835, 3077234836, 3077232823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368760,,"POLYGON ((-83.7111129 42.3007605, -83.7111725 42.300761, -83.7111706 42.3008872, -83.7108747 42.3008848, -83.7108742 42.3009194, -83.710754 42.3009184, -83.7107544 42.3008871, -83.710712 42.3008868, -83.7107126 42.300843, -83.7109117 42.3008446, -83.7109126 42.3007867, -83.7111125 42.3007883, -83.7111129 42.3007605))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234837, 3077234838, 3077234839, 3077234840, 3077234841, 3077234842, 3077234843, 3077234844, 3077234845, 3077234846, 3077234847, 3077234848, 3077234837]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368761,,"POLYGON ((-83.7106937 42.3002435, -83.7106883 42.299959, -83.7105504 42.2999604, -83.7105558 42.3002449, -83.7106937 42.3002435))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234849, 3077234850, 3077234851, 3077234852, 3077234849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368762,,"POLYGON ((-83.7106707 42.3008134, -83.7107949 42.3008126, -83.7107925 42.3006047, -83.7106683 42.3006054, -83.7106707 42.3008134))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234853, 3077234854, 3077234855, 3077234856, 3077234853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368763,,"POLYGON ((-83.7096169 42.3006761, -83.7094886 42.3006757, -83.7094899 42.3004741, -83.7096181 42.3004746, -83.7096169 42.3006761))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234857, 3077234858, 3077234859, 3077234860, 3077234857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368764,,"POLYGON ((-83.7098302 42.300743, -83.7096521 42.3007434, -83.7096517 42.3006426, -83.7098298 42.3006422, -83.7098302 42.300743))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234861, 3077234862, 3077234863, 3077234864, 3077234861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368765,,"POLYGON ((-83.7101553 42.3006712, -83.7101533 42.3005716, -83.7099841 42.3005735, -83.7099861 42.300673, -83.7101553 42.3006712))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234865, 3077234866, 3077234867, 3077234868, 3077234865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368767,,"POLYGON ((-83.7104018 42.3006576, -83.7104021 42.3005804, -83.7103309 42.3005802, -83.7103308 42.3006061, -83.7102565 42.3006059, -83.7102566 42.300577, -83.7101998 42.3005769, -83.7101995 42.3006572, -83.7104018 42.3006576))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234869, 3077234870, 3077234871, 3077234872, 3077234873, 3077234874, 3077234875, 3077234876, 3077234869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368769,,"POLYGON ((-83.7102037 42.3003703, -83.7102038 42.300429, -83.7103557 42.3004288, -83.7103554 42.3002807, -83.7102749 42.3002808, -83.7102747 42.3001992, -83.7103999 42.300199, -83.7104002 42.3003081, -83.7104466 42.300308, -83.7104468 42.3003969, -83.7104016 42.300397, -83.7104018 42.3004711, -83.7103481 42.3004711, -83.7103482 42.3005037, -83.7102369 42.3005038, -83.7102368 42.3004713, -83.7100926 42.3004715, -83.7100924 42.3003704, -83.7102037 42.3003703))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234877, 3077234878, 3077234879, 3077234880, 3077234881, 3077234882, 3077234883, 3077234884, 3077234885, 3077234886, 3077234887, 3077234888, 3077234889, 3077234890, 3077234891, 3077234892, 3077234893, 3077234894, 3077234877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368770,,"POLYGON ((-83.7096568 42.3005026, -83.7096543 42.3004137, -83.709775 42.3004118, -83.7097775 42.3005008, -83.7096568 42.3005026))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234895, 3077234896, 3077234897, 3077234898, 3077234895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368771,,"POLYGON ((-83.7100518 42.300473, -83.7098822 42.3004751, -83.7098798 42.3003703, -83.7099879 42.3003689, -83.7099874 42.3003482, -83.710049 42.3003475, -83.7100518 42.300473))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234899, 3077234900, 3077234901, 3077234902, 3077234903, 3077234904, 3077234899]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368772,,"POLYGON ((-83.7113804 42.3011345, -83.7112113 42.3011344, -83.7112115 42.3010302, -83.7113805 42.3010303, -83.7113804 42.3011345))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234905, 3077234906, 3077234907, 3077234908, 3077234905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368773,,"POLYGON ((-83.7112143 42.300782, -83.7112161 42.3008887, -83.7113198 42.3008878, -83.7113205 42.3009317, -83.711467 42.3009304, -83.7114674 42.3009577, -83.7115809 42.3009567, -83.7115804 42.3009275, -83.7117281 42.3009262, -83.7117265 42.300831, -83.7116221 42.300832, -83.7116229 42.3008843, -83.7114409 42.300886, -83.71144 42.3008313, -83.711338 42.3008322, -83.7113372 42.3007809, -83.7112143 42.300782))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234909, 3077234910, 3077234911, 3077234912, 3077234913, 3077234914, 3077234915, 3077234916, 3077234917, 3077234918, 3077234919, 3077234920, 3077234921, 3077234922, 3077234923, 3077234924, 3077234909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368776,,"POLYGON ((-83.7105227 42.3002817, -83.710636 42.3002805, -83.7106387 42.3004228, -83.7106863 42.3004223, -83.7106894 42.3005892, -83.7105617 42.3005905, -83.7105587 42.300431, -83.7105255 42.3004314, -83.7105246 42.3003859, -83.7105638 42.3003855, -83.7105627 42.3003252, -83.7105236 42.3003256, -83.7105227 42.3002817))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234939, 3077234940, 3077234941, 3077234942, 3077234943, 3077234944, 3077234945, 3077234946, 3077234947, 3077234948, 3077234949, 3077234950, 3077234939]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368777,,"POLYGON ((-83.7119026 42.3010567, -83.7117633 42.3010565, -83.7117638 42.3009031, -83.7119031 42.3009034, -83.7119026 42.3010567))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234951, 3077234952, 3077234953, 3077234954, 3077234951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303368778,,"POLYGON ((-83.711983 42.301161, -83.7119825 42.301204, -83.7118086 42.301203, -83.7118098 42.3010787, -83.7119488 42.3010795, -83.7119479 42.3011608, -83.711983 42.301161))",,,,,,,,,,,,,,,apartments,,,,,,"[3077234955, 3077234956, 3077234957, 3077234958, 3077234959, 3077234960, 3077234955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
