element_type,osmid,geometry,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,is_in:state_code,access,wheelchair,addr:unit,amenity,healthcare,opening_hours,phone,website,addr:housenumber,addr:street,addr:city,addr:postcode,nodes,nysgissam:nysaddresspointid,wikimedia_commons,air_conditioning,building:levels,architect,old_name,roof:levels,short_name,start_date,fee,official_name,operator,parking,wikidata,leisure,wikipedia,historic,nysgissam:review,tourism,check_date:opening_hours,location,payment:credit_cards,payment:debit_cards,shop,alt_name,description,addr:housename,man_made,building:material,height,tower:construction,tower:type,layer,addr:country,internet_access,note,roof:shape,gnis:county_id,gnis:created,gnis:state_id,name_1,loc_name,apartments,residential,addr:flats,office,contact:phone,contact:website,contact:fax,smoking,operator:type,sport,bench,bin,shelter_type,golf,content,fast_food,indoor_seating,outdoor_seating,ways,denomination,type
way,404092347,"POLYGON ((-76.4646687 42.4483075, -76.4646669 42.4483079, -76.4643424 42.4483911, -76.4642916 42.4482824, -76.4642928 42.4482821, -76.4642697 42.4482328, -76.4642686 42.4482331, -76.464268 42.4482319, -76.4645943 42.4481483, -76.4646687 42.4483075))",NY,yes,,,,,,,,,,,,,,,,,231,Farrier Road,Ithaca,14853,"[4063621943, 4063621944, 4063622090, 4063621929, 4063621928, 4063621762, 4063621763, 4063621761, 4063621728, 4063621943]",TOMP039497,,,,,,,,,,,,,,,,,repeat address,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433995662,"POLYGON ((-76.4869012 42.4459787, -76.4870998 42.4459753, -76.4870979 42.4459135, -76.4871741 42.4459122, -76.4871684 42.4457281, -76.4870897 42.4457294, -76.4870878 42.4456669, -76.4870288 42.4456679, -76.4870277 42.4456333, -76.4869616 42.4456345, -76.4869627 42.4456696, -76.4868915 42.4456708, -76.4869012 42.4459787))",NY,house,,Tompkins,2433658,57871b70-0100-4405-bb30-88b2e001a944,,Telluride House,USGS Geonames,,,,,,,,,,217,West Avenue,Ithaca,14850,"[4323911625, 4323911626, 4323911627, 4323911628, 4323911629, 4323911630, 4323911631, 4341220519, 4341220520, 4341220521, 4341220522, 4323911632, 4323911625]",,Category:Telluride House,,4,,,,,,,,,,Q24765347,,en:Telluride House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437501474,"POLYGON ((-76.4755862 42.4480404, -76.4755866 42.4477662, -76.4756977 42.4477663, -76.4756978 42.4477067, -76.4759849 42.447707, -76.4759845 42.4480407, -76.4755862 42.4480404))",NY,university,,,,,,Bradfield Hall,,,,,,,,,,,306,Tower Road,Ithaca,14853,"[4353165748, 5402552158, 4353165749, 5402552159, 4353165750, 4353165751, 4353165748]",TOMP004863,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,439915038,"POLYGON ((-76.4909866 42.4522622, -76.4909082 42.4522642, -76.4908733 42.4522435, -76.4908679 42.4522049, -76.4908458 42.4522039, -76.4908379 42.4520353, -76.4910268 42.4520299, -76.4910268 42.45205, -76.491061 42.452047, -76.4910838 42.4522311, -76.4910141 42.4522331, -76.4909866 42.4522622))",NY,house,,,,,,Rockledge,,,,,,,,,,,804,Stewart Avenue,Ithaca,14850,"[4375919381, 4375919382, 4375919383, 4375919384, 4375919385, 4375919386, 4375919387, 4375919388, 4375919489, 4375919490, 4375919491, 4375919381]",,,,,,,,,,,,,,,,,,,,,,,,,Alpha Sigma Phi Fraternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444269756,"POLYGON ((-76.4899019 42.4555202, -76.489902 42.4554001, -76.4897446 42.4554, -76.4897448 42.4552809, -76.4895818 42.4552808, -76.4895817 42.4553677, -76.4895696 42.4553677, -76.4895696 42.4553824, -76.4895271 42.4553824, -76.4895271 42.4554158, -76.4895694 42.4554159, -76.4895694 42.4554318, -76.4895811 42.4554318, -76.489581 42.45552, -76.4899019 42.4555202))",NY,apartments,,,,,,Alpha Xi Delta Sorority,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,40,Ridgewood Road,Ithaca,14850,"[4417555530, 7705806454, 7705806453, 4417555531, 4417555532, 7705806451, 7705806450, 7705806447, 7705806445, 7705806446, 7705806448, 7705806449, 7705806452, 4417555533, 4417555530]",TOMP032932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444269759,"POLYGON ((-76.4855446 42.4556087, -76.485394 42.4556294, -76.4854365 42.455798, -76.4853362 42.4558118, -76.485361 42.4559103, -76.4854515 42.4558978, -76.4854837 42.4560254, -76.4855746 42.4560129, -76.4855589 42.4559509, -76.4856776 42.4559346, -76.4856734 42.4559181, -76.4857365 42.4559094, -76.4857114 42.4558101, -76.4856819 42.4558042, -76.4856524 42.4557547, -76.4856175 42.4557595, -76.4856131 42.4557422, -76.4855794 42.4557468, -76.4855446 42.4556087))",NY,yes,,,,,,Alpha Gamma Rho Fraternity,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,203,Highland Avenue,Ithaca,14850,"[4417555542, 4417555543, 4417555544, 4417555545, 4417555546, 4417555547, 4417555548, 4417555549, 4417555550, 4417555551, 4417555552, 4417555553, 4417555554, 4417555555, 4417555556, 4417555557, 4417555558, 4417555559, 4417555542]",TOMP030956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447294238,"POLYGON ((-76.4906638 42.4505962, -76.4900516 42.4502437, -76.4899171 42.450369, -76.4905081 42.4507268, -76.4906638 42.4505962))",NY,apartments,,,,,,Campus Hill Apartments,,,,,,,,,,,709,Stewart Avenue,Ithaca,14850,"[4444586181, 4444586182, 4444586183, 4444586184, 4444586181]",,,,,,,,,,,,,,,,,,,,,,,,,,Building A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447294239,"POLYGON ((-76.4898834 42.4502956, -76.4896431 42.4502874, -76.4896586 42.450041, -76.4898988 42.4500492, -76.4898834 42.4502956))",NY,apartments,,,,,,Campus Hill Apartments,,,,,,,,,,,709,Stewart Avenue,Ithaca,14850,"[4444586185, 4444586186, 4444586187, 4444586188, 4444586185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447296754,"POLYGON ((-76.4845195 42.4581052, -76.4844167 42.4582038, -76.4839899 42.4580179, -76.4834757 42.4579496, -76.4834962 42.4578206, -76.4839436 42.4578851, -76.4840002 42.4577448, -76.4841596 42.4577941, -76.484103 42.4579117, -76.4845195 42.4581052))",NY,residential,,,,,,Ecology House,,,,,,,,,,,111,Country Club Road,Ithaca,14850,"[4444612433, 4444612434, 4444612435, 4444612436, 4444612437, 4444612438, 4444612439, 4444612440, 4444612441, 4444612433]",,,,,,Residential Club,,,,,Hurlburt House,Cornell University,,,,,,,,,,,,,Ecohouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447297647,"POLYGON ((-76.4583533 42.4427058, -76.4580187 42.4426949, -76.4580094 42.4428507, -76.4577473 42.4428422, -76.4577568 42.4426845, -76.4576573 42.4426813, -76.4576475 42.4428441, -76.457098 42.4428262, -76.4571321 42.4422562, -76.4579371 42.4422825, -76.457936 42.4423016, -76.4583445 42.4423149, -76.4583434 42.4423337, -76.4584682 42.4423378, -76.4584502 42.4426401, -76.4584303 42.4426394, -76.4584282 42.4426761, -76.4583552 42.4426737, -76.4583533 42.4427058))",NY,yes,,,,,,Library Annex Storage Facility,,,,,,,,,,,209,Bookbank Road,Ithaca,14850,"[8796643272, 4444638150, 4444638151, 4444638152, 4444638153, 4444638154, 4444638155, 4444638156, 4444638157, 4444638158, 4444638159, 4444638160, 4444638161, 4444638162, 4444638163, 4444638164, 4444638165, 4444638166, 8796643272]",TOMP029940,,,,,,,,,,,,,,,,,repeat address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447300194,"POLYGON ((-76.475534 42.4485126, -76.4755299 42.4483568, -76.4753799 42.448359, -76.4753795 42.448343, -76.4751268 42.4483466, -76.4751271 42.4483578, -76.4749666 42.44836, -76.4749707 42.4485243, -76.4751331 42.4485221, -76.4751334 42.4485369, -76.475382 42.4485335, -76.4753815 42.4485147, -76.475534 42.4485126))",NY,yes,274,Tompkins,2433556,57871b70-0100-4405-bb30-88b2e001a944,no,Fernow Hall,USGS Geonames,,,,,,,,,,226,Mann Drive,Ithaca,14853,"[368057244, 4444649019, 4444649020, 4444649021, 4444649022, 4444649023, 4444649024, 4444649025, 4444649026, 4444649027, 4444649028, 4444649029, 368057244]",TOMP013299,Category:Fernow Hall (Cornell University),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455125636,"POLYGON ((-76.4624504 42.4445136, -76.4621241 42.4445204, -76.4621253 42.4445517, -76.4620672 42.4445529, -76.462066 42.4445212, -76.4620607 42.4445213, -76.4620562 42.4444027, -76.4624458 42.4443945, -76.4624504 42.4445136))",NY,yes,,,,,,,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,138,Crisp Apple Drive,Ithaca,14850,"[4515685095, 10226039118, 10226039117, 4515685096, 10226039120, 10226039119, 4515685097, 4515685098, 4515685095]",TOMP000447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473097828,"POLYGON ((-76.4825876 42.4574526, -76.4825587 42.4573653, -76.4825326 42.4573701, -76.482461 42.4571545, -76.482308 42.4571821, -76.4823696 42.4573678, -76.4822625 42.4573872, -76.4822091 42.4572264, -76.4820546 42.4572543, -76.4821288 42.4574779, -76.4821634 42.4574717, -76.482188 42.4575457, -76.482377 42.4575115, -76.4823594 42.4574583, -76.4824144 42.4574484, -76.4824255 42.4574819, -76.4825876 42.4574526))",NY,university,,,,,,Africana Library,,,,,,library,,,,,310,Triphammer Road,Ithaca,14850,"[4672854618, 4672854619, 5241238616, 5241238617, 4672854620, 4672854621, 4672854622, 4672854623, 4672854624, 4672854625, 4672854626, 4672854627, 4672854628, 4672854629, 5241238618, 5241238619, 4672854618]",TOMP004840,,,1,,,,,,,,,,Q120734737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473097978,"POLYGON ((-76.4894308 42.4459273, -76.4893009 42.4456997, -76.4891433 42.4457481, -76.4892853 42.4459707, -76.4893474 42.4459816, -76.4893824 42.4460524, -76.4894227 42.44607, -76.4894705 42.4461618, -76.4897143 42.446078, -76.4896497 42.4459764, -76.489587 42.4459957, -76.4895287 42.4458957, -76.4894308 42.4459273))",NY,house,,,,,,Phi Kappa Psi,,,,,,,,,,,120,Mary Ann Wood Drive,Ithaca,14850,"[4672860420, 4672860421, 4672860422, 4672860423, 5229160411, 5229160412, 5229160413, 5229160417, 5229160418, 5229160416, 5229160415, 5229160414, 4672860420]",,,,,,,,,,,,,,,,,,,,,,,,,The Gables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473098214,"POLYGON ((-76.4816368 42.4558894, -76.4814711 42.4558929, -76.4814759 42.4560683, -76.4815311 42.4560648, -76.4815311 42.4560842, -76.4816224 42.4560771, -76.4816128 42.4560453, -76.4816632 42.4560364, -76.4816368 42.4558894))",NY,residential,,,,,,Triphammer Cooperative,,,,,,,,,,,150,Triphammer Road,Ithaca,14850,"[4672865887, 4672865888, 4672869889, 4672869890, 4672869891, 4672869892, 4672869893, 4672869894, 4672865887]",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473098719,"POLYGON ((-76.4813794 42.4554692, -76.4812619 42.455472, -76.4812517 42.4552333, -76.4813654 42.4552307, -76.4813695 42.4553264, -76.481494 42.4553235, -76.4814974 42.4554025, -76.4813767 42.4554053, -76.4813794 42.4554692))",NY,residential,,,,,,Delta Delta Delta,,,,,,,,,,,118,Triphammer Road,Ithaca,14850,"[4672885872, 4672885873, 4672885874, 4672885875, 4672885876, 4672885877, 4672885878, 4672885879, 4672885872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473109058,"POLYGON ((-76.457759 42.4620838, -76.4576462 42.4620927, -76.4576126 42.4618501, -76.4577302 42.4618394, -76.457759 42.4620838))",NY,residential,,,,,,,,,,,,,,,,,1,Bluegrass Lane,Northeast Ithaca,,"[4672923316, 4672923317, 4672923318, 4672923319, 4672923316]",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473109062,"POLYGON ((-76.4549642 42.4600245, -76.4544156 42.4600444, -76.4544235 42.460163, -76.4549721 42.4601431, -76.4549642 42.4600245))",NY,yes,,,,,,Mare Barn,,,,,,,,,,,383,Bluegrass Lane,Ithaca,14850,"[4672923320, 4672923321, 4672923322, 4672923323, 4672923320]",TOMP001617,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473109064,"POLYGON ((-76.4584888 42.4612975, -76.458484 42.4612479, -76.458424 42.4612267, -76.4584096 42.461193, -76.4580111 42.4611983, -76.4580159 42.4612426, -76.4575694 42.4612585, -76.457579 42.4613719, -76.458436 42.4613329, -76.4584888 42.4612975))",NY,yes,,,,,,Lower Barn,,,,,,,,,,,319,Bluegrass Lane,Ithaca,14850,"[4672923324, 4672923325, 4672923326, 4672923327, 4672923328, 4672923329, 4672923330, 4672923331, 4672923332, 4672923324]",TOMP030338,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473109065,"POLYGON ((-76.4546234 42.4597713, -76.4544015 42.4597798, -76.4544104 42.4599055, -76.4546322 42.459897, -76.4546234 42.4597713))",NY,yes,,,,,,Stud Barn,,,,,,,,,,,389,Bluegrass Lane,Ithaca,14850,"[4672923333, 4672923334, 4672923335, 4672923336, 4672923333]",TOMP029994,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473109066,"POLYGON ((-76.4590316 42.4612181, -76.4590371 42.4613659, -76.4591428 42.4613638, -76.4591373 42.461216, -76.4590316 42.4612181))",NY,yes,,,,,,,,,,,,,,,,,282,Bluegrass Lane,Ithaca,14850,"[4672923337, 4672923338, 4672923339, 4672923340, 4672923337]",TOMP016461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479156270,"POLYGON ((-76.4346822 42.5031078, -76.4345698 42.5031863, -76.4344007 42.5030545, -76.4345131 42.5029761, -76.4346822 42.5031078))",NY,yes,,,,,,,,,,,,,,,,,216,Neimi Road,Ithaca,14850,"[4723049087, 4723049088, 4723049189, 4723049190, 4723049087]",TOMP005113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research,,,,,,,,,,,,,,,,,
way,488113624,"POLYGON ((-76.4769133 42.4480327, -76.4767603 42.4480315, -76.4767641 42.4477723, -76.476917 42.4477735, -76.4769133 42.4480327))",NY,yes,,,,,,Greenhouse,,,,,1023A,,,,,,236,Tower Road,Ithaca,14853,"[4804666596, 4804666597, 4804666598, 4804666599, 4804666596]",TOMP039768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488114160,"POLYGON ((-76.4745503 42.4484695, -76.4744777 42.4484717, -76.474468 42.4483018, -76.4745405 42.4482995, -76.4745503 42.4484695))",NY,yes,,,,,,,,,,,F,,,,,,214,Mann Drive,Ithaca,14853,"[4804671796, 4804671797, 4804671798, 4804671799, 4804671796]",TOMP039770;TOMP015169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488115603,"POLYGON ((-76.4759207 42.4596314, -76.4760977 42.4594954, -76.4759742 42.4594079, -76.4759173 42.4594516, -76.4757336 42.4593216, -76.4756506 42.4593853, -76.4757723 42.4594715, -76.4757351 42.4595, -76.4759207 42.4596314))",NY,university,,,,,,Cornell Child Care Center,,,,,,,,,,,150,Pleasant Grove Road,Ithaca,14850,"[4804680312, 4804680313, 4804680314, 4804680315, 4804680316, 4804680319, 4804680318, 4804680317, 4804680312]",TOMP026944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488115983,"POLYGON ((-76.476217 42.4593544, -76.475783 42.4593242, -76.4757272 42.4593036, -76.47574 42.4592688, -76.4756154 42.4592418, -76.4756326 42.4591641, -76.4757422 42.4591848, -76.4757551 42.459153, -76.4758625 42.4591705, -76.4758668 42.4591927, -76.4761461 42.4592085, -76.4761504 42.4592291, -76.4761999 42.4592323, -76.4762042 42.4593005, -76.4762192 42.4593084, -76.476217 42.4593544))",,university,,,,,,Cornell Child Care Center,,,,,,,,,,,,,,,"[4804682597, 4804682598, 4804682599, 4804682600, 4804682601, 4804682602, 4804682603, 4804682604, 4804682605, 4804682606, 4804682607, 4804682608, 4804682609, 4804682610, 4804682611, 4804682597]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,488116645,"POLYGON ((-76.482199 42.4548406, -76.4822038 42.4549473, -76.481965 42.4549531, -76.48196 42.4548406, -76.4820008 42.4548019, -76.4821058 42.4547976, -76.482199 42.4548406))",NY,residential,,,,,,Whitby Cooperative,,,,,,,,,,,228,Wait Avenue,Ithaca,14850,"[4804690257, 4804690258, 4804690259, 4804690260, 4804690261, 4804690262, 4804690257]",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495671440,"POLYGON ((-76.490746 42.4497471, -76.4907585 42.4496442, -76.4906759 42.4496387, -76.4906804 42.4496018, -76.4907613 42.4496072, -76.4907677 42.4495551, -76.4906811 42.4495494, -76.4906861 42.4495083, -76.4907746 42.4495142, -76.4907871 42.4494113, -76.4905671 42.4493967, -76.4905262 42.4497325, -76.490746 42.4497471))",NY,apartments,,,,,,Bellayre Apartments,Bing,,,,,,,,,,700,Stewart Avenue,Ithaca,14850,"[4874036285, 4874036286, 4874036287, 4874036288, 4874036289, 4874036290, 4874036291, 4874036292, 4874036293, 4874036294, 4874036295, 4874036296, 4874036285]",,,,,,,,,,,,Kimball Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519678833,"POLYGON ((-76.4826805 42.4548838, -76.4826825 42.4548011, -76.4826005 42.4548, -76.4825985 42.4548828, -76.4826805 42.4548838))",NY,yes,,,,,,,Bing,,,,,,,,,,218,Wait Avenue,Ithaca,14850,"[5066875022, 5066875023, 5066875024, 5066875025, 5066875022]",TOMP028358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519678834,"POLYGON ((-76.4828363 42.4548896, -76.4828374 42.4548048, -76.4827564 42.4548042, -76.4827553 42.454889, -76.4828363 42.4548896))",NY,yes,,,,,,,Bing,,,,,,,,,,216,Wait Avenue,Ithaca,14850,"[5066875026, 5066875027, 5066875028, 5066875029, 5066875026]",TOMP033081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519678835,"POLYGON ((-76.4830363 42.4549134, -76.4830269 42.454785, -76.4829223 42.4547893, -76.4829318 42.4549176, -76.4830363 42.4549134))",NY,yes,,,,,,,,,,,,,,,,,214,Wait Avenue,Ithaca,14850,"[5066875030, 5066875031, 5066875032, 5066875033, 5066875030]",TOMP022747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,519707539,"POLYGON ((-76.4892315 42.4535721, -76.4891333 42.4536414, -76.4890191 42.4535534, -76.4889784 42.4535822, -76.4889023 42.4535235, -76.4889916 42.4534604, -76.4890203 42.4534826, -76.4891145 42.453416, -76.4892393 42.4535121, -76.4891946 42.4535437, -76.4892315 42.4535721))",NY,yes,,,,,,Phi Kappa Tau,NYS GIS OpenData and ESRI sat imagery,,,,,,,,,,106,The Knoll,Ithaca,14850,"[5067110154, 5067110155, 5067110156, 5067110157, 5067110158, 5067110159, 5067110160, 5067110161, 5067110162, 5067110163, 5067110154]",TOMP000847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,522310032,"POLYGON ((-76.4818841 42.4568339, -76.4817121 42.4568734, -76.4816805 42.4567986, -76.4817807 42.4567756, -76.4817369 42.4566718, -76.4816462 42.4566926, -76.481545 42.4564524, -76.4816087 42.4564378, -76.4815824 42.4563753, -76.4817234 42.456343, -76.4817572 42.4564232, -76.4816584 42.4564458, -76.481746 42.4566539, -76.4818301 42.4566346, -76.4818842 42.4567628, -76.4818567 42.4567691, -76.4818841 42.4568339))",,apartments,,,,,,Brooklane Apartments,Bing,,,,,,,,,,220,Triphammer Road,,,"[5087490494, 5087490495, 5087490496, 5087490497, 5087490498, 5087490499, 5087490500, 5087490501, 5087490502, 5087490503, 5087490504, 5087490505, 5087490506, 5087490507, 5087490508, 5087490509, 5087490494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1-607-2575444,http://www.brooklanecornell.com/,+1-607-2667901 ,,,,,,,,,,,,,,
way,522481349,"POLYGON ((-76.4826527 42.458296, -76.4826143 42.4580912, -76.4824339 42.4581096, -76.4824723 42.4583144, -76.4826527 42.458296))",NY,yes,,,,,,Pi Beta Phi,Bing,,,,,,,,,,330,Triphammer Road,Ithaca,14850,"[5088696988, 5088696989, 5088696990, 5088696991, 5088696988]",TOMP016574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539355167,"POLYGON ((-76.4920143 42.4399135, -76.4919039 42.4399168, -76.4919087 42.4400026, -76.4920248 42.439999, -76.4920387 42.4402459, -76.4918424 42.4402519, -76.4918381 42.4401743, -76.4917776 42.4401762, -76.4917655 42.4399597, -76.491669 42.4399627, -76.4916633 42.4398603, -76.4917601 42.4398573, -76.4917562 42.4397874, -76.4918943 42.4397832, -76.4918965 42.4398238, -76.4920091 42.4398204, -76.4920143 42.4399135))",NY,yes,,,,,,Schuyler House,,,,,,,,,,,512,East State Street,Ithaca,14850,"[5219192035, 5219192034, 5219192033, 5219192032, 5219192012, 5219192011, 10103220995, 10103220996, 5219192029, 5219192028, 5219192027, 5219192026, 5219192025, 5219192024, 5219192023, 5219192022, 5219192035]",TOMP009209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685173,"POLYGON ((-76.4706348 42.4524226, -76.470566 42.4524622, -76.4705263 42.4524246, -76.4705123 42.4524327, -76.4703902 42.4523172, -76.470495 42.4522569, -76.4705875 42.4523443, -76.470553 42.4523642, -76.4705798 42.4523895, -76.4705922 42.4523823, -76.4706348 42.4524226))",NY,yes,,,,,,,,,,,,,,,,,145,Forest Home Drive,Ithaca,14850,"[5221847791, 5221847790, 5221847789, 5221847788, 5221847787, 5221847786, 5221847785, 5221847784, 5221847783, 5221847782, 5221847791]",TOMP010480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685174,"POLYGON ((-76.4717019 42.4519523, -76.4717011 42.4519437, -76.4717461 42.4519415, -76.4717417 42.4518927, -76.4717222 42.4518936, -76.4717194 42.4518622, -76.4715709 42.4518694, -76.4715788 42.4519583, -76.4717019 42.4519523))",NY,yes,,,,,,,,,,,,,,,,,124,Judd Falls Road,Ithaca,14850,"[5221847797, 10208404814, 10208404815, 5221847796, 5221847795, 5221847794, 5221847793, 5221847792, 5221847797]",TOMP008775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685175,"POLYGON ((-76.4721996 42.452298, -76.4720527 42.4523015, -76.4720482 42.4521985, -76.4721499 42.4521961, -76.4721511 42.4522256, -76.4721964 42.4522245, -76.4721996 42.452298))",NY,yes,,,,,,,,,,,,,,,,,128,Judd Falls Road,Ithaca,14850,"[5221847803, 5221847802, 5221847801, 5221847800, 5221847799, 5221847798, 5221847803]",TOMP032447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685176,"POLYGON ((-76.4722191 42.4521163, -76.4720771 42.4521206, -76.4720729 42.452044, -76.4722148 42.4520397, -76.4722191 42.4521163))",,yes,,,,,,,,,,,,,,,,,,,,,"[5221847807, 5221847806, 5221847805, 5221847804, 5221847807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685177,"POLYGON ((-76.4724837 42.4517136, -76.472482 42.4516304, -76.4723316 42.4516321, -76.4723333 42.4517153, -76.4724837 42.4517136))",NY,yes,,,,,,,,,,,,,,,,,122,Judd Falls Road,Ithaca,14850,"[5221847811, 5221847810, 5221847809, 5221847808, 5221847811]",TOMP003466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685179,"POLYGON ((-76.4716283 42.4514895, -76.4716604 42.4515085, -76.4716261 42.4515401, -76.4716892 42.4515773, -76.4717501 42.4515212, -76.471687 42.451484, -76.4716855 42.4514751, -76.4717214 42.4514718, -76.4717112 42.4514114, -76.4716277 42.4514191, -76.4716217 42.4513837, -76.4714818 42.4513966, -76.471497 42.4514862, -76.4716257 42.4514742, -76.4716283 42.4514895))",NY,yes,,,,,,,,,,,,,,,,,118,Judd Falls Road,Ithaca,14850,"[5221847819, 10208429922, 10208429925, 10208429924, 10208429923, 10208429920, 10208429921, 10208429919, 10208429918, 10208429917, 5221847818, 5221847817, 5221847816, 10208404816, 5221847819]",TOMP002683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685180,"POLYGON ((-76.4717905 42.4521319, -76.4716728 42.4521336, -76.4716711 42.45207, -76.4717888 42.4520683, -76.4717905 42.4521319))",NY,yes,,,,,,,,,,,B,,,,,,126,Judd Falls Road,Ithaca,14850,"[5221848823, 5221848822, 5221848821, 5221847820, 5221848823]",TOMP056292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,539685181,"POLYGON ((-76.4719351 42.4525146, -76.4718898 42.4525199, -76.4719041 42.4525868, -76.4717641 42.4526031, -76.4717404 42.4524917, -76.4719256 42.4524702, -76.4719351 42.4525146))",,yes,,,,,,,,,,,,,,,,,,,,,"[5221848829, 5221848828, 5221848827, 5221848826, 5221848825, 5221848824, 5221848829]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
