element_type,osmid,created_by,geometry,source,wheelchair,addr:housenumber,addr:street,operator,nodes,amenity,building,building:levels,learning,name,name:fr,wikidata,wikipedia,addr:postcode,addr:city,addr:place,building:levels:underground,internet_access,max_level,min_level,opening_hours,phone,tourism,website,wikipedia:en,addr:province,internet_access:fee,man_made,roof:levels,name:en,leisure,alt_name,sport,attribution,canvec:CODE,canvec:UUID,addr:housename,roof:shape,layer,ways,healthcare,type
way,340264366,,"POLYGON ((-73.5793231 45.5039324, -73.5792225 45.5038895, -73.5792878 45.503823, -73.5792762 45.5038176, -73.5792915 45.5038016, -73.5792958 45.5038037, -73.5793658 45.5037353, -73.5796125 45.503856, -73.5796064 45.5038625, -73.5797798 45.5039467, -73.5797276 45.5040003, -73.5798032 45.504036, -73.5797582 45.504081, -73.5796525 45.5040305, -73.5795756 45.5041055, -73.5794372 45.5040386, -73.5794717 45.5040061, -73.5793231 45.5039324))",,,,,,"[3474760146, 3474760142, 3474760141, 3474760139, 10946251248, 209017845, 3474760149, 3474760150, 3474760148, 3474760138, 3474760140, 3474760151, 3474760145, 3474760144, 3474760143, 3474760147, 3474760152, 3474760146]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350793524,,"POLYGON ((-73.5786692 45.5076365, -73.578565 45.5077382, -73.5785561 45.5077502, -73.5786465 45.507793, -73.5786536 45.5077857, -73.5787557 45.5076797, -73.5786692 45.5076365))",,,,,,"[3565447697, 3566591501, 3565447694, 3565447695, 3566591507, 3565447696, 3565447697]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946155,,"POLYGON ((-73.5785981 45.5075856, -73.5786455 45.5076095, -73.5786354 45.5076194, -73.5786692 45.5076365, -73.578565 45.5077382, -73.5785018 45.5077064, -73.5785132 45.5076953, -73.5784951 45.5076861, -73.5785981 45.5075856))",,,,,,"[3566591499, 3566591502, 3566591500, 3565447697, 3566591501, 3566591504, 3566591498, 3566591503, 3566591499]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946160,,"POLYGON ((-73.5788364 45.5077188, -73.5787402 45.5078214, -73.5786536 45.5077857, -73.5787557 45.5076797, -73.5788364 45.5077188))",,,,,,"[3566591505, 3566591506, 3566591507, 3565447696, 3566591505]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946383,,"POLYGON ((-73.5788209 45.5078701, -73.5789225 45.5077566, -73.5788364 45.5077188, -73.5787348 45.5078323, -73.5788209 45.5078701))",,,,,,"[3566589983, 3566589982, 3566591505, 3566589984, 3566589983]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946432,,"POLYGON ((-73.5790795 45.5078261, -73.5789561 45.5079455, -73.578818 45.5078769, -73.5788209 45.5078701, -73.5789225 45.5077566, -73.57894 45.5077528, -73.5790795 45.5078261))",,,3619,Rue University,,"[3566593813, 3566593814, 3566593815, 3566589983, 3566589982, 3566593816, 3566593813]",,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946448,,"POLYGON ((-73.579628 45.5081025, -73.5795341 45.5081993, -73.5794899 45.5081786, -73.5794443 45.5082209, -73.579404 45.5082275, -73.5793638 45.5082068, -73.5793571 45.5081814, -73.5793983 45.5081436, -73.5795087 45.5080423, -73.579628 45.5081025))",,,,,,"[3566593818, 3566593822, 3566593824, 3566593819, 3566593821, 3566593823, 3566593825, 3566599481, 3566593820, 3566593818]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946707,,"POLYGON ((-73.5797621 45.5081664, -73.579632 45.5083064, -73.5795293 45.5082589, -73.579573 45.5082143, -73.5795341 45.5081993, -73.579628 45.5081025, -73.5797621 45.5081664))",,,,,,"[3566595603, 3566595604, 3566595606, 3566595605, 3566593822, 3566593818, 3566595603]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350946975,,"POLYGON ((-73.5798225 45.5081823, -73.5797447 45.5082566, -73.5797661 45.508266, -73.5797527 45.5082782, -73.5798211 45.508312, -73.5798345 45.5082998, -73.5798918 45.5083329, -73.5799633 45.5082622, -73.579966 45.5082425, -73.5799526 45.5082265, -73.5799271 45.5082171, -73.5799056 45.5082171, -73.5798332 45.5081744, -73.5798225 45.5081823))",,,,,,"[3566598390, 3566598392, 3566598391, 3566598387, 3566598396, 3566598388, 3566598399, 3566598394, 3566598398, 3566598389, 3566598397, 3566598395, 3566598393, 3566598390]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350947097,,"POLYGON ((-73.5794094 45.5079934, -73.5794025 45.5080014, -73.5793142 45.5081043, -73.5793477 45.5081213, -73.5793397 45.508126, -73.5793799 45.5081419, -73.579388 45.5081382, -73.5793983 45.5081436, -73.5795087 45.5080423, -73.5794926 45.508032, -73.5794899 45.5080141, -73.5794671 45.5080038, -73.5794403 45.5080085, -73.5794094 45.5079934))",,,,,,"[3566599477, 3566600203, 3566599479, 3566599478, 3566599486, 3566599480, 3566599487, 3566599481, 3566593820, 3566599484, 3566599483, 3566599482, 3566599485, 3566599477]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350947120,,"POLYGON ((-73.5791291 45.5081137, -73.5792311 45.5080023, -73.5792901 45.5079455, -73.5794025 45.5080014, -73.5792799 45.5081377, -73.5792203 45.5081936, -73.5791626 45.5081664, -73.5791841 45.5081391, -73.5791291 45.5081137))",,,,,,"[3566600208, 3566600320, 3566600206, 3566600203, 3566599759, 3566600204, 3566600207, 3566600205, 3566600208]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350947249,,"POLYGON ((-73.5790853 45.5079344, -73.5792311 45.5080023, -73.5791102 45.5081297, -73.5790711 45.508171, -73.5789966 45.5081363, -73.5790712 45.5080576, -73.579 45.5080244, -73.5790853 45.5079344))",,,,,,"[3566600316, 3566600320, 3566600318, 3566600319, 3566600315, 3566600317, 3566600321, 3566600316]",,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350947287,,"POLYGON ((-73.5790473 45.5079023, -73.5790272 45.5079164, -73.5790031 45.5079042, -73.5788971 45.5080132, -73.5788783 45.5080028, -73.5788247 45.5080536, -73.5789966 45.5081363, -73.5790712 45.5080576, -73.579 45.5080244, -73.5790853 45.5079344, -73.5790715 45.5079276, -73.5790822 45.5079154, -73.5790473 45.5079023))",,,3621,Rue University,,"[3566599933, 3566599938, 3566599940, 3566599934, 3566599939, 3566599935, 3566600315, 3566600317, 3566600321, 3566600316, 3566599937, 3566599936, 3566599933]",,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350957108,,"POLYGON ((-73.5798928 45.5089586, -73.5800682 45.5090073, -73.580194 45.5090423, -73.5802162 45.5089993, -73.5800899 45.5089667, -73.5801028 45.5089427, -73.5799249 45.5088951, -73.5798928 45.5089586))",,,,,,"[3566759453, 3566759981, 3566759451, 3566759454, 3566759455, 3566759456, 3566759452, 3566759453]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350957169,,"POLYGON ((-73.5798568 45.5090217, -73.5801752 45.5091077, -73.5802022 45.5090641, -73.580058 45.5090265, -73.5800682 45.5090073, -73.5798928 45.5089586, -73.5798568 45.5090217))",,,,,,"[3566759983, 3566759984, 3566759982, 3566759980, 3566759981, 3566759453, 3566759983]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,350957190,,"POLYGON ((-73.5799882 45.5091284, -73.5798233 45.5090848, -73.5798568 45.5090217, -73.5801752 45.5091077, -73.5801489 45.5091524, -73.579999 45.5091132, -73.5799882 45.5091284))",,,515,Avenue des Pins,,"[3566761134, 3566761136, 3566759983, 3566759984, 3566761135, 3566761137, 3566761134]",,house,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,
way,350957508,,"POLYGON ((-73.5800974 45.5092359, -73.5797956 45.5091513, -73.5798233 45.5090848, -73.5799882 45.5091284, -73.5799874 45.5091476, -73.5801256 45.5091889, -73.5800974 45.5092359))",,,517,Avenue des Pins,,"[3566764957, 3566764958, 3566761136, 3566761134, 3566764955, 3566764956, 3566764957]",,house,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,
way,350957600,,"POLYGON ((-73.5797621 45.5092143, -73.5799378 45.5092604, -73.5799512 45.5092416, -73.5800719 45.5092726, -73.5800974 45.5092359, -73.5797956 45.5091513, -73.5797621 45.5092143))",,,509,Avenue des Pins,,"[3566767231, 3566767234, 3566767233, 3566767232, 3566764957, 3566764958, 3566767231]",,house,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,
way,350957665,,"POLYGON ((-73.5800169 45.5093553, -73.5799858 45.5093468, -73.5797246 45.5092754, -73.5797621 45.5092143, -73.5799512 45.5092632, -73.5799405 45.5092848, -73.5800384 45.509313, -73.5800169 45.5093553))",,,505,Avenue des Pins,,"[3566766856, 3566768598, 3566766853, 3566767231, 3566766854, 3566766852, 3566766855, 3566766856]",,house,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,
way,350957759,,"POLYGON ((-73.5796964 45.5093318, -73.5797956 45.50936, -73.5797836 45.5093844, -73.5800223 45.5094389, -73.5800545 45.5093816, -73.5799794 45.5093628, -73.5799858 45.5093468, -73.5797246 45.5092754, -73.5796964 45.5093318))",,,499,Avenue des Pins,,"[3566768596, 3566768601, 3566768597, 3566768600, 3566768599, 3566768602, 3566768598, 3566766853, 3566768596]",,university,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,
way,743546518,,"POLYGON ((-73.5753383 45.504779, -73.5754244 45.5046873, -73.5755246 45.5047335, -73.5754385 45.5048252, -73.5754001 45.5048075, -73.5753383 45.504779))",,,,,,"[6959370778, 6959370775, 6959370776, 6959370777, 6101147186, 6959370778]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,743546519,,"POLYGON ((-73.5747568 45.5044455, -73.5747345 45.5044344, -73.5747161 45.5044253, -73.5748044 45.5043369, -73.5748214 45.5043449, -73.5748433 45.5043552, -73.5747568 45.5044455))",,,,,,"[6959370782, 6959370772, 6959370779, 209002640, 6106946864, 6959370781, 6959370782]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1148608509,,"POLYGON ((-73.5805263 45.5061824, -73.5804146 45.5061887, -73.5804083 45.5061476, -73.5804073 45.5061406, -73.5805181 45.5061308, -73.5805263 45.5061824))",,,,,,"[10686541795, 10686541781, 10686541782, 10686541797, 10686541798, 10686541795]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1178322457,,"POLYGON ((-73.5799754 45.5042181, -73.5799454 45.5042031, -73.5799928 45.5041542, -73.5799439 45.5041303, -73.5800381 45.5040262, -73.5801225 45.5040693, -73.5799754 45.5042181))",,,,,,"[10946251249, 10946251250, 10946251251, 10946251252, 10946251253, 10946251254, 10946251249]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1178322498,,"POLYGON ((-73.5762105 45.5034128, -73.5762931 45.5034499, -73.5763325 45.5034095, -73.5762483 45.5033712, -73.5762105 45.5034128))",,,,,,"[10946298538, 10946298539, 10946298540, 1575941651, 10946298538]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1178322499,,"POLYGON ((-73.5764177 45.5033277, -73.576331 45.5032864, -73.576369 45.5032476, -73.5764547 45.5032899, -73.5764177 45.5033277))",,,,,,"[10946298541, 10946298542, 10946298543, 10946298544, 10946298541]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
way,1178357872,,"POLYGON ((-73.5813672 45.5049818, -73.5812812 45.5049406, -73.5813788 45.5048413, -73.5814647 45.5048835, -73.5813672 45.5049818))",,,,,,"[10946625094, 10946625095, 10946625096, 10946625097, 10946625094]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1252198824,,"POLYGON ((-73.5823725 45.5028832, -73.5823633 45.5028702, -73.5824186 45.5028511, -73.582472 45.5028435, -73.5825222 45.5028423, -73.5825271 45.5028013, -73.5825775 45.502804, -73.582619 45.5028098, -73.5826671 45.5028217, -73.5827014 45.5028327, -73.5827295 45.5028472, -73.5827807 45.5028758, -73.5828141 45.502905, -73.582867 45.5029676, -73.5828865 45.5030148, -73.5828991 45.5030629, -73.5828928 45.5031128, -73.582877 45.5031613, -73.5828702 45.5031712, -73.5828468 45.503205, -73.582816 45.5032394, -73.5827782 45.5032694, -73.582741 45.5032919, -73.5826989 45.5033113, -73.5826315 45.5033325, -73.5825578 45.5033427, -73.5825018 45.5033418, -73.5825037 45.5033484, -73.5824288 45.50334, -73.5823778 45.5033268, -73.5823638 45.5033401, -73.5822179 45.5032674, -73.5822286 45.5032553, -73.5822116 45.5032407, -73.5821889 45.5032222, -73.5821738 45.5032028, -73.5821606 45.5031816, -73.5822141 45.5031622, -73.5822208 45.5031595, -73.5822036 45.5031263, -73.5822086 45.5030502, -73.5822273 45.5029794, -73.5822877 45.5029228, -73.5823725 45.5028832))",,,,,,"[209010309, 10946656129, 11290045824, 11639702966, 11290045825, 11639702965, 11639702964, 11290045826, 11290045827, 11639702963, 11290045828, 11639702967, 11639702968, 11639705069, 11639705070, 11639705071, 11639705072, 11639705073, 11639705095, 11639705074, 11639705075, 11639705076, 11639705077, 11639705078, 11639705079, 11639705080, 11639705081, 11639705082, 11639705083, 11639705084, 11639705085, 11639705086, 11639705087, 11639705088, 11639705089, 11639705090, 11639705091, 11639705092, 11639705093, 209010296, 209010299, 10172443427, 10172443426, 209010309]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,15982217,,"POLYGON ((-73.5818208 45.5092282, -73.5821453 45.5093804, -73.5819699 45.5095577, -73.5817921 45.5094743, -73.5817798 45.509486, -73.5817858 45.5094888, -73.5817588 45.509515, -73.5817842 45.5095273, -73.5817388 45.509586, -73.581685 45.5095874, -73.5816738 45.5095889, -73.5816321 45.5095945, -73.581554 45.5096049, -73.5813557 45.5096314, -73.5813407 45.5096334, -73.5813001 45.5094877, -73.5812106 45.5094203, -73.5812201 45.5094108, -73.5811294 45.5093662, -73.5811066 45.5093575, -73.5810174 45.5093297, -73.5809794 45.5093192, -73.5809717 45.5093318, -73.5809299 45.509324, -73.5808731 45.5093172, -73.5808228 45.5093141, -73.580823 45.5093001, -73.5806484 45.5093097, -73.5806393 45.5093069, -73.5806269 45.5093187, -73.580615 45.5093275, -73.5805993 45.5093357, -73.5805812 45.5093414, -73.5805643 45.5093448, -73.5805443 45.5093455, -73.5805281 45.5093424, -73.5805233 45.5093499, -73.580365 45.5093073, -73.5803808 45.5092759, -73.5803109 45.5092564, -73.5804155 45.5090643, -73.5806955 45.5091392, -73.5807406 45.5091347, -73.5807824 45.5091323, -73.5808296 45.5091317, -73.5809208 45.5091361, -73.5808495 45.5091008, -73.5808726 45.5090755, -73.58082 45.5090508, -73.5811051 45.5087607, -73.5819157 45.5091336, -73.5818208 45.5092282), (-73.5811462 45.5093261, -73.5812331 45.5093152, -73.5812043 45.5092998, -73.5812008 45.5092862, -73.5812211 45.5092643, -73.5812385 45.5092617, -73.5813076 45.5092944, -73.5813492 45.5092534, -73.5813674 45.5092601, -73.5814026 45.5092232, -73.5814281 45.5092341, -73.5814784 45.5091797, -73.5813053 45.509094, -73.5813272 45.5090673, -73.5812992 45.5090549, -73.5813222 45.5090305, -73.5812679 45.509008, -73.5812207 45.5090531, -73.5811143 45.5090024, -73.5809819 45.5091426, -73.5810344 45.5091533, -73.5810619 45.5091608, -73.5810665 45.5091556, -73.5811845 45.5091956, -73.5811756 45.5092312, -73.5811694 45.5092318, -73.5811539 45.5092942, -73.5811335 45.5093246, -73.5811462 45.5093261))",,yes,3801,Rue University,,"[[[1890463565, 1890463621, 1890463575, 1890463505, 256117499, 1890463654, 1890463631, 1890463612, 256117500, 1890463519, 3566763385, 3566763384, 1890463606, 1890463643, 11014213615, 11014213616, 1890463588, 1890463594, 1890463653, 1890463571, 258071528, 1890463670, 11014213629, 1890463633, 1890463576, 11014213623, 11014213622, 11014213621, 11014213624, 1890463608, 11014213625, 1890463583, 1890463602, 1890463595, 1890463674, 258046242, 11014213542, 11014213543, 11014213546, 11014213457, 249531438, 258068719, 1890463577, 1778791576, 1890463565], [3566763383, 1890463606, 3566763384, 3566763385, 1890463519, 1890463648, 1890463587, 1778791574, 1890463592, 3566763386, 1890463619, 256117501, 3566763377, 3566763382, 3566763378, 3566763379, 3566763387, 3566763383], [11014213625, 11014213626, 11014213627, 11014213628, 11014213629, 1890463633, 1890463576, 11014213623, 11014213622, 11014213621, 11014213624, 1890463608, 11014213625], [1890463637, 10979652421, 1890463540, 10979652423, 1890463545, 1890463554, 1890463607, 1890463586, 1890463665, 10979652424, 1890463616, 1890463660, 1890463635, 11014213620, 11014213619, 1890463672, 1890463520, 1890463629, 1890463634, 1890463589, 1890463546, 11014213617, 1890463591, 1890463625, 1890463647, 1890463642, 11014213618, 10979652422, 1890463637]]]",hospital,hospital;yes,,,Hôpital neurologique de Montréal,,Q3152227,,H3A 2B4,Montréal,,,,,,,,,,,,,,,Neurological Hospital of Montreal,,,,,,,,,,"[178696358, 350957460, 1185738332, 1182345798]",hospital,multipolygon
