element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891013011,"[8281383811, 8281384324, 8281381595, 8281382505, 8281384067, 8281383811]",,yes,,,"POLYGON ((117.1643313 39.113095, 117.1642815 39.1130948, 117.164281 39.1130668, 117.164281 39.113061, 117.1643312 39.1130608, 117.1643313 39.113095))",,,,,,,
way,891013018,"[8281383501, 8281382849, 8281384412, 8281384155, 8281383501]",,yes,,,"POLYGON ((117.1715953 39.108546, 117.1716955 39.1085459, 117.1716953 39.1084533, 117.1715951 39.1084534, 117.1715953 39.108546))",,,,,,,
way,891013019,"[8281381288, 8281384543, 8281384404, 8281381931, 8281381675, 8281383238, 8281382982, 8281383635, 8281383364, 8281382687, 8281383341, 8281381778, 8281382032, 8281382071, 8281384018, 8281382455, 8281383110, 8281384670, 8281381288]",,yes,,,"POLYGON ((117.1686175 39.1062503, 117.1686884 39.1062511, 117.1686915 39.1060689, 117.1687229 39.1060693, 117.1687248 39.1059584, 117.1686933 39.105958, 117.1686963 39.1057807, 117.1685484 39.1057792, 117.1684045 39.1057777, 117.1684042 39.105792, 117.1683485 39.1057915, 117.1683444 39.1060322, 117.1684002 39.1060328, 117.1683965 39.1062481, 117.168467 39.1062488, 117.1684666 39.1062753, 117.1685483 39.1062761, 117.1686171 39.1062768, 117.1686175 39.1062503))",,,,,,,
way,891013024,"[8281383345, 8281382437, 8281381782, 8281381126, 8281383345]",,yes,,,"POLYGON ((117.1636028 39.110296, 117.1636033 39.1103489, 117.1635594 39.1103491, 117.1635589 39.1102962, 117.1636028 39.110296))",,,,,,,
way,891013026,"[10942430126, 8281383307, 8281382656, 8281381999, 10942430125, 10942430126]",,yes,,华润超市,"POLYGON ((117.16377 39.1125228, 117.1637678 39.1122672, 117.1638244 39.1122674, 117.1639583 39.1122667, 117.1639603 39.1125219, 117.16377 39.1125228))",,,,,supermarket,,
way,891013027,"[8281383370, 8281381410, 8281384233, 8281381808, 8281383370]",,yes,,,"POLYGON ((117.1640397 39.1101354, 117.1640906 39.1101348, 117.1640895 39.1100689, 117.1640386 39.1100694, 117.1640397 39.1101354))",,,,,,,
way,891013030,"[8281380821, 8281384603, 8281381687, 8281381478, 8281380821]",,yes,,,"POLYGON ((117.1635519 39.1091285, 117.1635794 39.109128, 117.163578 39.1090726, 117.1635505 39.109073, 117.1635519 39.1091285))",,,,,,,
way,891013033,"[8281384278, 8281384023, 8281381551, 8281380892, 8281381971, 8281382226, 8281383477, 8281381002, 8281382459, 8281383460, 8281382202, 8281384113, 8281381641, 8281381897, 8281384278]",,yes,,,"POLYGON ((117.1639948 39.1065534, 117.1642207 39.1065543, 117.1642213 39.106471, 117.1640147 39.1064701, 117.1640153 39.1063786, 117.1640156 39.1063424, 117.1639979 39.1063423, 117.1639761 39.1063422, 117.1637571 39.1063413, 117.1637569 39.1063698, 117.1637565 39.1064254, 117.1639433 39.1064261, 117.1639426 39.1065204, 117.1639424 39.1065532, 117.1639948 39.1065534))",,,,,,,
way,891013035,"[8281383135, 8281381572, 8281383953, 8281383298, 8281380822, 8281381428, 8281382993, 8281382338, 8281383901, 8281383645, 8281381171, 8281384554, 8281382081, 8281383135]",,yes,,,"POLYGON ((117.1694488 39.1130134, 117.1694501 39.1130273, 117.1696234 39.1130269, 117.1696168 39.1126964, 117.169615 39.1126001, 117.169594 39.1126008, 117.1695896 39.1126053, 117.1694007 39.1126081, 117.1694025 39.1126964, 117.1694073 39.1129677, 117.1695015 39.1129666, 117.1695015 39.1130075, 117.1694479 39.1130082, 117.1694488 39.1130134))",,,,,,,
way,891013036,"[8281384797, 8281382325, 8590004510, 8590004511, 8281384797]",,yes,,,"POLYGON ((117.168335 39.1129927, 117.1684772 39.1129927, 117.1684771 39.1128169, 117.168335 39.112817, 117.168335 39.1129927))",,,,,,,
way,891013037,"[8281381990, 8281383553, 8281383782, 8281383296, 8281382659, 8281382005, 8281382965, 8281384477, 8281380820, 8281384129, 8281381990]",,yes,,,"POLYGON ((117.1709549 39.1081013, 117.171246 39.1080965, 117.1712456 39.1080324, 117.1712456 39.1080279, 117.1712317 39.1080281, 117.1711147 39.1080299, 117.1710844 39.1080304, 117.1710486 39.1080309, 117.1709535 39.1080324, 117.1709547 39.1080927, 117.1709549 39.1081013))",,,,,,,
way,891013046,"[8281382204, 8281383767, 8281383346, 8281381035, 8281381527, 8281382204]",,yes,,,"POLYGON ((117.1644836 39.1096956, 117.1644853 39.1097831, 117.1647181 39.1097804, 117.1647164 39.1096929, 117.1646201 39.109694, 117.1644836 39.1096956))",,,,,,,
way,891013050,"[8281383155, 8281382501, 8281384064, 8281383808, 8281383155]",,yes,,,"POLYGON ((117.163559 39.1099765, 117.1636041 39.1099755, 117.1636028 39.1099232, 117.1635572 39.1099239, 117.163559 39.1099765))",,,,,,,
way,891013053,"[8281381914, 8281381657, 8281383220, 8281382567, 8281384130, 8281384732, 8281382260, 8281381604, 8281383169, 8281382914, 8281384478, 8281383823, 8281381349, 8281381092, 8281381914]",,yes,,,"POLYGON ((117.1623376 39.1091916, 117.1622537 39.1091982, 117.1623552 39.1099448, 117.162574 39.1099265, 117.1625504 39.1097501, 117.1625625 39.1097494, 117.1625598 39.1097314, 117.1625477 39.1097324, 117.1624978 39.1093607, 117.1625103 39.109359, 117.1625077 39.1093413, 117.1624952 39.1093423, 117.1624733 39.1091809, 117.1623854 39.1091878, 117.1623376 39.1091916))",,,,,,,
way,891013055,"[8281381851, 8281383811, 8281384324, 8281381338, 8281381195, 8281381851]",,yes,,,"POLYGON ((117.164378 39.1130952, 117.1643313 39.113095, 117.1642815 39.1130948, 117.1642811 39.113171, 117.1643776 39.1131713, 117.164378 39.1130952))",,,,,,,
way,891013057,"[8281381213, 8281384199, 8281384343, 8281383687, 8281381213]",,yes,,,"POLYGON ((117.1664478 39.1096379, 117.1664009 39.1096386, 117.1664007 39.1096276, 117.1664476 39.1096269, 117.1664478 39.1096379))",,,,,,,
way,891013058,"[8281382915, 8281384479, 8281384223, 8281381751, 8281381093, 8281382294, 8281382551, 8281382037, 8281383601, 8281382915]",,yes,,,"POLYGON ((117.1635765 39.1064892, 117.1635763 39.1065183, 117.1635918 39.1065183, 117.1635916 39.1065479, 117.1636038 39.106548, 117.1637076 39.1065484, 117.1637084 39.1064252, 117.1637084 39.1064146, 117.163577 39.1064141, 117.1635765 39.1064892))",,,,,,,
way,891013059,"[8281383960, 8281381487, 8281381228, 8281382795, 8281383960]",,yes,,,"POLYGON ((117.1661972 39.1090234, 117.1661969 39.1089732, 117.1660372 39.1089737, 117.1660374 39.1090239, 117.1661972 39.1090234))",,,,,,,
way,891013061,"[8281384722, 8281384721, 8281384068, 8281381595, 8281384324, 8281381338, 8281384722]",,yes,,,"POLYGON ((117.1641796 39.1131705, 117.1641793 39.1131179, 117.1641792 39.113067, 117.164281 39.1130668, 117.1642815 39.1130948, 117.1642811 39.113171, 117.1641796 39.1131705))",,,,,,,
way,891013062,"[8281381708, 8281383270, 8281382619, 8281384181, 8281381708]",,yes,,,"POLYGON ((117.1718547 39.1083498, 117.1718569 39.1084279, 117.1716671 39.1084312, 117.1716649 39.1083531, 117.1718547 39.1083498))",,,,,,,
way,891013070,"[8281381152, 8281380895, 8281382462, 8281381808, 8281383370, 8281383115, 8281384677, 8281381152]",,yes,,,"POLYGON ((117.1640109 39.1101277, 117.1640103 39.1100971, 117.1640099 39.1100697, 117.1640386 39.1100694, 117.1640397 39.1101354, 117.16404 39.1101556, 117.1640113 39.1101559, 117.1640109 39.1101277))",,,,,,,
way,891013071,"[8281381281, 8281382847, 8281382591, 8281384410, 8281381281]",,yes,,,"POLYGON ((117.1631553 39.1100193, 117.1631553 39.1099145, 117.1629102 39.1099145, 117.1629102 39.1100193, 117.1631553 39.1100193))",,,,,,,
way,891013072,"[8281383923, 8281384179, 8281381707, 8281381050, 8281382617, 8281382359, 8281383923]",,yes,,,"POLYGON ((117.1712989 39.1081336, 117.1712993 39.1081468, 117.1712303 39.1081474, 117.1712299 39.10811, 117.1712848 39.108109, 117.1712853 39.1081336, 117.1712989 39.1081336))",,,,,,,
way,891013074,"[8281381014, 8281381291, 8281381033, 8281381927, 8281381014]",,dormitory,,29斋,"POLYGON ((117.1670956 39.1127185, 117.1670969 39.1126054, 117.1664139 39.1126005, 117.1664125 39.1127136, 117.1670956 39.1127185))",,,,,,,
way,891013076,"[8281381860, 8281383422, 8281382770, 8281384333, 8281381860]",,yes,,,"POLYGON ((117.1684762 39.109822, 117.168505 39.1098215, 117.1685047 39.1098124, 117.168476 39.1098129, 117.1684762 39.109822))",,,,,,,
way,891013078,"[8281381038, 8281382606, 8281382348, 8281383911, 8281383256, 8281384819, 8281384564, 8281382091, 8281381437, 8281383003, 8281382747, 8281384310, 8281383654, 8281381181, 8281380924, 8281382491, 8281381836, 8281383399, 8281384005, 8281381532, 8281380874, 8281382442, 8281382184, 8281383747, 8281381038]",,yes,,,"POLYGON ((117.1632758 39.1089371, 117.1632749 39.1089426, 117.1632717 39.1089478, 117.1632677 39.1089523, 117.1632619 39.1089555, 117.1632552 39.1089579, 117.1632481 39.1089586, 117.1632409 39.1089579, 117.1632342 39.1089555, 117.1632289 39.1089523, 117.1632244 39.1089478, 117.1632217 39.1089426, 117.1632208 39.1089371, 117.1632217 39.1089315, 117.1632244 39.1089264, 117.1632289 39.1089222, 117.1632342 39.1089187, 117.1632409 39.1089167, 117.1632481 39.108916, 117.1632552 39.1089167, 117.1632619 39.1089187, 117.1632677 39.1089222, 117.1632717 39.1089264, 117.1632749 39.1089316, 117.1632758 39.1089371))",,,,,,,
way,891013080,"[8281383631, 8590004508, 8281382068, 8590004509, 8281384238, 8281381766, 8281381509, 8281383072, 8281383631]",,yes,,,"POLYGON ((117.1680936 39.1128658, 117.1680932 39.1128854, 117.1681469 39.1128861, 117.1681479 39.1128423, 117.1681993 39.112843, 117.168201 39.1127643, 117.1680439 39.1127623, 117.1680417 39.1128651, 117.1680936 39.1128658))",,,,,,,
way,891013083,"[8281383085, 8281384647, 8281383994, 8281381521, 8281381263, 8281382828, 8281382173, 8281383736, 8281383480, 8281381005, 8281384390, 8281381917, 8281381661, 8281383224, 8281382571, 8281384133, 8281384736, 8281382264, 8281381608, 8281383172, 8281382919, 8281384482, 8281383827, 8281381353, 8281381097, 8281382664, 8281382008, 8281383085]",,yes,,,"POLYGON ((117.1706273 39.1090918, 117.1706277 39.1091081, 117.1705675 39.1091091, 117.1705684 39.1091341, 117.1704482 39.1091361, 117.1704474 39.1091112, 117.1703831 39.1091125, 117.1703826 39.1090918, 117.1703751 39.1088544, 117.1703313 39.1088551, 117.1703344 39.1089632, 117.1700755 39.108968, 117.1700737 39.1089351, 117.1700451 39.1089358, 117.1700456 39.1089465, 117.1700255 39.1089469, 117.1700188 39.1087348, 117.1700184 39.1087272, 117.1700394 39.1087269, 117.1700398 39.1087376, 117.1700675 39.1087373, 117.1700671 39.108704, 117.1705207 39.1086961, 117.1705211 39.108718, 117.1705761 39.1087169, 117.1705787 39.1087966, 117.1706185 39.1087959, 117.1706273 39.1090918))",,,,,,,
way,891013084,"[8281381874, 8281383436, 8281382784, 8281384347, 8281384090, 8281381617, 8281380961, 8281381874]",,yes,,,"POLYGON ((117.1702654 39.1081268, 117.1702378 39.1081272, 117.1702369 39.1080962, 117.1702449 39.1080961, 117.1702445 39.1080795, 117.1702641 39.1080792, 117.1702652 39.1081204, 117.1702654 39.1081268))",,,,,,,
way,891013085,"[8281384079, 8281383825, 8281381351, 8281384733, 8281384106, 8281381634, 8281381378, 8281382261, 8281382006, 8281384079]",,yes,,,"POLYGON ((117.1636985 39.106132, 117.163698 39.1062077, 117.1639769 39.1062088, 117.1639775 39.106133, 117.1638526 39.1061325, 117.1638176 39.1061323, 117.1638178 39.1060893, 117.1637533 39.106089, 117.1637531 39.1061323, 117.1636985 39.106132))",,,,,,,
way,891013089,"[8281381443, 8281310885, 8281382353, 8281382096, 8281383741, 8281382987, 8281382885, 8281382330, 8281383893, 8281381443]",,yes,,,"POLYGON ((117.1660819 39.1094347, 117.165976 39.1094364, 117.165976 39.1094496, 117.1659461 39.10945, 117.1659006 39.1094503, 117.1658997 39.1093619, 117.1659399 39.1093536, 117.1660497 39.1093544, 117.1660797 39.1093571, 117.1660819 39.1094347))",,,,,,,
way,891013090,"[8281384815, 8281382344, 8281382087, 8281383651, 8281384815]",,yes,,,"POLYGON ((117.1634706 39.1098424, 117.1635144 39.1098414, 117.1635135 39.1098183, 117.1634702 39.1098189, 117.1634706 39.1098424))",,,,,,,
way,891013096,"[8281384104, 8281384758, 8281382286, 8281384015, 8281383196, 8281384104]",,yes,,,"POLYGON ((117.1706629 39.108031, 117.1706654 39.1081211, 117.1705889 39.1081224, 117.1705872 39.108062, 117.1705864 39.1080323, 117.1706629 39.108031))",,,,,,,
way,891013099,"[8281384214, 8281381742, 8281381084, 8281382652, 8281384214]",,yes,,,"POLYGON ((117.1631457 39.1123245, 117.1631463 39.1122717, 117.1631067 39.1122714, 117.1631067 39.1123242, 117.1631457 39.1123245))",,,,,,,
way,891013101,"[8281382030, 8281381775, 8281383337, 8281384000, 8281383343, 8281380868, 8281384651, 8281382179, 8281381525, 8281383088, 8281382030]",,yes,,,"POLYGON ((117.1650422 39.1061504, 117.1650417 39.106238, 117.1644852 39.1062362, 117.1644838 39.1063679, 117.1644485 39.1063683, 117.1644463 39.1064781, 117.1648678 39.1064827, 117.1648713 39.1064231, 117.1651191 39.1064248, 117.1651268 39.1061518, 117.1650422 39.1061504))",,,,,,,
way,891013102,"[8281384540, 8281382206, 8281383886, 8281384679, 8281381295, 8281381414, 8281381156, 8281383788, 8281384540]",,yes,,,"POLYGON ((117.1644621 39.1079279, 117.1645102 39.1079269, 117.1646632 39.1079235, 117.1646629 39.1079148, 117.1646614 39.1078756, 117.1646608 39.1078593, 117.1644597 39.1078638, 117.1644604 39.1078832, 117.1644621 39.1079279))",,,,,,,
way,891013105,"[8281383106, 8281382453, 8281384016, 8281383758, 8281383106]",,yes,,,"POLYGON ((117.171508 39.1082871, 117.1714705 39.1082878, 117.1714732 39.1083886, 117.1715102 39.1083883, 117.171508 39.1082871))",,,,,,,
way,891013111,"[8281381158, 8281384542, 8281383889, 8281381416, 8281381158]",,yes,,,"POLYGON ((117.1644466 39.1080656, 117.1644472 39.1080826, 117.1644296 39.1080829, 117.164429 39.1080659, 117.1644466 39.1080656))",,,,,,,
way,891013113,"[8281380895, 8281381024, 8281384805, 8281382333, 8281381679, 8281382462, 8281380895]",,yes,,,"POLYGON ((117.1640103 39.1100971, 117.1639655 39.1100976, 117.1639654 39.1100897, 117.163965 39.1100646, 117.1640098 39.1100642, 117.1640099 39.1100697, 117.1640103 39.1100971))",,,,,,,
way,891013114,"[8281381037, 8281382066, 8281383769, 8281383512, 8281381037]",,yes,,,"POLYGON ((117.1646955 39.1080323, 117.164699 39.1081253, 117.1647503 39.1081241, 117.1647468 39.1080311, 117.1646955 39.1080323))",,,,,,,
way,891013117,"[8281380869, 8281384254, 8281381781, 8281381526, 8281380869]",,yes,,,"POLYGON ((117.1669105 39.1097469, 117.1668619 39.1097476, 117.1668569 39.1095475, 117.1669055 39.1095468, 117.1669105 39.1097469))",,,,,,,
way,891013118,"[8281384731, 8281383770, 8281382259, 8281381825, 8281383168, 8281384731]",,yes,,,"POLYGON ((117.1706707 39.1082451, 117.1706691 39.1081903, 117.1705458 39.1081934, 117.1705463 39.1082315, 117.1705468 39.1082478, 117.1706707 39.1082451))",,,,,,,
way,891013120,"[8281384465, 8281384209, 8281381737, 8281383812, 8281381594, 8281384465]",,yes,,,"POLYGON ((117.1643571 39.1129842, 117.1643573 39.1130154, 117.1642946 39.1130156, 117.1642946 39.1130091, 117.1642945 39.1129844, 117.1643571 39.1129842))",,,,,,,
way,891013121,"[8281381342, 8281381034, 8281381946, 8281381433, 8281381342]",,dormitory,,31斋,"POLYGON ((117.164766 39.1117682, 117.1647659 39.1116395, 117.165485 39.1116391, 117.1654851 39.1117678, 117.164766 39.1117682))",,,,,,,
way,891013123,"[8281384318, 8281383064, 8281384627, 8281383973, 8281381500, 8281381242, 8281382809, 8281382152, 8281383715, 8281384318]",,yes,,,"POLYGON ((117.1637036 39.1058363, 117.1635767 39.1058353, 117.1634565 39.1058344, 117.163458 39.1057239, 117.1636167 39.1057251, 117.163617 39.1057088, 117.1639772 39.1057116, 117.1639758 39.1058202, 117.1637038 39.1058181, 117.1637036 39.1058363))",,,,,,,
way,891013125,"[8281380982, 8281381404, 8281382057, 8281384367, 8281381895, 8281381638, 8281381312, 8281381382, 8281384763, 8281381054, 8281380982]",,yes,,,"POLYGON ((117.1689561 39.1122054, 117.1689556 39.1121696, 117.1689552 39.1121382, 117.1689527 39.1119457, 117.168945 39.1119458, 117.1689446 39.1119111, 117.1689522 39.111911, 117.1690611 39.1119102, 117.169065 39.1122045, 117.1689984 39.112205, 117.1689561 39.1122054))",,,,,,,
way,891013126,"[8281382287, 8281383851, 8281383593, 8281381118, 8281382287]",,yes,,,"POLYGON ((117.1634837 39.1062926, 117.163543 39.1062933, 117.1635399 39.1064041, 117.163481 39.1064031, 117.1634837 39.1062926))",,,,,,,
way,891013131,"[8281380933, 8281382756, 8281384319, 8281383663, 8281381190, 8281383013, 8281383435, 8281381872, 8281380933]",,yes,,,"POLYGON ((117.1640135 39.1100286, 117.1640135 39.1100386, 117.1639787 39.1100383, 117.1639778 39.1098675, 117.1640125 39.1098675, 117.1640136 39.1099052, 117.1640328 39.1099049, 117.1640332 39.1100286, 117.1640135 39.1100286))",,,,,,,
way,891013133,"[8281381201, 8281380945, 8281381600, 8281381345, 8281381201]",,dormitory,,28斋,"POLYGON ((117.1655947 39.1127199, 117.1655935 39.1126027, 117.1662827 39.1125985, 117.1662838 39.1127158, 117.1655947 39.1127199))",,,,,,,
way,891013135,"[8281381712, 8281384185, 8281382834, 8281383486, 8281381759, 8281381502, 8281382939, 8281381772, 8281382682, 8281381712]",,yes,,,"POLYGON ((117.1639176 39.1092381, 117.1639214 39.1093859, 117.1638839 39.1093865, 117.1638339 39.1093873, 117.1637624 39.1093884, 117.1636754 39.1093897, 117.1636717 39.1092418, 117.1637303 39.1092409, 117.1638296 39.1092394, 117.1639176 39.1092381))",,,,,,,
way,891013141,"[8281380986, 8281384370, 8281384278, 8281381897, 8281381641, 8281383858, 8281381386, 8281384766, 8281380986]",,yes,,,"POLYGON ((117.163725 39.1066181, 117.1639944 39.1066192, 117.1639948 39.1065534, 117.1639424 39.1065532, 117.1639426 39.1065204, 117.1638527 39.1065201, 117.1638526 39.106549, 117.1637255 39.1065485, 117.163725 39.1066181))",,,,,,,
way,891013144,"[8281381454, 8281381711, 8281381055, 8281310897, 8281381454]",,dormitory,,39斋,"POLYGON ((117.1633191 39.1130606, 117.1633189 39.112929, 117.164033 39.1129282, 117.1640333 39.1130598, 117.1633191 39.1130606))",,,,,,,
way,891013152,"[8281383883, 8281383230, 8281384792, 8281384536, 8281382063, 8281383883]",,yes,,,"POLYGON ((117.1641172 39.1099974, 117.1642578 39.1099971, 117.1642595 39.1099971, 117.1642604 39.1100283, 117.1641176 39.1100282, 117.1641172 39.1099974))",,,,,,,
way,891013153,"[8281382670, 8281384677, 8281381152, 8281383550, 8281381075, 8281382670]",,yes,,,"POLYGON ((117.1640119 39.110189, 117.1640113 39.1101559, 117.1640109 39.1101277, 117.1639701 39.1101282, 117.1639712 39.1101894, 117.1640119 39.110189))",,,,,,,
way,891013160,"[8281380918, 8281382486, 8281382228, 8281383791, 8281380918]",,yes,,,"POLYGON ((117.1683242 39.1119745, 117.1683708 39.1119737, 117.1683699 39.1119404, 117.1683232 39.1119412, 117.1683242 39.1119745))",,,,,,,
way,891013161,"[8281382630, 8281384177, 8281384203, 8281381063, 8281382630]",,yes,,,"POLYGON ((117.16676 39.1096333, 117.1667266 39.1096338, 117.1667261 39.1096156, 117.1667596 39.1096151, 117.16676 39.1096333))",,,,,,,
way,891013162,"[8281381306, 8281382872, 8281382215, 8281383778, 8281381306]",,yes,,,"POLYGON ((117.1683759 39.1065938, 117.1682491 39.1065927, 117.1682481 39.1066409, 117.1683754 39.1066416, 117.1683759 39.1065938))",,,,,,,
way,891013163,"[8281384349, 8281381877, 8281381620, 8281383184, 8281384349]",,yes,,,"POLYGON ((117.1632133 39.1089132, 117.1632695 39.1089125, 117.1632686 39.1088598, 117.163211 39.1088619, 117.1632133 39.1089132))",,,,,,,
way,891013165,"[8281381993, 8281382597, 8281384159, 8281383504, 8281381030, 8281384810, 8281382339, 8281381685, 8281383248, 8281382994, 8281384555, 8281381993]",,yes,,,"POLYGON ((117.1690715 39.1131741, 117.1691134 39.1131731, 117.1691166 39.1131706, 117.1691179 39.1131675, 117.1691166 39.1131654, 117.1691081 39.1131634, 117.1691077 39.1131249, 117.1691152 39.1131221, 117.1691152 39.1131176, 117.1691117 39.1131145, 117.1690715 39.1131149, 117.1690715 39.1131741))",,,,,,,
way,891013169,"[8281384471, 8281382138, 8281384611, 8281381227, 8281383701, 8281383959, 8281382396, 8281383049, 8281381486, 8281381743, 8281384215, 8281380829, 8281383305, 8281381998, 8281381086, 8590004491, 8281384471]",,yes,,,"POLYGON ((117.1628397 39.1102443, 117.1628356 39.1103114, 117.1628468 39.1103138, 117.162853 39.1103173, 117.1628575 39.1103232, 117.1628588 39.110329, 117.1628584 39.1103339, 117.1628562 39.1103387, 117.1628535 39.1103419, 117.1628499 39.1103446, 117.1628445 39.1103471, 117.1628392 39.1103484, 117.1628338 39.1103488, 117.1626592 39.1103498, 117.1626585 39.1102443, 117.162675 39.1102429, 117.1628397 39.1102443))",,,,,,,
way,891013174,"[8281382810, 8281382554, 8281384116, 8281383462, 8281382810]",,yes,,,"POLYGON ((117.1647139 39.1095614, 117.1647958 39.1095604, 117.1647974 39.1096414, 117.1647155 39.1096423, 117.1647139 39.1095614))",,,,,,,
way,891013178,"[8281381268, 8281384264, 8281380827, 8281382178, 8281381268]",,yes,,,"POLYGON ((117.1683231 39.1121721, 117.1683226 39.1121536, 117.168359 39.1121529, 117.1683596 39.1121714, 117.1683231 39.1121721))",,,,,,,
way,891013179,"[8281382638, 8281381983, 8281383546, 8281383289, 8281310913, 8281382630, 8281384177, 8281381213, 8281384199, 8281382638]",,yes,,,"POLYGON ((117.1664028 39.1097161, 117.1664487 39.1097154, 117.1664481 39.1096926, 117.1667683 39.1096878, 117.1667669 39.1096332, 117.16676 39.1096333, 117.1667266 39.1096338, 117.1664478 39.1096379, 117.1664009 39.1096386, 117.1664028 39.1097161))",,,,,,,
way,891013182,"[8281381015, 8281384796, 8281382324, 8281381670, 8281381015]",,yes,,,"POLYGON ((117.1650141 39.1082616, 117.1652229 39.1082581, 117.1652207 39.1081811, 117.165012 39.1081846, 117.1650141 39.1082616))",,,,,,,
way,891013183,"[8281381054, 8281310896, 8281382363, 8281381710, 8281383272, 8281383877, 8281384785, 8281381404, 8281380982, 8281381054]",,yes,,,"POLYGON ((117.1689984 39.112205, 117.1689991 39.1122553, 117.1686469 39.112258, 117.1686469 39.112263, 117.1685966 39.1122634, 117.1685954 39.1121724, 117.1688576 39.1121703, 117.1689556 39.1121696, 117.1689561 39.1122054, 117.1689984 39.112205))",,,,,,,
way,891013184,"[8281381413, 8281381929, 8281381672, 8281383235, 8281381413]",,yes,,,"POLYGON ((117.1683637 39.1131628, 117.1683638 39.1131129, 117.1679803 39.1131122, 117.1679802 39.113162, 117.1683637 39.1131628))",,,,,,,
way,891013185,"[8281381592, 8281383156, 8281382900, 8281384463, 8281383809, 8281381335, 8281381592]",,yes,,,"POLYGON ((117.1705021 39.1081169, 117.1704937 39.1081171, 117.170494 39.1081261, 117.1705517 39.1081251, 117.1705512 39.1081086, 117.1705019 39.1081095, 117.1705021 39.1081169))",,,,,,,
way,891013192,"[8281380926, 8281382493, 8281383401, 8281383146, 8281380926]",,yes,,,"POLYGON ((117.1626785 39.1099859, 117.1626791 39.1099487, 117.1627751 39.1099495, 117.1627746 39.1099867, 117.1626785 39.1099859))",,,,,,,
way,891013197,"[8281381209, 8281380952, 8281381301, 8281381042, 8281381209]",,dormitory,,35斋,"POLYGON ((117.1633547 39.1114286, 117.1633558 39.111297, 117.1640756 39.1113006, 117.1640746 39.1114321, 117.1633547 39.1114286))",,,,,,,
way,891013198,"[8281381192, 8281382758, 8281382101, 8281383666, 8281381192]",,yes,,,"POLYGON ((117.1639095 39.1100816, 117.1639537 39.1100816, 117.1639537 39.1100556, 117.1639095 39.110057, 117.1639095 39.1100816))",,,,,,,
way,891013200,"[8281384618, 8281383964, 8281381491, 8281381233, 8281384618]",,yes,,,"POLYGON ((117.1710512 39.1083684, 117.1710508 39.1083944, 117.1709851 39.1083955, 117.1709843 39.1083697, 117.1710512 39.1083684))",,,,,,,
way,891013201,"[8281381518, 8281381259, 8281382824, 8281382169, 8281381518]",,yes,,,"POLYGON ((117.1626075 39.1101035, 117.1626396 39.1101035, 117.16264 39.1102002, 117.1626079 39.1102005, 117.1626075 39.1101035))",,,,,,,
way,891013203,"[8281384325, 8281381195, 8281381851, 8281382761, 8281380938, 8281382105, 8281384325]",,yes,,,"POLYGON ((117.1644747 39.1131719, 117.1643776 39.1131713, 117.164378 39.1130952, 117.1643776 39.1130782, 117.1644602 39.113078, 117.1644743 39.113078, 117.1644747 39.1131719))",,,,,,,
way,891013204,"[8281380969, 8281381370, 10942430140, 8281381316, 8281381059, 8281380969]",,dormitory,,36斋,"POLYGON ((117.1633516 39.1117689, 117.1633523 39.1116403, 117.1638295 39.111642, 117.1640738 39.1116429, 117.1640731 39.1117715, 117.1633516 39.1117689))",,,,,,,
way,891013206,"[8281382268, 8281383569, 8281381614, 8281380956, 8281382523, 8281382268]",,yes,,,"POLYGON ((117.1635223 39.1065405, 117.1635226 39.1064889, 117.1635227 39.1064848, 117.1634753 39.1064846, 117.163475 39.1065404, 117.1635223 39.1065405))",,,,,,,
way,891013209,"[8281383762, 8281383109, 8281384672, 8281384416, 8281383762]",,yes,,,"POLYGON ((117.169025 39.1117585, 117.169025 39.1117395, 117.1690612 39.1117395, 117.1690612 39.1117578, 117.169025 39.1117585))",,,,,,,
way,891013212,"[8281384600, 8281381167, 8281382734, 8281382077, 8281384600]",,yes,,,"POLYGON ((117.1701815 39.1082375, 117.1701806 39.1082058, 117.1702373 39.1082041, 117.1702382 39.1082366, 117.1701815 39.1082375))",,,,,,,
