element_type,osmid,geometry,man_made,access,amenity,fee,parking,layer,wheelchair,check_date,operator,operator:short,operator:wikidata,name,operator:wikipedia,location,nodes,building,leisure,building:levels,roof:levels,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,description,roof:shape,nohousenumber,official_name,building:colour,building:material,ele,gnis:county_name,gnis:import_uuid,gnis:reviewed,opening_hours,phone,roof:colour,roof:material,source,tourism,website,wikidata,wikipedia,old_name,contact:facebook,contact:foursquare,contact:twitter,internet_access,operator:type,ref:isil,short_name,start_date,wikimedia_commons,sport,alt_name,service,addr:country,religion,service_times,denomination,lgbtq,source:lgbtq,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,shelter_type,historic,social_facility,social_facility:for,ways,type
way,180563675,"POLYGON ((-76.6242008 39.3249358, -76.6241913 39.3249238, -76.6241486 39.3248701, -76.6240779 39.3247812, -76.624028 39.3247185, -76.6239329 39.3245931, -76.6238652 39.3245039, -76.6237109 39.3245764, -76.6238444 39.3247523, -76.6238667 39.3247816, -76.6238901 39.3248125, -76.6239419 39.3248807, -76.6239263 39.3248878, -76.6239359 39.3249002, -76.6239454 39.3249126, -76.6239605 39.3249052, -76.6239726 39.3249212, -76.6239842 39.3249354, -76.6239689 39.3249429, -76.6240138 39.324997, -76.6240239 39.3250093, -76.6240389 39.3250022, -76.6240433 39.3250076, -76.6242008 39.3249358))",,,,,,,,,Johns Hopkins University,JHU,Q193727,,en:Johns Hopkins University,,"[1909883476, 10075669672, 10075669664, 10075669663, 10075669645, 10075669643, 1909883460, 1909883463, 10075669648, 10075669647, 10075669649, 10075669655, 10075669656, 10075669657, 10075669650, 10075669654, 10075669653, 10075669660, 10075669661, 10075669662, 10075669659, 10075669658, 1909883477, 1909883476]",industrial,,2,,Baltimore,3125,21211,MD,Remington Avenue,,,,,,,,,,,,,,,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180563676,"POLYGON ((-76.6236436 39.3243811, -76.6235744 39.3242953, -76.6230462 39.3245373, -76.6230801 39.3245797, -76.6231204 39.3246302, -76.6236436 39.3243811))",,,,,,,,,,,,,,,"[1909883458, 1909883457, 1909883461, 9180185751, 1909883464, 1909883458]",industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,193901020,"POLYGON ((-76.6180594 39.326567, -76.6180571 39.3265359, -76.6180531 39.3264814, -76.6179974 39.3264839, -76.6179418 39.3264863, -76.6179481 39.3265719, -76.6180594 39.326567))",,,,,,,,,,,,Gatehouse,,,"[2044048146, 9733259072, 2044048139, 9193119464, 2044048140, 2044048147, 2044048146]",university,,2,0,,,,,,,pyramidal,,,cadetblue,stone,,,,,,,,,,,,,,,,,,,,,,,,,News-Letter Office,,,,,,,,,,,,,,,,,
way,193901021,"POLYGON ((-76.6235857 39.3306624, -76.6235692 39.3306446, -76.6235601 39.3306348, -76.6235449 39.3306184, -76.6235274 39.3305995, -76.6234908 39.3306197, -76.6235492 39.3306827, -76.6235732 39.3306694, -76.6235857 39.3306624))",,,,,,,,,Johns Hopkins University,,,,,,"[2044048552, 9725267276, 2044048551, 4402679618, 2044048547, 2044048548, 4520172061, 2044048553, 2044048552]",service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elevator,,,,,,,,,,,,,,,,
way,271583785,"POLYGON ((-76.620994 39.3313231, -76.6209201 39.3313105, -76.6208246 39.3312991, -76.6207395 39.3312949, -76.6206435 39.3312922, -76.6205308 39.3312975, -76.6204006 39.331311, -76.6203251 39.3313216, -76.6202495 39.3313382, -76.6201874 39.3313518, -76.6201774 39.331172, -76.6201629 39.3311681, -76.6201624 39.3311395, -76.6201621 39.3311192, -76.6203348 39.3311112, -76.6203295 39.3310439, -76.6205491 39.3310344, -76.620591 39.3310326, -76.6208107 39.3310245, -76.6208145 39.3310924, -76.6209342 39.3310877, -76.6209374 39.3311245, -76.6209819 39.331131, -76.620989 39.3312433, -76.620993 39.3313069, -76.620994 39.3313231))",,,,,,,,,,,,Undergraduate Teaching Labs,,,"[2765349136, 4520237280, 4520237279, 2765349137, 2765349152, 2765349138, 4520237277, 4520237278, 2765349140, 2765349141, 2765349142, 3442096383, 4519935157, 2765349143, 1909367349, 2765349146, 3442096382, 3442096381, 2765349147, 1909367347, 2765349148, 2765349149, 2765349151, 8325111676, 9483861099, 2765349136]",university,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298618895,"POLYGON ((-76.6206895 39.3260138, -76.6206681 39.3260679, -76.6206444 39.3261643, -76.6206382 39.3262161, -76.6206378 39.3262711, -76.6206444 39.3263279, -76.6206558 39.3263752, -76.6206752 39.3264308, -76.6206766 39.3264349, -76.6207855 39.3264304, -76.620786 39.3264372, -76.6208291 39.3264354, -76.62086 39.3264341, -76.6208923 39.3264328, -76.6210301 39.3264272, -76.6210007 39.3259994, -76.6209995 39.3259799, -76.6209982 39.3259605, -76.6209971 39.3259448, -76.6209648 39.3259461, -76.620753 39.3259548, -76.6207568 39.326011, -76.6206895 39.3260138))",,,,,,,,,,,,Malone Hall,,,"[3025087446, 3025087448, 3025087450, 3025087452, 3025087453, 9171810491, 3025087454, 9193122920, 3025087457, 9171810492, 9171810493, 9171810461, 3025087456, 9171810464, 3025087455, 9171810490, 3025087444, 9171810489, 3025087441, 9193122921, 3025087442, 3025087445, 3025087446]",university,,3,1,,,,,,,hipped,yes,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336370300,"POLYGON ((-76.6154977 39.3285142, -76.615487 39.328354, -76.6154985 39.3283536, -76.6155882 39.32835, -76.6155916 39.3283997, -76.6157096 39.3283949, -76.6157062 39.3283441, -76.6158062 39.32834, -76.6158065 39.3283448, -76.6158209 39.3285593, -76.6157199 39.3285633, -76.6157165 39.3285123, -76.6155986 39.328517, -76.6156019 39.3285664, -76.6155014 39.3285704, -76.6154977 39.3285142))",,,,,,,,,,,,Bradford Apartments,,,"[3434137400, 3434137401, 3434137396, 3434137397, 3434137398, 3434137399, 3434137395, 3434137408, 8934145709, 3434137407, 3434137406, 3434137405, 3434137404, 3434137403, 3434137402, 3434137400]",dormitory,,9,,Baltimore,3301,21218,MD,Saint Paul Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336371811,"POLYGON ((-76.6165348 39.32981, -76.6163568 39.329814, -76.6163474 39.3295663, -76.6166457 39.3295595, -76.616655 39.3298047, -76.6166015 39.3298059, -76.6166035 39.3298609, -76.6165368 39.3298624, -76.6165348 39.32981))",,,,,,,,,,,,Hopkins Inn,,,"[3434157060, 3434157061, 3434157058, 3434157059, 3434157056, 3434157057, 3434157055, 3434157054, 3434157060]",university,,5,0,Baltimore,3404,21218,MD,Saint Paul Street,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336371893,"POLYGON ((-76.6165609 39.3311495, -76.616559 39.3311177, -76.6166321 39.3311151, -76.6166322 39.3310887, -76.6166913 39.3310871, -76.6166914 39.3311129, -76.6168162 39.3311085, -76.6168176 39.3311322, -76.6168371 39.3311319, -76.6168391 39.3311659, -76.6168196 39.3311659, -76.6168212 39.3311913, -76.616564 39.3312006, -76.6165609 39.3311495))",,,,,,,,,,,,Rogers House,,,"[3434158668, 3434158669, 3434158661, 3434158667, 3434158666, 3434158665, 3434158664, 3434158663, 3434158662, 3434158659, 3434158660, 3434158657, 3434158658, 3434158668]",dormitory,,3,1,Baltimore,3506,21218,MD,Greenway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336373004,"POLYGON ((-76.6168616 39.326157, -76.6168673 39.3262317, -76.6167851 39.3262355, -76.6167793 39.3261608, -76.6168616 39.326157))",,,,,,,,,,,,,,,"[3434166890, 3434166888, 3434166892, 3434166891, 3434166890]",garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336373019,"POLYGON ((-76.6167239 39.3296901, -76.616712 39.3296858, -76.6167796 39.3295725, -76.6167914 39.3295767, -76.6168096 39.3295462, -76.616963 39.3296014, -76.617011 39.3295209, -76.6171819 39.3295831, -76.6171169 39.3296921, -76.6171107 39.3296904, -76.6170731 39.3297534, -76.6170412 39.3298068, -76.6170469 39.3298089, -76.6169802 39.329918, -76.6168116 39.3298573, -76.6168599 39.3297763, -76.6167056 39.3297208, -76.6167239 39.3296901))",,,,,,,,,,,,,,,"[3434167105, 3434167106, 3434167107, 3434167108, 3434167103, 3434167104, 3434167101, 3434167102, 3434167100, 3434167094, 10406895977, 3434167093, 3434167096, 3434167095, 3434167097, 3434167098, 3434167099, 3434167105]",apartments,,4,0,,3401,,,Greenway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336373869,"POLYGON ((-76.6168553 39.3260375, -76.6168586 39.3261134, -76.6167768 39.3261156, -76.6167735 39.3260397, -76.6168553 39.3260375))",,,,,,,,,,,,,,,"[3434169539, 3434169541, 3434169540, 3434169537, 3434169539]",garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336374481,"POLYGON ((-76.6163287 39.3294332, -76.6163195 39.3292828, -76.6164617 39.3292775, -76.6164693 39.3294012, -76.6165774 39.3293972, -76.6165699 39.3292751, -76.6167133 39.3292698, -76.6167204 39.329385, -76.6168276 39.329381, -76.6168204 39.3292648, -76.6169614 39.3292595, -76.6169689 39.3293815, -76.6170747 39.3293776, -76.617069 39.3292545, -76.6172095 39.3292491, -76.6172158 39.3293522, -76.6172471 39.3293517, -76.6172497 39.3293775, -76.6172525 39.3294059, -76.6172192 39.3294073, -76.6172239 39.3294825, -76.6163338 39.3295155, -76.6163287 39.3294332))",,,,,,,,,,,,McCoy Hall,,,"[3434170851, 3434170849, 3434170850, 3434170848, 3434170842, 3434170841, 3434170844, 3434170843, 3434170845, 3434170859, 3434170858, 3434170861, 3434170860, 3434170857, 3434170853, 3434170854, 3434170855, 10406895978, 3434170856, 3434170852, 3434170846, 3434170847, 3434170851]",dormitory,,6,,Baltimore,3401,21218,MD,North Charles Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336374615,"POLYGON ((-76.6168373 39.3258901, -76.6169753 39.3258848, -76.6169948 39.325884, -76.616996 39.3259018, -76.6170904 39.3258981, -76.6170934 39.3259443, -76.6170958 39.3259821, -76.6168439 39.3259918, -76.6168391 39.3259179, -76.6168373 39.3258901))",,,,,,,,,,,,,,,"[3434171497, 9895206570, 3434171498, 3434171500, 3434171494, 9895206571, 3434171495, 3434171496, 9895206569, 3434171497]",university,,1,1,Baltimore,3101,21218,MD,North Charles Street,,gabled,,,,brick,,,,,,,,slate,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336374663,"POLYGON ((-76.6168707 39.3246468, -76.6168115 39.3246491, -76.6168102 39.32463, -76.6168078 39.3245931, -76.61683 39.3245923, -76.6168296 39.3245871, -76.6169785 39.3245811, -76.6169823 39.3245764, -76.6169896 39.3245734, -76.6170385 39.3245715, -76.617046 39.3245736, -76.617052 39.3245782, -76.6170921 39.3245757, -76.6170961 39.3245722, -76.6171011 39.3245695, -76.6171067 39.3245678, -76.6171126 39.3245672, -76.6171186 39.3245676, -76.6171243 39.3245692, -76.6171294 39.3245717, -76.6171336 39.3245751, -76.6171366 39.3245791, -76.6171384 39.3245836, -76.6171387 39.3245882, -76.6171377 39.3245928, -76.6171353 39.3245971, -76.617131 39.3246014, -76.6171321 39.324619, -76.6171332 39.3246366, -76.6168707 39.3246468))",,,,,,,,,,,,,,,"[3434171737, 3434171738, 10055008585, 3434171579, 3434171736, 3434171709, 3434171708, 3434171722, 3434171720, 3434171719, 3434171754, 3434171756, 3434171752, 3434171568, 3434171569, 3434171570, 3434171571, 3434171572, 3434171586, 3434171585, 3434171588, 3434171587, 3434171589, 3434171725, 3434171724, 3434171727, 3434171723, 9790393722, 3434171758, 3434171737]",house,,3,0,Baltimore,3001,21218,MD,North Charles Street,,flat,,,,brick,,,,,,,,tar_paper,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336374667,"POLYGON ((-76.6171332 39.3246366, -76.6171336 39.3246426, -76.6171388 39.3247214, -76.6170258 39.3247258, -76.6170202 39.324726, -76.6170126 39.3247263, -76.6169977 39.3247269, -76.6168826 39.3247314, -76.6168835 39.324745, -76.6168836 39.3247469, -76.616884 39.3247537, -76.6168845 39.3247608, -76.6168846 39.3247629, -76.616888 39.3248145, -76.6168808 39.3248148, -76.6168856 39.3248893, -76.6170293 39.3248838, -76.6170393 39.3248834, -76.6170386 39.3248715, -76.6170375 39.3248543, -76.617132 39.3248506, -76.617143 39.3248502, -76.6171542 39.3250217, -76.6170511 39.3250256, -76.6170493 39.3249984, -76.6168928 39.3250045, -76.6168953 39.3250429, -76.6169153 39.3250421, -76.6169172 39.3250719, -76.616918 39.3250836, -76.6169189 39.3250966, -76.6169258 39.3252028, -76.6169964 39.3252001, -76.6170365 39.3251985, -76.617053 39.3251979, -76.6170518 39.3251801, -76.6171708 39.3251755, -76.617173 39.3252282, -76.6171751 39.3252488, -76.6171768 39.3252661, -76.6171777 39.3252803, -76.6171785 39.3252916, -76.6171794 39.3253055, -76.6171801 39.3253159, -76.6171805 39.3253226, -76.6171811 39.3253314, -76.6171826 39.3253547, -76.6170807 39.3253586, -76.6170638 39.3253593, -76.6170626 39.3253416, -76.6169996 39.3253441, -76.6169786 39.3253449, -76.6169819 39.3253948, -76.6169827 39.3254073, -76.6169954 39.3254068, -76.6169973 39.3254363, -76.6169992 39.3254657, -76.6169887 39.3254661, -76.6169895 39.3254788, -76.6169928 39.3255297, -76.6170132 39.3255289, -76.6170743 39.3255265, -76.6170731 39.325508, -76.6170917 39.3255073, -76.6171917 39.3255034, -76.6171932 39.3255254, -76.6171946 39.3255481, -76.6172001 39.3256317, -76.6172037 39.3256868, -76.6171444 39.3256891, -76.617085 39.3256914, -76.6170838 39.3256738, -76.6170491 39.3256752, -76.6169919 39.3256774, -76.6169079 39.3256807, -76.616909 39.3256978, -76.616898 39.3256982, -76.6168991 39.3257142, -76.6169 39.3257286, -76.6168818 39.3257293, -76.6168636 39.32573, -76.6168627 39.3257156, -76.6168616 39.3256997, -76.6168494 39.3257001, -76.6168491 39.325696, -76.6168482 39.3256831, -76.616754 39.3256868, -76.6167499 39.3256241, -76.6167707 39.3256233, -76.6167673 39.3255734, -76.6167575 39.3254226, -76.616773 39.325422, -76.6167654 39.325306, -76.6167634 39.3252756, -76.6167442 39.3252764, -76.6167403 39.3252158, -76.6167263 39.3252163, -76.6167257 39.3252068, -76.616725 39.3251972, -76.6167397 39.3251966, -76.6167356 39.3251302, -76.6167605 39.3251294, -76.6167564 39.3250679, -76.6167298 39.325069, -76.6167032 39.32507, -76.6166989 39.3250045, -76.6166988 39.3250023, -76.6167473 39.3250004, -76.6167435 39.3249434, -76.6167375 39.3248503, -76.6167239 39.3248509, -76.6167228 39.3248345, -76.6167399 39.3248339, -76.6167368 39.3247863, -76.6166872 39.3247882, -76.616682 39.3247084, -76.6166714 39.3247088, -76.61667 39.3246873, -76.6167981 39.3246823, -76.6167991 39.3246965, -76.6168145 39.3246959, -76.6168126 39.3246664, -76.616812 39.3246575, -76.6168712 39.3246552, -76.6168707 39.3246468, -76.6171332 39.3246366))",,,,,,,,,,,,,,,"[3434171758, 9689712451, 3434171717, 9689712461, 9739571677, 9196585447, 9689712463, 9196585438, 9689712462, 9739571676, 9196585437, 9739571675, 9689712470, 9196585439, 3434171564, 3434171563, 9689712479, 3434171566, 9442325307, 3434171565, 9689712506, 3434171562, 3434171582, 3434171583, 3434171580, 3434171581, 3434171584, 3434171701, 9689712507, 5991901019, 9689713319, 3434171704, 9689713320, 9707072171, 3434171733, 3434171730, 3434171757, 10055008613, 10055008614, 9689713343, 9790393723, 10055008615, 9790393724, 10055008616, 9790393725, 9689713347, 3434171765, 9689713348, 3434171759, 3434171764, 9790393726, 3434171766, 9790393727, 3434171694, 3434171695, 9196585456, 3434171768, 3434171696, 9790393728, 3434171767, 9790393729, 3434171710, 3434171711, 9689713353, 3434171712, 9689713352, 9196585449, 9790393730, 3434171713, 9790393731, 3434171714, 3434171740, 9790393732, 9790393733, 9196585457, 9196585464, 9196585459, 9196585432, 9196585462, 9790393734, 9196585461, 9196585431, 9196585460, 9196585463, 9196585424, 9196585458, 3434171739, 3434171743, 3434171735, 9790393735, 3434171561, 3434171578, 9790393736, 3434171560, 3434171728, 3434171729, 3434171590, 9790393737, 3434171591, 3434171592, 9790742150, 3434171567, 3434171715, 9790393738, 3434171559, 10055008587, 3434171745, 3434171558, 10055008591, 3434171699, 3434171698, 3434171697, 3434171760, 3434171761, 3434171574, 3434171575, 3434171576, 3434171577, 3434171555, 3434171554, 3434171556, 9790393721, 3434171553, 3434171557, 3434171737, 3434171758]",university,,6,0,Baltimore,3003,21218,MD,North Charles Street,,,,,wheat,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336374686,"POLYGON ((-76.6165632 39.3209906, -76.6166319 39.3209891, -76.6166331 39.3210334, -76.6166624 39.3210331, -76.6166623 39.3210425, -76.6166723 39.3210424, -76.616672 39.3210118, -76.6169852 39.3209994, -76.6169855 39.321003, -76.6169975 39.3210054, -76.6170068 39.3210101, -76.6170135 39.3210167, -76.6170161 39.3210215, -76.6170175 39.3210266, -76.6170221 39.3210267, -76.6170252 39.3211065, -76.6170185 39.3211066, -76.617016 39.3211141, -76.6170112 39.3211213, -76.6170026 39.3211279, -76.6169935 39.3211314, -76.6169937 39.3211355, -76.6166789 39.3211483, -76.6166779 39.3211327, -76.6166373 39.3211343, -76.6166401 39.321176, -76.6165758 39.3211787, -76.6165632 39.3209906))",,,,,,,,,,,,Johns Hopkins University Press,,,"[3434172025, 3434172005, 3434172004, 3434172003, 3434172002, 3434172001, 3434171792, 3434171783, 3434171784, 3434172017, 3434171996, 3434172007, 3434172027, 3434171790, 3434172028, 3434171780, 3434171997, 3434171994, 3434171786, 3434172016, 3434172009, 3434172012, 3434172011, 3434171781, 3434171998, 3434171999, 3434172000, 3434172025]",university,,3,0,Baltimore,2715,21218,MD,North Charles Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336374925,"POLYGON ((-76.6170676 39.3261136, -76.6170671 39.3261075, -76.6170329 39.3261091, -76.6170265 39.3260245, -76.6170948 39.3260214, -76.6170959 39.3260362, -76.6171102 39.3260355, -76.6171083 39.32601, -76.6172192 39.326005, -76.6172202 39.3260179, -76.6172211 39.3260298, -76.6172279 39.3260295, -76.6172317 39.3260799, -76.6172337 39.3261061, -76.6170676 39.3261136))",,,,,,,,,,,,,,,"[3434173273, 3434173274, 3434173271, 3434173270, 3434173269, 3434173268, 3434173272, 3434173265, 3434173266, 9895206572, 3434173263, 3434173264, 9895206573, 3434173267, 3434173273]",university,,2,1,Baltimore,3103,21218,MD,North Charles Street,,quadruple_saltbox,,,,brick,,,,,,,,slate,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336374979,"POLYGON ((-76.617072 39.3262314, -76.6170718 39.3262279, -76.6170349 39.3262291, -76.6170305 39.32615, -76.6170721 39.3261486, -76.6170724 39.326154, -76.6171132 39.3261526, -76.6171117 39.3261263, -76.6172252 39.3261225, -76.6172268 39.3261508, -76.6172325 39.3261506, -76.6172367 39.3262259, -76.617072 39.3262314))",,,,,,,,,,,,,,,"[3434174053, 3434174052, 3434174051, 3434174055, 3434174056, 3434174057, 3434174058, 3434174054, 3434174047, 3434174048, 3434174049, 3434174050, 3434174053]",university,,2,1,Baltimore,3105,21218,MD,North Charles Street,,quadruple_saltbox,,,,brick,,,,,,,,slate,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336375008,"POLYGON ((-76.6169267 39.3286107, -76.6169229 39.3285549, -76.6170625 39.3285491, -76.6170601 39.3285135, -76.6171238 39.3285109, -76.617124 39.3285138, -76.6171615 39.3285122, -76.6171633 39.3285392, -76.6171234 39.3285409, -76.6171238 39.3285476, -76.6173817 39.328537, -76.6173861 39.3286024, -76.617415 39.3286013, -76.6174189 39.3286597, -76.6173916 39.3286609, -76.6173962 39.3287283, -76.616936 39.3287472, -76.6169267 39.3286107))",,,,,,,,,,,,The Charles,,,"[3434174816, 3434174831, 3434174828, 3434174830, 3434174829, 3434174832, 3434174825, 3434174826, 3434174823, 3434174824, 3434174827, 3434174822, 3434174821, 3434174819, 3434174820, 3434174818, 3434174817, 3434174816]",dormitory,,10,0,Baltimore,3333,21218,MD,North Charles Street,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336375238,"POLYGON ((-76.6171506 39.3276744, -76.6171488 39.3276456, -76.6172023 39.3276436, -76.6172048 39.3276724, -76.617277 39.3276697, -76.6172806 39.3277274, -76.6170848 39.3277347, -76.6170813 39.3276771, -76.6171506 39.3276744))",,,,,,,,,,,,Abel Wolman House,,,"[3434177145, 3434177146, 3434177147, 3434177143, 3434177142, 3434177141, 3434177140, 3434177144, 3434177145]",university,,3,0,Baltimore,3211,21218,MD,North Charles Street,,flat,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336375282,"POLYGON ((-76.6170991 39.3312513, -76.6170977 39.3312173, -76.6170963 39.3311837, -76.6171837 39.3311814, -76.6171859 39.3312321, -76.6171928 39.3312317, -76.6171948 39.3312697, -76.6171951 39.3312762, -76.6171871 39.3312763, -76.6171893 39.3313147, -76.6171019 39.3313169, -76.6170991 39.3312513))",,,,,,,,,,,,,,,"[3434177547, 10726174632, 3434177548, 3434177546, 3434177553, 3434177552, 7647217647, 3434177551, 3434177550, 3434177549, 3434177545, 3434177547]",bungalow,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336375527,"POLYGON ((-76.6169755 39.326444, -76.6169753 39.32644, -76.6169368 39.3264413, -76.6169365 39.3264363, -76.6168009 39.3264408, -76.616791 39.3262615, -76.6169299 39.3262569, -76.6169289 39.326239, -76.6169668 39.3262377, -76.61697 39.326296, -76.6171988 39.3262884, -76.6171991 39.3262935, -76.6172357 39.3262923, -76.6172367 39.3263107, -76.6172411 39.3263105, -76.6172476 39.3264282, -76.6172079 39.3264295, -76.6172083 39.3264363, -76.6169755 39.326444))",,,place_of_worship,,,,,,,,,Homewood Friends Meeting House,,,"[3434178911, 3434178912, 3434178909, 3434178910, 3434178908, 3434178915, 3434178914, 3434178913, 3434178917, 3434178916, 3434178903, 3434178902, 3434178907, 3434178901, 3434178918, 3434178904, 3434178905, 3434178906, 3434178911]",church,,,,Baltimore,3107,21218,MD,North Charles Street,,hipped,,,,brick,54,,,,,,,copper,,,https://homewoodfriends.org/,,,,,,,,,,,,,,,,US,christian,Su 10:30,quaker,welcome,https://homewoodfriends.org/welcome/,,,,,,,,,,
way,336375537,"POLYGON ((-76.6168326 39.3265805, -76.6168268 39.3264845, -76.6170637 39.3264827, -76.6172395 39.3264758, -76.61724 39.3264831, -76.6172542 39.3264825, -76.6172559 39.3265155, -76.6172404 39.3265165, -76.6172401 39.3265677, -76.6170683 39.3265744, -76.617068 39.3265706, -76.6170444 39.3265716, -76.6168326 39.3265805))",,,,,,,,,Hopkins Hillel,,,The Smokler Center For Jewish Life,,,"[3434178932, 3434178933, 3434178934, 3434178935, 3434178929, 3434178925, 3434178927, 3434178926, 3434178928, 3434178924, 3434178930, 3434178931, 3434178932]",synagogue,,,,Baltimore,3109,21218,MD,North Charles Street,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336375642,"POLYGON ((-76.6172831 39.331762, -76.6172902 39.3319078, -76.6172637 39.3319067, -76.6172191 39.3318761, -76.6172118 39.3317707, -76.6172751 39.3317687, -76.6172752 39.3317624, -76.6172831 39.331762))",,,,,,,,,,,,,,,"[3434179531, 3434179535, 3434179541, 3434179540, 3434179543, 3434179542, 3434179544, 3434179531]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,336375643,"POLYGON ((-76.6172831 39.331762, -76.6176057 39.3317485, -76.6176084 39.3317789, -76.6176231 39.331778, -76.6176305 39.3318972, -76.617617 39.3318973, -76.6176177 39.3319288, -76.6172918 39.3319412, -76.6172902 39.3319078, -76.6172831 39.331762))",,,place_of_worship,,,,,,,,,A W Wilson Memorial United Methodist Church,,,"[3434179531, 3434179533, 3434179532, 3434179534, 3434179538, 3434179539, 3434179536, 3434179537, 3434179535, 3434179531]",church,,,,Baltimore,3509,21218,MD,North Charles Street,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,US,christian,,methodist,,,510,12/04/1996,1708597,24,,,,,,
way,336375709,"POLYGON ((-76.6174632 39.3312693, -76.6174627 39.3312615, -76.6174361 39.3312627, -76.6174346 39.3312426, -76.6173226 39.3312475, -76.6173168 39.3311691, -76.6174299 39.3311641, -76.6174294 39.3311576, -76.6173664 39.3311605, -76.617363 39.3311145, -76.6175386 39.3311067, -76.6175411 39.3311397, -76.6175763 39.3311381, -76.6175848 39.3312539, -76.6175479 39.3312555, -76.6175494 39.3312764, -76.6175503 39.3312897, -76.6174646 39.3312917, -76.6174638 39.3312788, -76.6174632 39.3312693))",,,,,,,,,,,,,,,"[3434181078, 3434181077, 3434181076, 3434181081, 3434181082, 3434181083, 3434181079, 3434181080, 3434181067, 3434181068, 3434181069, 3434181070, 3434181071, 3434181073, 3434181072, 7647217653, 3434181075, 3434181074, 7647217652, 3434181078]",university,,2,1,Baltimore,3505,21218,MD,North Charles Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
way,336375710,"POLYGON ((-76.6170376 39.327629, -76.6170328 39.327551, -76.6171254 39.3275476, -76.6171275 39.3275818, -76.6171952 39.3275793, -76.6171907 39.3275059, -76.6173197 39.327501, -76.6173276 39.3276272, -76.6172006 39.3276319, -76.6172004 39.3276277, -76.6170379 39.3276338, -76.6170376 39.327629))",,,,,,,,,,,,Steinwald House,,,"[3434181086, 3434181084, 3434181085, 3434181087, 3434181092, 3434181091, 3434181294, 3434181293, 3434181090, 3434181089, 3434181088, 3434181086]",university,,2,0,Baltimore,3211,21218,MD,North Charles Street,,quadruple_saltbox,,,white,plaster,,,,,,,darkseagreen,roof_tiles,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,
