element_type,osmid,access,geometry,wheelchair,amenity,layer,nodes,building,building:levels,name,source,alt_name,name:en,leisure,sport,lit,fee,toilets:disposal,unisex,fast_food,operator,addr:city,addr:housenumber,addr:postcode,addr:street,emergency,height,opening_hours,shop,building:material,description,structure,historic,office,club,tourism,name_1,ways,type,internet_access
way,843421766,,"POLYGON ((106.4229276 29.824957, 106.4229302 29.8248331, 106.4232554 29.8248384, 106.4232574 29.8247431, 106.4236006 29.8247487, 106.4235976 29.8248918, 106.4233947 29.8248886, 106.4233878 29.8252071, 106.4231662 29.8252036, 106.4231658 29.8252244, 106.4230741 29.8252229, 106.4230774 29.8250666, 106.4231673 29.825068, 106.4231659 29.8251326, 106.423317 29.825135, 106.4233206 29.8249632, 106.4229276 29.824957))",,,,"[7867520847, 7867520848, 7867520849, 7867520850, 7867520851, 7867520852, 7867520853, 7867520854, 7867520855, 7867520856, 7867520857, 7867520858, 7867520859, 7867520860, 7867520861, 7867520862, 7867520847]",university,,14教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421770,,"POLYGON ((106.4242073 29.8254445, 106.4242466 29.8252924, 106.424333 29.8253092, 106.4243286 29.8253262, 106.4244785 29.8253555, 106.4244912 29.8253068, 106.424604 29.8253289, 106.4245917 29.8253759, 106.4247475 29.8254065, 106.4247514 29.8253918, 106.4248321 29.8254078, 106.4247933 29.8255542, 106.4246995 29.8255355, 106.4247034 29.8255209, 106.4243055 29.8254407, 106.4242967 29.8254618, 106.4242073 29.8254445))",,,,"[7867520875, 7867520876, 7867520877, 7867520878, 7867520879, 7867520880, 7867520881, 7867520882, 7867520883, 7867520884, 7867520885, 7867520886, 7867520887, 7867520888, 7867520889, 7867520890, 7867520875]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421773,,"POLYGON ((106.4257806 29.824895, 106.425617 29.8247252, 106.4257377 29.8246716, 106.4257082 29.8246018, 106.4257591 29.8245879, 106.4257752 29.8246205, 106.4258181 29.8246251, 106.4259844 29.8242668, 106.4265316 29.8245157, 106.4265611 29.8245413, 106.4265772 29.8245739, 106.4265745 29.8246181, 106.4264136 29.8249113, 106.4261775 29.8248113, 106.42625 29.8246972, 106.4263251 29.8247368, 106.4263868 29.8246205, 106.4260702 29.8244878, 106.4259951 29.8246344, 106.4260568 29.8246996, 106.4257806 29.824895))",,,,"[7867520908, 7867520909, 7867520910, 7867520911, 7867520912, 7867520913, 7867520914, 7867520915, 7867520916, 7867520917, 7867520918, 7867520919, 7867520920, 7867520921, 7867520922, 7867520923, 7867520924, 7867520925, 7867520926, 7867520927, 7867520908]",university,6,西南大学美术学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421774,,"POLYGON ((106.4263764 29.8250311, 106.4264241 29.824939, 106.4266156 29.8250136, 106.4265262 29.8250895, 106.4263764 29.8250311))",,,,"[7867520928, 7867520929, 7867520930, 7867520931, 7867520928]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421775,,"POLYGON ((106.425115 29.8252061, 106.4251388 29.8250669, 106.4252171 29.825077, 106.4251933 29.8252161, 106.425115 29.8252061))",,,,"[7867520932, 7867520933, 7867520934, 7867520935, 7867520932]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421777,yes,"POLYGON ((106.4258952 29.8263737, 106.425831 29.8263183, 106.4259997 29.8262019, 106.4260487 29.8262609, 106.4258952 29.8263737))",,toilets,,"[7867520939, 7867520941, 7867520942, 7867520943, 7867520939]",yes,,,,,,,,,,flush,yes,,,,,,,,,,,,,,,,,,,,,
way,843421778,,"POLYGON ((106.4241141 29.8260336, 106.4246042 29.8261391, 106.4246379 29.8260212, 106.4245426 29.8260007, 106.4245337 29.8260318, 106.4244614 29.8260163, 106.4245088 29.82585, 106.4245653 29.8258621, 106.4245497 29.8259169, 106.4245989 29.8259274, 106.4246374 29.8257918, 106.4245473 29.8257726, 106.4244726 29.8257807, 106.4244072 29.8257706, 106.4243348 29.8257382, 106.4242679 29.8257236, 106.4242371 29.8258305, 106.4242674 29.8258371, 106.4242805 29.8257917, 106.4243562 29.8258081, 106.4243022 29.8259962, 106.424232 29.825981, 106.4242405 29.8259512, 106.4241436 29.8259304, 106.4241141 29.8260336))",,,,"[7867520946, 7867520947, 7867520948, 7867520949, 7867520950, 7867520951, 7867520952, 7867520953, 7867520954, 7867520955, 7867520956, 7867520957, 7867520958, 7867520959, 7867520960, 7867520961, 7867520962, 7867520963, 7867520964, 7867520965, 7867520966, 7867520967, 7867520968, 7867520969, 7867520946]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421779,,"POLYGON ((106.4264468 29.8266522, 106.4261627 29.8263495, 106.426241 29.8262941, 106.4265251 29.8265969, 106.4264468 29.8266522))",,,,"[7867520970, 7867520971, 7867520972, 7867520973, 7867520970]",university,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421780,,"POLYGON ((106.4255632 29.8274266, 106.4255938 29.8273351, 106.4257697 29.8273794, 106.4258019 29.8272832, 106.4255104 29.8272097, 106.4254879 29.8272769, 106.4254306 29.8272625, 106.4255003 29.8270543, 106.4255504 29.8270669, 106.4255427 29.8270899, 106.4257119 29.8271325, 106.4257171 29.827117, 106.4260194 29.8271932, 106.4260139 29.8272097, 106.4262415 29.827267, 106.4262024 29.8273837, 106.4258704 29.8273, 106.4258374 29.8273985, 106.4260083 29.8274415, 106.4259782 29.8275312, 106.4255632 29.8274266))",,library,,"[7867520974, 7867520975, 7867520976, 7867520977, 7867520978, 7867520979, 7867520980, 7867520981, 7867520982, 7867520983, 7867520984, 7867520985, 7867520986, 7867520987, 7867520988, 7867520989, 7867520990, 7867520991, 7867520992, 7867520993, 7867520974]",yes,,西南大学弘文图书馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421781,,"POLYGON ((106.4265043 29.82746, 106.426551 29.8273101, 106.4264149 29.8272801, 106.4264636 29.8271373, 106.426734 29.8272043, 106.4266791 29.82737, 106.4265734 29.8273506, 106.4265388 29.827467, 106.4267015 29.8275041, 106.4268234 29.8270985, 106.4263844 29.8269979, 106.4262543 29.8273965, 106.4265043 29.82746))",,library,,"[7867520994, 7867520995, 7867520996, 7867520997, 7867520998, 7867520999, 7867521000, 7867521001, 7867521002, 7867521003, 7867521004, 7867521005, 7867520994]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421782,,"POLYGON ((106.4262346 29.8269642, 106.4263373 29.8269885, 106.4263504 29.826947, 106.4264273 29.8269652, 106.4264528 29.826884, 106.42627 29.8268408, 106.4262922 29.8267701, 106.426189 29.8267456, 106.4261642 29.8267687, 106.426148 29.8268202, 106.4260908 29.8268066, 106.426076 29.8268533, 106.426256 29.826896, 106.4262346 29.8269642))",,,,"[7867521006, 7867521007, 7867521008, 7867521009, 7867521010, 7867521011, 7867521012, 7867521013, 7867521014, 7867521015, 7867521016, 7867521017, 7867521018, 7867521006]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421783,,"POLYGON ((106.4271571 29.8276871, 106.4268525 29.8275679, 106.4267972 29.8276742, 106.426929 29.8277258, 106.4269119 29.8277588, 106.426965 29.8277796, 106.4269881 29.8277352, 106.4271077 29.827782, 106.4271571 29.8276871))",,,,"[7867521019, 7867521020, 7867521021, 7867521022, 7867521023, 7867521024, 7867521025, 7867521026, 7867521019]",hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421784,,"POLYGON ((106.4272099 29.8277975, 106.4274601 29.8275236, 106.4275308 29.8275723, 106.4275058 29.8275996, 106.4278343 29.8278256, 106.4278583 29.8277993, 106.4279253 29.8278454, 106.4277708 29.8280145, 106.4277045 29.8279688, 106.4277633 29.8279045, 106.4277282 29.8278803, 106.4276749 29.8279387, 106.4275288 29.8278382, 106.4275869 29.8277746, 106.4274735 29.8276966, 106.4273899 29.8277881, 106.4275876 29.8279241, 106.4275129 29.8280058, 106.4272099 29.8277975))",,,,"[7867521027, 7867521028, 7867521029, 7867521030, 7867521031, 7867521032, 7867521033, 7867521034, 7867521035, 7867521036, 7867521037, 7867521038, 7867521039, 7867521040, 7867521041, 7867521042, 7867521043, 7867521044, 7867521027]",hospital,6,西南大学医院,,,Southwest University Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421792,,"POLYGON ((106.4278102 29.8275319, 106.4275236 29.8272648, 106.4280084 29.8268933, 106.4282703 29.8271666, 106.4279267 29.8274395, 106.4278564 29.8274953, 106.4278102 29.8275319))",,,,"[7867521137, 7867521138, 7867521139, 7867521140, 7867521149, 7867521141, 7867521137]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,
way,843421793,,"POLYGON ((106.4278564 29.8274953, 106.4280155 29.8276609, 106.4280686 29.8276701, 106.4281571 29.8276701, 106.4282102 29.827667, 106.428511 29.8274521, 106.4282916 29.827228, 106.427966 29.8274705, 106.4279267 29.8274395, 106.4278564 29.8274953))",,,,"[7867521141, 7867521142, 7867521143, 7867521144, 7867521145, 7867521146, 7867521147, 7867521148, 7867521149, 7867521141]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,
way,843421795,,"POLYGON ((106.4289141 29.8284676, 106.4295404 29.829059, 106.4296555 29.8289672, 106.4290291 29.8283759, 106.4289141 29.8284676))",,,,"[7867521154, 7867521155, 7867521156, 7867521157, 7867521154]",residential,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421796,,"POLYGON ((106.4296035 29.8290974, 106.4300301 29.8294869, 106.4300996 29.8294297, 106.4296728 29.8290403, 106.4296035 29.8290974))",,,,"[7867521158, 7867521159, 7867521160, 7867521161, 7867521158]",residential,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421797,,"POLYGON ((106.4285146 29.8296337, 106.4291861 29.8290931, 106.4292765 29.8291775, 106.4286051 29.8297182, 106.4285146 29.8296337))",,,,"[7867521162, 7867521163, 7867521164, 7867521165, 7867521162]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421798,,"POLYGON ((106.4280566 29.829207, 106.4279441 29.8291019, 106.4286462 29.8285364, 106.4287587 29.8286416, 106.4280566 29.829207))",,,,"[7867521166, 7867521167, 7867521168, 7867521169, 7867521166]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421800,,"POLYGON ((106.4271065 29.829021, 106.4274471 29.8293412, 106.4274961 29.8293432, 106.4276206 29.8292438, 106.4275883 29.8292134, 106.4276747 29.8291443, 106.4274251 29.8289093, 106.4273695 29.8289537, 106.427313 29.8289005, 106.4273555 29.8288666, 106.4273297 29.8288423, 106.4271065 29.829021))",,food_court,,"[7867521175, 7867521176, 7867521177, 7867521178, 7867521179, 7867521180, 7867521181, 7867521182, 7867521183, 7867521184, 7867521185, 7867521175]",yes,,禾丰楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421803,,"POLYGON ((106.4281561 29.8309596, 106.428171 29.8301635, 106.4286453 29.8301701, 106.4286374 29.8305916, 106.428587 29.8305908, 106.4285809 29.8309212, 106.428269 29.8309169, 106.4282682 29.8309611, 106.4281561 29.8309596))",,,,"[7867521221, 7867521222, 7867521223, 7867521224, 7867521225, 7867521226, 7867521227, 7867521228, 7867521221]",yes,,网球中心,,,Tennis Center,,tennis,,,,,,,,,,,,,,,,,,,,sport,,,,,
way,843421806,,"POLYGON ((106.4286216 29.8319984, 106.4287662 29.8320728, 106.4288014 29.8320212, 106.4290532 29.8321507, 106.4290179 29.8322024, 106.4291323 29.8322612, 106.4292782 29.8320477, 106.4291938 29.8320043, 106.4292293 29.8319523, 106.4289476 29.8318076, 106.4289131 29.8318581, 106.4287979 29.8317989, 106.4287059 29.8319336, 106.4286763 29.8319184, 106.4286216 29.8319984))",,,,"[7867521243, 7867521244, 7867521245, 7867521246, 7867521247, 7867521248, 7867521249, 7867521250, 7867521251, 7867521252, 7867521253, 7867521254, 7867521255, 7867521256, 7867521243]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421807,,"POLYGON ((106.4299253 29.8328316, 106.4298832 29.8329289, 106.4296404 29.8329957, 106.4288512 29.8327081, 106.4288138 29.8327324, 106.4286317 29.8326271, 106.4287962 29.8324275, 106.4286728 29.8323435, 106.4287217 29.8322903, 106.4289002 29.8323961, 106.4289282 29.8323901, 106.4291454 29.8324772, 106.4291547 29.8324508, 106.4293836 29.8323779, 106.4294699 29.8322301, 106.4298132 29.8323597, 106.4298902 29.8322098, 106.4299883 29.8322463, 106.4299183 29.8323921, 106.429979 29.8324205, 106.4299276 29.8325217, 106.4298179 29.8324812, 106.4297828 29.8325541, 106.429533 29.832461, 106.4294373 29.8326676, 106.4294116 29.8327182, 106.4295797 29.832777, 106.4297011 29.8327445, 106.4299253 29.8328316))",,,,"[7867521257, 7867521258, 7867521259, 7867521260, 7867521261, 7867521262, 7867521263, 7867521264, 7867521265, 7867521266, 7867521267, 7867521268, 7867521269, 7867521270, 7867521271, 7867521272, 7867521273, 7867521274, 7867521275, 7867521276, 7867521277, 7867521278, 7867521279, 7867521280, 7867521281, 7867521282, 7867521283, 7867521284, 7867521257]",office,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421808,,"POLYGON ((106.4298771 29.8321766, 106.429993 29.8321774, 106.4300654 29.8321247, 106.430074 29.8317691, 106.4298066 29.8317642, 106.4298133 29.8314882, 106.4295598 29.8314836, 106.4295584 29.8315432, 106.4295203 29.8315425, 106.4295163 29.8317076, 106.4296265 29.8317096, 106.4296248 29.8317771, 106.4293555 29.8317723, 106.4291989 29.8316801, 106.4291426 29.8317521, 106.4293182 29.8318553, 106.4293178 29.8319043, 106.4294266 29.8319049, 106.4294272 29.8318346, 106.4294542 29.8318347, 106.4294537 29.8318958, 106.4294929 29.8318961, 106.4294919 29.8320104, 106.429621 29.8320113, 106.4296215 29.8319643, 106.429879 29.8319661, 106.4298771 29.8321766))",,,,"[7867521285, 7867521286, 7867521287, 7867521288, 7867521289, 7867521290, 7867521291, 7867521292, 7867521293, 7867521294, 7867521295, 7867521296, 7867521297, 7867521298, 7867521299, 7867521300, 7867521301, 7867521302, 7867521303, 7867521304, 7867521305, 7867521306, 7867521307, 7867521308, 7867521309, 7867521310, 7867521285]",yes,,桂园宾馆,,,Gui Yuan Hotel,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,
way,843421809,,"POLYGON ((106.4295151 29.8311308, 106.4297 29.8311282, 106.429737 29.8310854, 106.430239 29.8310931, 106.43025 29.8305548, 106.4298259 29.830554, 106.4298219 29.8307739, 106.4297491 29.8307728, 106.4297462 29.8309117, 106.4295151 29.8311308))",,,,"[7867521311, 7867521312, 7867521313, 7867521314, 7867521315, 7867521316, 7867521317, 7867521318, 7867521319, 7867521311]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,
way,843421810,,"POLYGON ((106.4284817 29.8284646, 106.4279541 29.8280393, 106.4280514 29.8279485, 106.4285789 29.8283739, 106.4284817 29.8284646))",,,,"[7867521320, 7867521321, 7867521322, 7867521323, 7867521320]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421811,,"POLYGON ((106.4282707 29.8286783, 106.4277431 29.8282531, 106.4278404 29.8281623, 106.4283679 29.8285876, 106.4282707 29.8286783))",,,,"[7867521324, 7867521325, 7867521326, 7867521327, 7867521324]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421812,,"POLYGON ((106.4280837 29.82889, 106.4275561 29.8284647, 106.4276534 29.8283739, 106.4281809 29.8287992, 106.4280837 29.82889))",,,,"[7867521328, 7867521329, 7867521330, 7867521331, 7867521328]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421813,,"POLYGON ((106.427913 29.8290769, 106.4274658 29.8286935, 106.427547 29.8286213, 106.4280101 29.8289862, 106.427913 29.8290769))",,,,"[7867521332, 7867521333, 7867521334, 7867521335, 7867521332]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421814,,"POLYGON ((106.4269629 29.8288856, 106.42692 29.8288414, 106.4267806 29.8284691, 106.4267913 29.8284504, 106.4267001 29.8283713, 106.426603 29.8284192, 106.4264925 29.8284188, 106.4264131 29.8283881, 106.4263595 29.8283286, 106.4263568 29.8282573, 106.4263916 29.8281805, 106.4264614 29.8281224, 106.4265392 29.8280735, 106.4266411 29.8280456, 106.4267618 29.8280526, 106.4268476 29.8280712, 106.4269039 29.8281317, 106.4269093 29.8281991, 106.4268744 29.8282713, 106.4268208 29.8283132, 106.4268905 29.8283737, 106.4269415 29.8283271, 106.4272714 29.8286506, 106.4269629 29.8288856))",,,,"[7867521336, 7867521337, 7867521338, 7867521339, 7867521340, 7867521341, 7867521342, 7867521343, 7867521344, 7867521345, 7867521346, 7867521347, 7867521348, 7867521349, 7867521350, 7867521351, 7867521352, 7867521353, 7867521354, 7867521355, 7867521356, 7867521357, 7867521358, 7867521336]",university,,圆顶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421815,,"POLYGON ((106.4273921 29.8285714, 106.4273358 29.8285296, 106.4272687 29.8284109, 106.4272392 29.8283062, 106.4272231 29.8282038, 106.4273036 29.8281968, 106.4273385 29.8283713, 106.4274028 29.8284667, 106.4274618 29.8285389, 106.4273921 29.8285714))",,,,"[7867521359, 7867521360, 7867521361, 7867521362, 7867521363, 7867521364, 7867521365, 7867521366, 7867521367, 7867521359]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421816,,"POLYGON ((106.4259749 29.8278765, 106.4267138 29.8279276, 106.4267204 29.8278555, 106.4259816 29.8278042, 106.4259749 29.8278765))",,,,"[7867521368, 7867521369, 7867521370, 7867521371, 7867521368]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421822,,"POLYGON ((106.4279282 29.8300546, 106.4278421 29.829977, 106.4279382 29.8298967, 106.4275907 29.8295839, 106.427705 29.8294883, 106.4281387 29.8298786, 106.4279282 29.8300546))",,,,"[7867521393, 7867521394, 7867521395, 7867521396, 7867521397, 7867521398, 7867521393]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421823,,"POLYGON ((106.4168338 29.8258926, 106.416669 29.8257443, 106.4168065 29.8256293, 106.41632 29.8251913, 106.4166955 29.8248775, 106.416729 29.8249076, 106.4172633 29.8253887, 106.4172153 29.8254288, 106.4172987 29.8255038, 106.4168338 29.8258926))",,,,"[7867521399, 7867521400, 7867521401, 7867521402, 7867521403, 7867521409, 7867521404, 7867521405, 7867521406, 7867521399]",university,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465219,,"POLYGON ((106.4171805 29.8263119, 106.4174978 29.826063, 106.4177502 29.825865, 106.4176231 29.8257431, 106.4170535 29.8261901, 106.4171805 29.8263119))",,,,"[7867913293, 7902519436, 7867913294, 7867913295, 7867913296, 7867913293]",dormitory,7,梅园四舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465220,,"POLYGON ((106.4174218 29.8265205, 106.4176862 29.8262195, 106.4178946 29.8259823, 106.4180381 29.8260772, 106.4178245 29.8263204, 106.4175653 29.8266154, 106.4174218 29.8265205))",,,,"[7867913297, 7902519438, 7867913298, 7867913299, 7902519439, 7867913300, 7867913297]",dormitory,7,梅园三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465221,,"POLYGON ((106.4178388 29.8267633, 106.4180393 29.8264526, 106.4182147 29.8261806, 106.418378 29.8262554, 106.4181915 29.8265398, 106.4179959 29.8268381, 106.4178388 29.8267633))",,,,"[7867913301, 7902519441, 7867913302, 7867913303, 7902519442, 7867913304, 7867913301]",dormitory,7,梅园二舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465222,,"POLYGON ((106.4183207 29.8269098, 106.4184542 29.826591, 106.4185813 29.8262874, 106.4187544 29.8263419, 106.418626 29.8266486, 106.4184937 29.8269643, 106.4183207 29.8269098))",,,,"[7867913305, 7902519445, 7867913306, 7867913307, 7902519446, 7867913308, 7867913305]",dormitory,7,梅园一舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465223,,"POLYGON ((106.4190157 29.8265468, 106.419139 29.826619, 106.4192345 29.8267018, 106.4193423 29.8268381, 106.419407 29.8269851, 106.4194286 29.8270707, 106.4189387 29.8271134, 106.4189233 29.8270439, 106.4188863 29.8269985, 106.4188494 29.8269557, 106.4187816 29.826921, 106.4188999 29.8267319, 106.4190157 29.8265468))",,food_court,,"[7867913309, 7867913310, 7867913311, 7867913312, 7867913313, 7867913314, 7867913315, 7867913316, 7867913317, 7867913318, 7867913319, 7902519448, 7867913309]",yes,,梅园学生食堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465224,,"POLYGON ((106.4204097 29.8271279, 106.4204082 29.8269821, 106.4203 29.8269829, 106.4202978 29.8267609, 106.4204281 29.82676, 106.4204267 29.82661, 106.4202293 29.8266115, 106.4202286 29.8265492, 106.4199672 29.8265511, 106.4199684 29.8266796, 106.4201442 29.8266783, 106.4201454 29.8267964, 106.4199272 29.8267979, 106.4199286 29.8269421, 106.4201558 29.8269405, 106.4201571 29.8270764, 106.4199277 29.8270781, 106.4199271 29.8270137, 106.4198602 29.8270142, 106.419862 29.8271906, 106.4203543 29.8271869, 106.4203537 29.8271283, 106.4204097 29.8271279))",,,,"[7867913320, 7867913321, 7867913322, 7867913323, 7867913324, 7867913325, 7867913326, 7867913327, 7867913328, 7867913329, 7867913330, 7867913331, 7867913332, 7867913333, 7867913334, 7867913335, 7867913336, 7867913337, 7867913338, 7867913339, 7867913340, 7867913341, 7867913320]",university,,西南大学西塔学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465225,,"POLYGON ((106.4219047 29.8263355, 106.421674 29.8259585, 106.4215587 29.826012, 106.4218028 29.8256211, 106.4221541 29.8256165, 106.4222721 29.8259306, 106.4223526 29.8260213, 106.4224465 29.8260865, 106.4219047 29.8263355))",,,,"[7867913342, 7867913343, 7867913344, 7867913345, 7867913346, 7867913347, 7867913348, 7867913349, 7867913342]",university,,西南大学数学与统计学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465226,,"POLYGON ((106.4192265 29.8247534, 106.4191486 29.8246202, 106.4190566 29.8246662, 106.4189646 29.8247522, 106.4189115 29.8248505, 106.4188796 29.8249549, 106.4188371 29.8249549, 106.4188478 29.8250838, 106.4188655 29.8251575, 106.4189221 29.8252281, 106.4189575 29.8252189, 106.4190389 29.8253018, 106.4191203 29.825354, 106.4191061 29.8253878, 106.4192265 29.8254338, 106.4193185 29.8254461, 106.4193822 29.82544, 106.4193893 29.8253939, 106.4195061 29.8253755, 106.4195839 29.8253233, 106.4196689 29.8252803, 106.4196054 29.8252148, 106.4195523 29.8251687, 106.4194707 29.825225, 106.4193539 29.8252465, 106.4192194 29.8252312, 106.4191167 29.8251759, 106.4190566 29.8251022, 106.4190495 29.8249825, 106.4190601 29.8248996, 106.4191274 29.8248105, 106.4192265 29.8247534))",,,,"[7867913350, 7867913351, 7867913352, 7867913353, 7867913354, 7867913355, 7867913356, 7867913357, 7867913358, 7867913359, 7867913360, 7867913361, 7867913362, 7867913363, 7867913364, 7867913365, 7867913366, 7867913367, 7867913368, 7867913369, 7867913370, 7867913371, 7867913372, 7867913373, 7867913374, 7867913375, 7867913376, 7867913377, 7867913378, 7867913379, 7867913380, 7867913350]",university,5,29教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465237,,"POLYGON ((106.4195206 29.8261978, 106.4195915 29.8260911, 106.4200452 29.8263182, 106.4199744 29.8264248, 106.4195206 29.8261978))",,,,"[7867916174, 7867916175, 7867916176, 7867916177, 7867916174]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465238,,"POLYGON ((106.4198804 29.8248507, 106.4206276 29.8250675, 106.4205155 29.8253754, 106.4199948 29.8252397, 106.4200088 29.825189, 106.4199692 29.8251951, 106.4199248 29.825191, 106.4198944 29.8251606, 106.4198702 29.8251321, 106.4198677 29.8250996, 106.4198905 29.8250477, 106.4199191 29.825026, 106.4199391 29.8250166, 106.4199453 29.8250019, 106.4198328 29.8249672, 106.4198804 29.8248507))",,,,"[7867916178, 7867916179, 7867916180, 7867916181, 7867916182, 7867916183, 7867916184, 7867916185, 7867916186, 7867916094, 7867916187, 7867916188, 7867916189, 7867916190, 7867916191, 7867916178]",university,19,25教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,西南大学计算机与信息科学学院 软件学院,,,
way,843465249,,"POLYGON ((106.4264568 29.8305552, 106.4266463 29.8305574, 106.4266429 29.8307733, 106.426443 29.8307709, 106.4264417 29.8308568, 106.4266096 29.8308588, 106.4266105 29.8307979, 106.4266812 29.8307988, 106.4266804 29.8308559, 106.4267458 29.8308573, 106.4267454 29.8309362, 106.4263392 29.8309316, 106.4263399 29.8308813, 106.4262117 29.8308798, 106.4262129 29.8307987, 106.4262747 29.8307994, 106.4262761 29.8307037, 106.4264821 29.8307061, 106.4264829 29.8306534, 106.4263625 29.8306521, 106.4263632 29.8306117, 106.4264559 29.8306128, 106.4264568 29.8305552))",,,,"[7867916410, 7867916411, 7867916412, 7867916413, 7867916414, 7867916415, 7867916416, 7867916417, 7867916418, 7867916419, 7867916420, 7867916421, 7867916422, 7867916423, 7867916424, 7867916425, 7867916426, 7867916427, 7867916428, 7867916429, 7867916430, 7867916431, 7867916410]",university,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465250,,"POLYGON ((106.4267458 29.8308573, 106.4267501 29.8307251, 106.4269295 29.8307295, 106.4269257 29.8308439, 106.4268963 29.8308431, 106.4268841 29.8308608, 106.4267458 29.8308573))",,,,"[7867916419, 7867916432, 7867916433, 7867916434, 7867916435, 7867916436, 7867916419]",university,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465251,,"POLYGON ((106.4267246 29.8304348, 106.4267255 29.8303846, 106.4268017 29.8303856, 106.4268008 29.8304358, 106.4267246 29.8304348))",,,,"[7867916437, 7867916438, 7867916439, 7867916440, 7867916437]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465252,,"POLYGON ((106.4256705 29.8313278, 106.4262072 29.8317305, 106.4262764 29.8316611, 106.4263714 29.8317323, 106.4265509 29.8315521, 106.4262189 29.8313032, 106.4260783 29.8314444, 106.4257785 29.8312195, 106.4256705 29.8313278))",,,,"[7867916441, 7867916442, 7867916443, 7867916444, 7867916445, 7867916446, 7867916447, 7867916448, 7867916441]",university,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843465253,,"POLYGON ((106.4255733 29.8307497, 106.4255709 29.8305836, 106.4259796 29.8305877, 106.4259772 29.8306788, 106.4259399 29.8306768, 106.4259399 29.8307497, 106.4255733 29.8307497))",,,,"[7867916449, 7867916450, 7867916451, 7867916452, 7867916453, 7867916454, 7867916449]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
