element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,822311894,"POLYGON ((-122.2641366 37.8698094, -122.2641256 37.8697558, -122.2641536 37.8697523, -122.2641646 37.8698059, -122.2641366 37.8698094))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7678104793, 7678104792, 7678104791, 7678104790, 7678104793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,822312274,"POLYGON ((-122.2475135 37.8651293, -122.2474657 37.8649874, -122.2475889 37.8649616, -122.2476366 37.8651035, -122.2475135 37.8651293))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7678107700, 7678107699, 7678107698, 7678107697, 7678107700]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,826205145,"POLYGON ((-122.2454765 37.8772458, -122.246157 37.8771165, -122.2461806 37.8771939, -122.2455002 37.8773232, -122.2454765 37.8772458))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7714099334, 7714099333, 7714099332, 7714099331, 7714099334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,826209267,"POLYGON ((-122.2460003 37.8762757, -122.2459304 37.8762499, -122.2459887 37.8761516, -122.2460586 37.8761774, -122.2460003 37.8762757))",,,,,,,yes,,,,,,36,,,,,,,,,,,,,"[7714112463, 7714112462, 7714112461, 7714112460, 7714112463]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,826209269,"POLYGON ((-122.2479627 37.875641, -122.2479572 37.8756387, -122.2479053 37.8756529, -122.2479772 37.8758444, -122.2478998 37.8758631, -122.2478266 37.8756764, -122.2478921 37.8756557, -122.2477814 37.8756104, -122.2477507 37.8755818, -122.2478449 37.8754433, -122.2478821 37.8754435, -122.2480497 37.8755119, -122.2479627 37.875641))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7714157689, 7714157688, 7714157687, 7714157686, 7714157685, 7714112484, 7714112483, 7714112482, 7714112481, 7714112480, 7714112479, 7714112478, 7714157689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,826209278,"POLYGON ((-122.2498411 37.8780942, -122.2497889 37.8779556, -122.2498677 37.8779371, -122.2499199 37.8780757, -122.2498411 37.8780942))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7714157761, 7714157760, 7714157759, 7714157758, 7714157761]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,826209279,"POLYGON ((-122.2482083 37.8766229, -122.2482023 37.8765912, -122.2482234 37.8765887, -122.2482207 37.8765744, -122.2483357 37.8765609, -122.2483444 37.8766068, -122.2482083 37.8766229))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7714157767, 7714157766, 7714157765, 7714157764, 7714157763, 7714157762, 7714157767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833401028,"POLYGON ((-122.2530403 37.8752819, -122.2530216 37.8752908, -122.253053 37.8753322, -122.2530716 37.8753234, -122.2530403 37.8752819))",,,,,,,yes,,,,,,Blackberry Canyon Gate,,,,,,,,,,,,,"[7779828770, 7779828771, 7779828772, 7779828773, 7779828770]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833401030,"POLYGON ((-122.2509544 37.8764712, -122.2509116 37.876479, -122.2508997 37.8764386, -122.2509426 37.8764307, -122.2509544 37.8764712))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7779835123, 7779835124, 7779835125, 7779835126, 7779835123]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833436814,"POLYGON ((-122.2541442 37.8790628, -122.2543051 37.8790627, -122.2543039 37.8791552, -122.2542707 37.8791549, -122.2542705 37.8791745, -122.2541812 37.8791738, -122.2541814 37.879154, -122.2541448 37.8791537, -122.2541444 37.8791398, -122.2541442 37.8790628))",,,,,,,yes,,,,,,90X1,,,,,,,,,,,,,"[4649871508, 7780201411, 7780201412, 7780201413, 7780201414, 7780201415, 7780201416, 7780201417, 4649874002, 4649871508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833436815,"POLYGON ((-122.2539664 37.879063, -122.2538095 37.8790625, -122.2538092 37.879152, -122.2538426 37.8791521, -122.2538425 37.8791731, -122.2539308 37.8791732, -122.2539308 37.8791534, -122.2539664 37.8791534, -122.2539664 37.8791402, -122.2539664 37.879063))",,,,,,,yes,,,,,,90X3,,,,,,,,,,,,,"[4649869265, 7780201421, 7780201422, 7780201423, 7780201424, 7780201425, 7780201426, 7780201427, 4649871557, 4649869265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833436820,"POLYGON ((-122.2521265 37.8789792, -122.2519081 37.878958, -122.251934 37.8787912, -122.2520327 37.8788008, -122.252032 37.8788053, -122.2521517 37.8788169, -122.2521265 37.8789792))",,,,,,,yes,,,,,,60,,,,,,,,,,,,,"[7780201442, 7780201443, 7780201444, 7780201445, 7780201446, 7780201447, 7780201442]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833436824,"POLYGON ((-122.2404055 37.8772498, -122.240206 37.8772112, -122.2403255 37.8767806, -122.2404986 37.8768088, -122.2404776 37.8768743, -122.2405094 37.8768804, -122.2404055 37.8772498))",,,,,,,yes,,,,,,85,,,,,,,,,,,,,"[7780201449, 7780201450, 7780201451, 1250695700, 7780201452, 7780201453, 7780201449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833436825,"POLYGON ((-122.2404606 37.8773174, -122.2405095 37.8773428, -122.2403524 37.8775309, -122.2403036 37.8775055, -122.2404606 37.8773174))",,,,,,,yes,,,,,,85A,,,,,,,,,,,,,"[7780201454, 7780201455, 7780201456, 7780201457, 7780201454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833579918,"POLYGON ((-122.2516969 37.8761144, -122.2516603 37.876122, -122.2516212 37.8760059, -122.2516577 37.8759982, -122.2516969 37.8761144))",,,,,,,yes,,,,,,,,,,,,1,,,,,,,"[7781530486, 7781530487, 7781530488, 7781530489, 7781530486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833678273,"POLYGON ((-122.2395724 37.8761038, -122.2395961 37.8760854, -122.2395547 37.8760523, -122.2395311 37.8760706, -122.2395724 37.8761038))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7782319498, 7782319499, 7782319500, 7782319501, 7782319498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833744694,"POLYGON ((-122.2528309 37.8772051, -122.252319 37.8772164, -122.2523174 37.8771706, -122.2523159 37.8771306, -122.2523137 37.8770683, -122.2524706 37.8770649, -122.2528185 37.8770572, -122.2528264 37.877057, -122.2528269 37.8770701, -122.2528394 37.8770699, -122.2528436 37.8771901, -122.2528303 37.8771903, -122.2528309 37.8772051))",,,,,,,yes,,,,,,50A,,,,,,,,,,,,,"[7782941458, 7782945195, 7782941480, 7782941483, 7782941459, 1250664928, 7782941465, 7782941460, 7782941461, 7782941462, 7782941463, 7782941464, 7782941458]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833744695,"POLYGON ((-122.2527337 37.8765706, -122.2527302 37.8765585, -122.2528482 37.8765258, -122.2527297 37.8762756, -122.2526977 37.8762456, -122.2524852 37.876305, -122.2524885 37.876315, -122.25244 37.876328, -122.252424 37.8762998, -122.252258 37.8763669, -122.2522044 37.8764505, -122.2523023 37.8766531, -122.2527337 37.8765706))",,,,,,,yes,,,,,,50F,,,,,,,,,,,,,"[7782941468, 7782941469, 7782941470, 7782941471, 7782941472, 7782941473, 7782941474, 7782941475, 7782941476, 7782941477, 7782941478, 7782941479, 7782941468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833744696,"POLYGON ((-122.2523174 37.8771706, -122.2522281 37.8771734, -122.2522218 37.877133, -122.2523159 37.8771306, -122.2523174 37.8771706))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7782941480, 7782941481, 7782941482, 7782941483, 7782941480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833744697,"POLYGON ((-122.2522706 37.87676, -122.2521728 37.8767808, -122.2521672 37.8767399, -122.252259 37.8767221, -122.2522706 37.87676))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7782941484, 7782945185, 7782945186, 7782945187, 7782941484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,833946795,"POLYGON ((-122.2484116 37.8752646, -122.2483744 37.8751676, -122.2482127 37.8752062, -122.2482096 37.8751982, -122.24807 37.8752316, -122.2480722 37.8752372, -122.2480407 37.8752447, -122.2480564 37.8752858, -122.2480452 37.8752884, -122.2480676 37.8753468, -122.2484116 37.8752646))",,,,,,,yes,,,,,,37,,,,,,,,,,,,,"[7784913751, 7784913752, 7784913753, 7784913754, 7784913755, 7784913756, 7784913757, 7784913758, 7784913759, 7784913760, 7784913751]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,834050572,"POLYGON ((-122.2440919 37.8770962, -122.2438984 37.8771577, -122.2438693 37.8771008, -122.2440629 37.8770393, -122.2440919 37.8770962))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7785876816, 7785876817, 7785876818, 7785876819, 7785876816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,834050573,"POLYGON ((-122.2458875 37.875851, -122.2457922 37.8759011, -122.245703 37.875793, -122.2456843 37.8757709, -122.245704 37.8757595, -122.2457842 37.8757345, -122.2458875 37.875851))",,,,,,,yes,,,,,,32,,,,,,,,,,,,,"[7785876822, 7785876823, 6854416010, 7785876820, 6854416011, 6854416012, 7785876822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,834050574,"POLYGON ((-122.2458862 37.8761616, -122.245818 37.8761365, -122.2458479 37.8760858, -122.2458642 37.8760918, -122.2458902 37.8760478, -122.2459422 37.8760669, -122.2459208 37.8761031, -122.2458862 37.8761616))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7785876828, 7785876827, 7785876826, 7785876824, 7785876825, 6854416003, 7785876829, 7785876828]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,835224627,"POLYGON ((-122.2523924 37.8758139, -122.2522874 37.8758536, -122.2522074 37.875722, -122.2523124 37.8756822, -122.2523924 37.8758139))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7796210031, 7796210032, 7796210030, 7796210033, 7796210031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,835224629,"POLYGON ((-122.2539702 37.8766548, -122.2539482 37.8765934, -122.2538946 37.8766053, -122.2539166 37.8766668, -122.2539702 37.8766548))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7796210040, 7796210041, 7796210042, 7796210043, 7796210040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,835224630,"POLYGON ((-122.2538378 37.8766829, -122.2538516 37.8766694, -122.2538348 37.8766211, -122.2537962 37.8766295, -122.2537989 37.8766372, -122.253786 37.8766497, -122.2538378 37.8766829))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7796210044, 7796210045, 7796210046, 7796210047, 7796210048, 7796210049, 7796210044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842195554,"POLYGON ((-122.2474459 37.8753614, -122.2475204 37.8753783, -122.247532 37.8754131, -122.2475046 37.8754883, -122.2474259 37.8754705, -122.2474318 37.8754541, -122.2474137 37.87545, -122.2474459 37.8753614))",,,,,,,yes,,,,,,43,,,,,,,,,,,,,"[2823063418, 7857081883, 7857081884, 7857120085, 7857120086, 7857120087, 7857120088, 2823063418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842195555,"POLYGON ((-122.2457545 37.8754598, -122.2456978 37.875497, -122.2456393 37.8754413, -122.245696 37.8754042, -122.2457545 37.8754598))",,,,,,,yes,,,,,,61,,,,,,,,,,,,,"[7857120097, 7857120098, 7857120099, 7857120100, 7857120097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,849347682,"POLYGON ((-122.2424846 37.8807491, -122.2423889 37.8807189, -122.2424285 37.8806405, -122.2425243 37.8806707, -122.2424846 37.8807491))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7924240644, 7924240645, 7924240646, 7924240647, 7924240644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,849347683,"POLYGON ((-122.2424812 37.8806134, -122.2423688 37.8805812, -122.2424011 37.880511, -122.2425135 37.8805432, -122.2424812 37.8806134))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7924240648, 7924240649, 7924240650, 7924240651, 7924240648]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,849347684,"POLYGON ((-122.2422042 37.8813571, -122.2420471 37.8814066, -122.2419927 37.881299, -122.2421498 37.8812495, -122.2422042 37.8813571))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7924240652, 7924240653, 7924240654, 7924240655, 7924240652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,849347685,"POLYGON ((-122.2411099 37.8815118, -122.2410136 37.8816523, -122.241113 37.8816947, -122.2412092 37.8815541, -122.2411099 37.8815118))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7924240656, 7924240657, 7924240658, 7924240659, 7924240656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,849347686,"POLYGON ((-122.2411609 37.8824496, -122.2410818 37.8823905, -122.2411741 37.8823136, -122.2411392 37.8822876, -122.2412619 37.8821853, -122.2413758 37.8822704, -122.2411609 37.8824496))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[7924240660, 7924240661, 7924240662, 7924240663, 7924240664, 7924240665, 7924240660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,908588647,"POLYGON ((-122.2550863 37.8660581, -122.255071 37.8659883, -122.2550114 37.8660004, -122.2550214 37.8660631, -122.2550863 37.8660581))",,,,,,,yes,,,,,,,,,bicycle_parking,,,,,,,,,,"[8436408292, 8436408293, 8436408294, 8436408295, 8436408292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shed,,,,,,,,,,
way,908588648,"POLYGON ((-122.2547561 37.8660895, -122.2547489 37.8660524, -122.2546407 37.8660574, -122.2546524 37.8661073, -122.2547561 37.8660895))",,,,,,,yes,,,,,,,,,bicycle_parking,,,,,,,,,,"[8436408296, 8436408297, 8436408298, 8436408299, 8436408296]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shed,,,,,,,,,,
way,908588718,"POLYGON ((-122.2551188 37.8678628, -122.2551108 37.8678268, -122.255004 37.8678349, -122.2550137 37.8678819, -122.2551188 37.8678628))",,,,,,,yes,,,,,,,,,bicycle_parking,,,,,,,,,,"[8436435731, 8436435732, 8436435733, 8436435734, 8436435731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shed,,,,,,,,,,
way,975156156,"POLYGON ((-122.2454789 37.8774461, -122.2454926 37.8774558, -122.2455019 37.8774684, -122.2455058 37.8774827, -122.2455033 37.8774987, -122.2454941 37.8775132, -122.2454791 37.8775242, -122.2454603 37.8775306, -122.2454398 37.8775315, -122.2454202 37.8775268, -122.2454038 37.8775171, -122.2453926 37.8775036, -122.2453879 37.8774878, -122.2453898 37.8774733, -122.2453973 37.87746, -122.2454096 37.8774491, -122.2454256 37.8774418, -122.2454436 37.8774387, -122.245462 37.8774402, -122.2454789 37.8774461))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9024271103, 9024271083, 9024271092, 9024271102, 9024271081, 9024271090, 9024271100, 9024271080, 9024271089, 9024271099, 9024271079, 9024271087, 9024271097, 9024271106, 9024271086, 9024271095, 9024271104, 9024271084, 9024271093, 9024271103]",,,,,,,,,,,,storage_tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,water,concrete,,,,,,,,,,,
way,1009168349,"POLYGON ((-122.2676031 37.8709584, -122.267636 37.8705367, -122.2675641 37.8705406, -122.2675493 37.8705002, -122.2667486 37.870598, -122.2667953 37.8709341, -122.2670007 37.870919, -122.2670138 37.8709617, -122.2671804 37.8709465, -122.2671894 37.8710016, -122.2676031 37.8709584))",Berkeley,US,2121,CA,Center Street,,hotel,,,,,,Residence Inn by Marriott Berkeley,,opened December 2021,,,yes,,,https://www.marriott.com/hotels/travel/oakrr-residence-inn-berkeley/,94704,,,hotel,"[355798774, 9347254651, 9311240767, 9311240766, 3991903045, 3991903052, 9311240763, 9311240764, 9311240765, 355798775, 355798774]",17,,,,,,,,,,,,,,,,,,,yes,,,,,,,,+1-510-982-2100,,,,,,,,,,,,,,,,,,Residence Inn,Q7315394,,,,,,,,Residence Inn by Marriott,,,,,,,,,,,,,no,,,+1-510-982-2129,no,,,,,,,,,,,Berkeley,,,,,,,,,
way,1011322275,"POLYGON ((-122.2648908 37.8672375, -122.2648788 37.8671884, -122.2649063 37.8671842, -122.2649183 37.8672333, -122.2648908 37.8672375))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9330669617, 9330669618, 9330669619, 9330669620, 9330669617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013176542,"POLYGON ((-122.2519747 37.8716461, -122.2519338 37.8716982, -122.25189 37.8716768, -122.2519309 37.8716247, -122.2519747 37.8716461))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9347374572, 9347374577, 9347374578, 9347374579, 9347374572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013176600,"POLYGON ((-122.2530059 37.8728931, -122.2523812 37.8723169, -122.2522966 37.8722382, -122.2522284 37.872169, -122.2521982 37.8721732, -122.2521454 37.8720973, -122.2521534 37.8720919, -122.252648 37.8717608, -122.2528086 37.8719084, -122.253522 37.8725641, -122.2535295 37.8725705, -122.2530745 37.8728762, -122.2530388 37.8728848, -122.2530059 37.8728931))",,,,,,,parking,,,,,,Stadium Parking Garage,,,parking,,,,,,,,,,"[260551686, 9347384486, 260551687, 9347384490, 9347384489, 9347384491, 260551688, 260551691, 9347384605, 9509603331, 260551683, 260551685, 9553234186, 260551686]",1,,,,,Maxwell Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013182098,"POLYGON ((-122.2546334 37.8742644, -122.2546028 37.8742329, -122.2546522 37.874203, -122.2546828 37.8742346, -122.2546334 37.8742644))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9347421351, 9347421352, 9347421353, 9347421354, 9347421351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013182108,"POLYGON ((-122.2549061 37.8740039, -122.2549343 37.8739862, -122.2548594 37.873912, -122.2548313 37.8739297, -122.2549061 37.8740039))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9347421376, 9347421377, 9347421378, 9347421379, 9347421376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013182110,"POLYGON ((-122.2549589 37.8743326, -122.2549997 37.8743066, -122.2549235 37.874232, -122.2549166 37.8742253, -122.2549319 37.8742155, -122.254817 37.8741032, -122.2547978 37.8740844, -122.2547795 37.8740665, -122.2547034 37.874115, -122.254691 37.8741229, -122.2546798 37.87413, -122.2547567 37.8742052, -122.2548222 37.8742692, -122.2548543 37.8742488, -122.2548682 37.8742624, -122.254901 37.8742944, -122.2549124 37.8742872, -122.2549589 37.8743326))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[9347421381, 9347421382, 9347421393, 9347421383, 9347421384, 9347429235, 9347421414, 9347421385, 9347429218, 9347421409, 9347421386, 9347421408, 9347421387, 9347421388, 4303569679, 9347421389, 9347421390, 9347421381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1024372524,"POLYGON ((-122.266786 37.8685594, -122.2663708 37.8686078, -122.2663404 37.8685848, -122.2662372 37.8683708, -122.266196 37.8682664, -122.2662157 37.8682642, -122.2665413 37.868223, -122.2664689 37.8678643, -122.2666386 37.8678436, -122.2666763 37.868025, -122.2667085 37.8682028, -122.266786 37.8685594))",,,,,,,apartments,,,,,,2176 Kittredge Street,,,,,,,,,,,,,"[1250656708, 8237899391, 9445934195, 8237899392, 431015495, 3221143537, 431015494, 431015497, 540536398, 540536397, 1250656730, 1250656708]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1034706054,"POLYGON ((-122.2580266 37.8703714, -122.2580177 37.8703282, -122.2580463 37.8703245, -122.2580335 37.8702622, -122.2580296 37.8702434, -122.2581248 37.8702312, -122.258128 37.8702467, -122.2581411 37.8703106, -122.2581719 37.8703067, -122.2581812 37.8703516, -122.2580266 37.8703714))",,,,,,,roof,,,,,,,,,,,,1,,,,,,,"[9531600025, 9531600026, 3178364028, 3178364027, 9531600027, 9531600028, 3178364022, 3178364021, 9531600029, 9531600030, 9531600025]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
