element_type,osmid,name,name:en,name:zh,geometry,name:ms,nodes,building,name:zh-Hans,name:zh-Hant,building:levels,layer,building:material,official_name,start_date,amenity,fast_food,leisure,sport,branch,cuisine,height,power,tourism,healthcare,internet_access,internet_access:fee,smoking,toilets:wheelchair,wheelchair,level,operator,operator:type,building:colour,building:min_level,natural,ways,type
way,220880938,冬筑,,冬筑,"POLYGON ((113.9378226 22.532814, 113.9379336 22.5328466, 113.9379891 22.5327045, 113.9375083 22.5324666, 113.9371139 22.5322141, 113.9366121 22.5325071, 113.936736 22.5326538, 113.9367599 22.5326453, 113.9370583 22.5325123, 113.9371582 22.5324526, 113.9372312 22.5325094, 113.9372531 22.5325265, 113.9374471 22.5326555, 113.9376101 22.532726, 113.9377215 22.5327721, 113.9378226 22.532814))",,"[2299600511, 2496216161, 2299600486, 2299600494, 2299600550, 2299600429, 2299600555, 3255168862, 11397149530, 2299600556, 11397149531, 11399357211, 2299600517, 11397156476, 11404766522, 2299600511]",dormitory,冬筑,冬築,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847098,C座,,C座,"POLYGON ((113.9311119 22.5362826, 113.9311261 22.5362103, 113.9311304 22.5361888, 113.9311656 22.5360104, 113.9311998 22.5358377, 113.9313863 22.535869, 113.9315067 22.5358894, 113.9317467 22.5359299, 113.9317141 22.5360934, 113.9316739 22.5362969, 113.9316585 22.5363749, 113.9315395 22.5363548, 113.9315547 22.536278, 113.9315947 22.5360752, 113.9312588 22.5360186, 113.9312221 22.5362046, 113.9312036 22.5362982, 113.9311119 22.5362826))",,"[2392834666, 2401128831, 2425035043, 2401128832, 2392834683, 2392834661, 2392834632, 2392834641, 2392834650, 2425035039, 2392834685, 2392834687, 2425035027, 2392834670, 2392834657, 2425035016, 2392834647, 2392834666]",university,C座,C座,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847099,D座,,D座,"POLYGON ((113.9316274 22.5365317, 113.9310809 22.5364395, 113.9310956 22.5363647, 113.9311119 22.5362826, 113.9312036 22.5362982, 113.9315395 22.5363548, 113.9316585 22.5363749, 113.9316274 22.5365317))",,"[2392834679, 2392834656, 2401131187, 2392834666, 2392834647, 2392834687, 2392834685, 2392834679]",university,D座,D座,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847100,B座,,B座,"POLYGON ((113.9313863 22.535869, 113.9314066 22.5357668, 113.9314612 22.5354915, 113.9315924 22.535514, 113.9316931 22.535531, 113.931954 22.5355748, 113.9319214 22.5357418, 113.9318998 22.5358489, 113.9318468 22.5361159, 113.9317141 22.5360934, 113.9317467 22.5359299, 113.9317671 22.5358272, 113.9317866 22.5357284, 113.9315467 22.5356878, 113.9315272 22.5357858, 113.9315067 22.5358894, 113.9313863 22.535869))",,"[2392834661, 2425035015, 2392834636, 2392834648, 2392834658, 2392834664, 2392834684, 2425035044, 2392834660, 2392834650, 2392834641, 2425035034, 2392834663, 2392834653, 2425035028, 2392834632, 2392834661]",university,B座,B座,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847102,A座,,A座,"POLYGON ((113.9315924 22.535514, 113.9316094 22.5354275, 113.9316683 22.5351269, 113.9321464 22.5352069, 113.9320899 22.5354953, 113.9320377 22.5357613, 113.9319214 22.5357418, 113.931954 22.5355748, 113.9319732 22.5354774, 113.9319947 22.5353679, 113.9317337 22.5353242, 113.9317104 22.5354427, 113.9316931 22.535531, 113.9315924 22.535514))",,"[2392834648, 2425035035, 2392834686, 2392834652, 2425035040, 2392834692, 2392834684, 2392834664, 2425035023, 2392834638, 2392834649, 2425035037, 2392834658, 2392834648]",university,A座,A座,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847103,科技楼,Science and Technology Building,科技楼,"POLYGON ((113.9322007 22.5379225, 113.9321948 22.5384824, 113.9316567 22.5384775, 113.9311594 22.538473, 113.9311654 22.5379132, 113.931299 22.5379144, 113.9320285 22.5379209, 113.9322007 22.5379225))",,"[2392834651, 2392834667, 2457639926, 2392834662, 2392834689, 2401128838, 2401128835, 2392834651]",university,科技楼,科技樓,2,,concrete,深圳大学科技楼,2004,,,,,,,,,,,,,,,,,,,,,,,
way,230847104,办公楼,,办公楼,"POLYGON ((113.9298696 22.5349723, 113.9297945 22.5354281, 113.929872 22.5355216, 113.929985 22.5356676, 113.9301376 22.5358781, 113.9301861 22.5359335, 113.930135 22.5361908, 113.9300679 22.5365245, 113.929875 22.5364884, 113.9299662 22.535993, 113.9299207 22.5359324, 113.92979 22.535911, 113.9296746 22.5357519, 113.9297029 22.5356421, 113.9295907 22.5354925, 113.9296024 22.5354205, 113.92968 22.5349438, 113.9298696 22.5349723))",,"[2392834645, 2392834682, 2401126355, 2403047896, 2401126356, 2392834646, 2401131137, 2392834677, 2392834671, 2392834642, 2402250682, 2402250685, 2402250680, 2402250689, 2392834675, 2401131132, 2392834668, 2392834645]",university,办公楼,辦公樓,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847105,图书馆北馆,,图书馆北馆,"POLYGON ((113.9309178 22.5362146, 113.9308936 22.5363289, 113.9308069 22.5367391, 113.9302215 22.5366335, 113.9303087 22.5362209, 113.9303324 22.5361089, 113.9306406 22.5361646, 113.9309178 22.5362146))",,"[2392834634, 2401131077, 2392834676, 2392834672, 2401131152, 2392834631, 2409473262, 2392834634]",university,图书馆北馆,圖書館北館,6,,,,,library,,,,,,,,,,,,,,,,,,,,,,
way,230847106,金工坊,,金工坊,"POLYGON ((113.9269098 22.5338461, 113.9272989 22.534538, 113.9273143 22.5345653, 113.9271663 22.5346364, 113.9267618 22.5339172, 113.9269098 22.5338461))",,"[2392834633, 2469789319, 2392834637, 2392834659, 2392834640, 2392834633]",yes,金工坊,金工坊,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847107,学生创业园,,学生创业园,"POLYGON ((113.9268752 22.5337866, 113.9266119 22.5333302, 113.9264931 22.5333836, 113.9267479 22.5338483, 113.9268752 22.5337866))",,"[2392834635, 3217279771, 3217279770, 2392834643, 2392834635]",yes,学生创业园,學生創業園,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230847108,教工餐厅,,教工餐厅,"POLYGON ((113.929443 22.5374, 113.9291296 22.5372784, 113.9290163 22.5375291, 113.9292477 22.5376185, 113.9293288 22.5376499, 113.929443 22.5374))",,"[2392834681, 2392834669, 2392834673, 2393798406, 2392834680, 2392834681]",yes,教工餐厅,教工餐廳,,,,,,restaurant,cafeteria,,,,,,,,,,,,,,,,,,,,,
way,230847536,留学生楼,,留学生楼,"POLYGON ((113.9280854 22.5325325, 113.9280859 22.5326807, 113.9277587 22.5326757, 113.9277592 22.5325408, 113.9276917 22.5325394, 113.9276917 22.532371, 113.9277291 22.532371, 113.9277306 22.5323563, 113.9277399 22.5323418, 113.9277515 22.5323324, 113.9277667 22.5323266, 113.9277812 22.5323251, 113.9277974 22.5323247, 113.9277987 22.5322608, 113.9281074 22.5322595, 113.928108 22.5324063, 113.9278707 22.5324057, 113.9278701 22.5325286, 113.9280854 22.5325325))",,"[2392840875, 2392840901, 2392840864, 2392840885, 2392840892, 2392840895, 2392840880, 2392840878, 2392840884, 2392840898, 2392840869, 2392840890, 2392840872, 2392840887, 2392840903, 2392840882, 2392840867, 2392840906, 2392840875]",yes,留学生楼,留學生樓,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935208,,,,"POLYGON ((113.9298637 22.5316708, 113.9298867 22.5315739, 113.9296972 22.5315355, 113.9296742 22.5316324, 113.9298637 22.5316708))",,"[2393619946, 2393619989, 2393619952, 2393619972, 2393619946]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935209,,,,"POLYGON ((113.9268933 22.5302716, 113.9268904 22.5303451, 113.926318 22.5303403, 113.9263187 22.5302676, 113.9268933 22.5302716))",,"[2393619971, 2393619947, 2393619944, 2393619956, 2393619971]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935210,,,,"POLYGON ((113.9301378 22.5318657, 113.9301595 22.5317742, 113.9299757 22.531737, 113.929954 22.5318285, 113.9301378 22.5318657))",,"[2393620016, 2393619938, 2393619963, 2393619973, 2393620016]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935211,,,,"POLYGON ((113.9303871 22.5314097, 113.9304088 22.5313184, 113.9302253 22.5312812, 113.9302036 22.5313726, 113.9303871 22.5314097))",,"[2393619986, 2393619995, 2393619945, 2393620005, 2393619986]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935213,,,,"POLYGON ((113.9301261 22.5315323, 113.9301472 22.5314431, 113.929966 22.5314064, 113.9299448 22.5314956, 113.9301261 22.5315323))",,"[2393619933, 2393619975, 2393620010, 2393619980, 2393619933]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935214,,,,"POLYGON ((113.9268953 22.5300413, 113.9268948 22.5301215, 113.9263192 22.5301154, 113.9263201 22.5300364, 113.9263559 22.5300367, 113.926543 22.5300377, 113.9268953 22.5300413))",,"[2393619959, 2393620013, 2393619970, 2393620028, 2420568569, 2420568573, 2393619959]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935215,,,,"POLYGON ((113.9306518 22.531608, 113.9306745 22.5315125, 113.9304863 22.5314744, 113.9304636 22.5315699, 113.9306518 22.531608))",,"[2393619991, 2393620029, 2393620026, 2393620000, 2393619991]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935217,,,,"POLYGON ((113.9294772 22.5312166, 113.9294785 22.5311253, 113.9296893 22.5311369, 113.9297454 22.5311467, 113.9299438 22.5312103, 113.9299093 22.5312988, 113.9297205 22.5312379, 113.9296746 22.5312302, 113.9294772 22.5312166))",,"[2393619993, 2393619961, 2393619939, 2393620011, 2393620023, 2393619967, 2393619969, 2393619954, 2393619993]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935219,,,,"POLYGON ((113.9303826 22.5317302, 113.9304026 22.5316436, 113.9302285 22.5316092, 113.9302085 22.5316958, 113.9303826 22.5317302))",,"[4726950345, 2393620027, 2393619985, 2393619998, 4726950345]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935220,,,,"POLYGON ((113.9291759 22.5313662, 113.9291771 22.5312782, 113.929386 22.5312896, 113.9294418 22.5312994, 113.9296385 22.5313624, 113.9296051 22.5314479, 113.9294178 22.5313874, 113.9293717 22.5313798, 113.9291759 22.5313662))",,"[2393620012, 2393619932, 2393620033, 2393619934, 2393620006, 2393620022, 2393620008, 2393620019, 2393620012]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935221,晨风餐厅（老西南餐厅）,,晨风餐厅（老西南餐厅）,"POLYGON ((113.9267355 22.5310911, 113.9267097 22.531237, 113.9263592 22.531184, 113.9263851 22.5310381, 113.9267355 22.5310911))",,"[2393619996, 2393619935, 2393619941, 2393620018, 2393619996]",yes,晨风餐厅（老西南餐厅）,晨風餐廳（老西南餐廳）,,,,,,restaurant,,,,新西南餐厅,chinese,,,,,,,,,,,,,,,,,
way,230935721,,,,"POLYGON ((113.9275921 22.5297435, 113.9270028 22.529742, 113.9270024 22.5298167, 113.9271007 22.529817, 113.9271597 22.5298172, 113.9275048 22.5298181, 113.9275029 22.5299498, 113.9271592 22.5299489, 113.9271002 22.5299487, 113.9270053 22.5299489, 113.927005 22.5300267, 113.9270972 22.5300265, 113.9271585 22.5300268, 113.9275907 22.5300284, 113.9275921 22.5297435))",,"[2393624157, 2393624150, 2393624194, 2394789803, 2394789810, 2393624179, 2393624160, 2394789793, 2394789867, 2393624152, 2393624141, 2394789775, 2394789843, 2393624189, 2393624157]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935722,,,,"POLYGON ((113.9261712 22.5304742, 113.9255485 22.5304676, 113.9255452 22.5306318, 113.9260999 22.5306381, 113.926101 22.5305709, 113.9261706 22.530571, 113.9261712 22.5304742))",,"[2393624172, 2393624140, 2393624173, 2393624176, 2393624164, 2393624145, 2393624172]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935723,凯风餐厅（新西南餐厅）,,凯风餐厅（新西南餐厅）,"POLYGON ((113.9262955 22.5311351, 113.9262776 22.5312212, 113.9261945 22.5312757, 113.9262294 22.5313203, 113.92594 22.5315038, 113.9257427 22.5312398, 113.9257098 22.5312325, 113.9256741 22.5312187, 113.9256503 22.5311978, 113.9256376 22.5311736, 113.9256328 22.5311513, 113.9256383 22.5311235, 113.9256496 22.5310965, 113.9256662 22.5310723, 113.925635 22.5310151, 113.9256335 22.5309991, 113.9256393 22.5309815, 113.9256484 22.5309595, 113.9256676 22.5309419, 113.9256885 22.5309308, 113.9257112 22.5309255, 113.925741 22.5309256, 113.9257841 22.5309338, 113.9262375 22.5310382, 113.9262232 22.5311201, 113.9262955 22.5311351))",,"[2393624151, 2393624144, 2393624178, 2393624162, 2393624166, 2393624177, 2393624174, 2393624191, 2393624146, 2393624182, 2393624161, 2393624180, 2393624158, 2393624170, 2393624143, 2393624185, 2393624159, 2393624154, 2393624169, 2393624168, 2393624167, 2393624148, 2393624186, 2393624181, 2393624163, 2393624151]",yes,凯风餐厅（新西南餐厅）,凱風餐廳（新西南餐廳）,,1,,,,restaurant,,,,新西南餐厅,chinese,,,,,,,,,,,,,,,,,
way,230935724,,,,"POLYGON ((113.9275886 22.5302668, 113.9271572 22.5302654, 113.9270958 22.5302651, 113.9270057 22.5302651, 113.9270054 22.5303442, 113.9270948 22.5303438, 113.9271589 22.5303433, 113.9274982 22.5303454, 113.9274993 22.5304971, 113.9271603 22.5304954, 113.9270962 22.5304959, 113.9270049 22.5304953, 113.9270046 22.5305672, 113.9270947 22.5305678, 113.9271608 22.5305677, 113.9275008 22.5305687, 113.9275016 22.5307538, 113.927161 22.5307534, 113.9270948 22.5307534, 113.927004 22.530753, 113.9270037 22.5308281, 113.9275866 22.5308298, 113.9275886 22.5302668))",,"[2393624153, 2394789888, 2394789877, 2393624156, 2393624142, 2394789808, 2394789812, 2393624155, 2393624175, 2394789748, 2394789850, 2393624196, 2393624195, 2394789780, 2394789881, 2393624147, 2393624190, 2394789788, 2394789750, 2393624193, 2393624171, 2393624183, 2393624153]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230935725,,,,"POLYGON ((113.9261739 22.5302531, 113.9255512 22.5302465, 113.9255555 22.5300934, 113.9255977 22.530094, 113.9261195 22.5301013, 113.9261187 22.530183, 113.926175 22.5301835, 113.9261739 22.5302531))",,"[2393624184, 2393624187, 2393624149, 2420566356, 2393624192, 2393624188, 2393624165, 2393624184]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230956722,元平体育馆,,元平体育馆,"POLYGON ((113.9334955 22.5383599, 113.9343197 22.5385834, 113.9342761 22.5387206, 113.9342416 22.5387104, 113.9340827 22.5392067, 113.9341183 22.5392172, 113.9340735 22.5393581, 113.9332493 22.5391346, 113.9332933 22.538996, 113.9333293 22.5390052, 113.9334871 22.5385119, 113.9334503 22.538502, 113.9334955 22.5383599))",,"[2393798431, 2393798426, 2393798417, 2393798385, 2393798430, 2393798403, 2393798441, 2393798390, 2393798404, 2393798414, 2393798398, 2393798388, 2393798431]",yes,元平体育馆,元平體育館,,,,,,,,sports_centre,,,,13,,,,,,,,,,,,,,,,
way,230956723,游泳馆,,游泳馆,"POLYGON ((113.9333992 22.539567, 113.9340885 22.5395724, 113.9340863 22.5398201, 113.933397 22.5398148, 113.9333992 22.539567))",,"[2393798381, 2393798439, 2393798377, 2393798432, 2393798381]",yes,游泳馆,游泳館,,,,,,,,sports_hall,swimming,,,,,,,,,,,,,,,,,,,
way,230956724,变电站,,变电站,"POLYGON ((113.9303907 22.5377899, 113.9307546 22.5379174, 113.9307009 22.5380482, 113.930337 22.5379207, 113.9303907 22.5377899))",,"[2393798399, 2393798434, 2393798412, 2393798394, 2393798399]",yes,变电站,變電站,,,,,,,,,,,,,substation,,,,,,,,,,,,,,,
way,230956725,,,,"POLYGON ((113.9296122 22.5377613, 113.9295934 22.5378827, 113.9292071 22.5378232, 113.9292477 22.5376185, 113.9293288 22.5376499, 113.9293064 22.5377093, 113.9296122 22.5377613))",,"[2393798376, 2393798418, 2393798401, 2393798406, 2392834680, 2393798384, 2393798376]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230956727,,,,"POLYGON ((113.9350853 22.5413958, 113.9350978 22.5414201, 113.9351273 22.5414746, 113.9351568 22.5415315, 113.935189 22.5415835, 113.9352292 22.5416429, 113.9352747 22.5416949, 113.9353203 22.5417445, 113.9353659 22.541789, 113.9354088 22.5418287, 113.9354678 22.5418732, 113.9355326 22.5419181, 113.9355398 22.5419232, 113.9355908 22.5418588, 113.9355264 22.5418142, 113.9354674 22.5417696, 113.9354245 22.5417299, 113.9353789 22.5416854, 113.9353333 22.5416358, 113.9352877 22.5415838, 113.9352475 22.5415243, 113.9352153 22.5414723, 113.9351858 22.5414153, 113.9351563 22.5413608, 113.9350853 22.5413958))",,"[2393798419, 2393798396, 2393798383, 2393798387, 2393798415, 2393798425, 2393798393, 2393798416, 2393798413, 2393798429, 2393798427, 2393798424, 2393798428, 2393798435, 2393798423, 2393798411, 2393798410, 2393798402, 2393798397, 2393798408, 2393798400, 2393798379, 2393798380, 2393798386, 2393798419]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230957349,小球馆,,小球馆,"POLYGON ((113.9338174 22.5403795, 113.9330757 22.5403658, 113.9330674 22.5407539, 113.9338091 22.5407674, 113.9338174 22.5403795))",,"[2392845394, 2393804150, 2393804172, 2392845431, 2392845394]",yes,小球馆,小球館,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,
way,231065253,,,,"POLYGON ((113.9271572 22.5302654, 113.9271585 22.5300268, 113.9270972 22.5300265, 113.9270958 22.5302651, 113.9271572 22.5302654))",,"[2394789888, 2394789843, 2394789775, 2394789877, 2394789888]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065254,雨鹃斋,,雨鹃斋,"POLYGON ((113.9332528 22.5357627, 113.9328911 22.535671, 113.9327784 22.5360505, 113.9331401 22.5361421, 113.9331634 22.5360628, 113.9328998 22.535997, 113.9329645 22.5357799, 113.9332276 22.5358475, 113.9332528 22.5357627))",,"[2394789827, 2394789856, 2394789848, 2394789860, 2394789791, 2394789863, 2394789753, 2394789777, 2394789827]",dormitory,雨鹃斋,雨鵑齋,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065255,,,,"POLYGON ((113.929304 22.5311269, 113.9289146 22.5310402, 113.9289429 22.5309318, 113.9293323 22.5310185, 113.929304 22.5311269))",,"[2394789744, 2394789820, 2394789858, 2394789795, 2394789744]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065256,,,,"POLYGON ((113.9271603 22.5304954, 113.9271589 22.5303433, 113.9270948 22.5303438, 113.9270962 22.5304959, 113.9271603 22.5304954))",,"[2394789748, 2394789812, 2394789808, 2394789850, 2394789748]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065257,,,,"POLYGON ((113.927161 22.5307534, 113.9271608 22.5305677, 113.9270947 22.5305678, 113.9270948 22.5307534, 113.927161 22.5307534))",,"[2394789788, 2394789881, 2394789780, 2394789750, 2394789788]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065258,演会中心,,演会中心,"POLYGON ((113.9290777 22.5364376, 113.929085 22.5364027, 113.9291182 22.5364083, 113.9291252 22.5363714, 113.9295096 22.5364376, 113.9295047 22.5364733, 113.929543 22.5364794, 113.929536 22.5365167, 113.9295751 22.5365218, 113.9295668 22.5365595, 113.9296062 22.5365651, 113.9295492 22.5368474, 113.9295126 22.5368418, 113.9295062 22.5368777, 113.9294688 22.5368722, 113.9294624 22.5369083, 113.9294213 22.5369007, 113.9294117 22.5369412, 113.9290249 22.5368746, 113.929034 22.5368346, 113.929 22.5368283, 113.9290074 22.5367936, 113.9289681 22.5367858, 113.928976 22.5367498, 113.9289339 22.5367412, 113.9289909 22.5364584, 113.9290333 22.5364661, 113.9290411 22.5364314, 113.9290777 22.5364376))",,"[2394789879, 2394789839, 2394789782, 2394789740, 2394789837, 2394789841, 2394789807, 2394789805, 2394789823, 2394789814, 2394789764, 2394789759, 2394789762, 2394789852, 2394789835, 2394789785, 2394789799, 2394789773, 2394789865, 2394789875, 2394789816, 2394789846, 2394789797, 2394789818, 2394789770, 2394789821, 2394789833, 2394789854, 2394789879]",yes,演会中心,演會中心,,,,,,,,,,,,,,artwork,,,,,,,,,,,,,,
way,231065259,,,,"POLYGON ((113.9271592 22.5299489, 113.9271597 22.5298172, 113.9271007 22.529817, 113.9271002 22.5299487, 113.9271592 22.5299489))",,"[2394789793, 2394789810, 2394789803, 2394789867, 2394789793]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231065260,,,,"POLYGON ((113.926896 22.5298541, 113.9265474 22.5298547, 113.9265472 22.5297741, 113.9265749 22.5297739, 113.926574 22.5297197, 113.9266888 22.5297195, 113.9266883 22.5297325, 113.9267371 22.5297322, 113.9267371 22.5297195, 113.9268677 22.5297193, 113.9268663 22.5297765, 113.9268959 22.5297766, 113.926896 22.5298541))",,"[2394789845, 2394789871, 2394789825, 2394789767, 2394789801, 2394789873, 2394789756, 2394789861, 2394789883, 2394789829, 2394789869, 2394789831, 2394789845]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231066362,,,,"POLYGON ((113.9283032 22.5374566, 113.9282507 22.5374614, 113.9282456 22.5374145, 113.9282981 22.5374096, 113.9283032 22.5374566))",,"[2394794585, 2394794573, 2394794584, 2394794607, 2394794585]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231066365,,,,"POLYGON ((113.9283059 22.5374817, 113.9283032 22.5374566, 113.9282981 22.5374096, 113.9282685 22.537132, 113.9284242 22.5371178, 113.9284298 22.5370342, 113.928474 22.5370497, 113.9285127 22.5370653, 113.9285518 22.5370882, 113.9285846 22.5371112, 113.9286062 22.5371335, 113.9286281 22.5371634, 113.9286386 22.5371937, 113.9286454 22.5372269, 113.9286485 22.5372597, 113.9286483 22.5372905, 113.9286456 22.5373174, 113.9286362 22.5373499, 113.9286201 22.5373906, 113.9285039 22.5373995, 113.9285107 22.537463, 113.9283059 22.5374817))",,"[2394794576, 2394794585, 2394794607, 2394794582, 2394794568, 2394794611, 2394794594, 2394794604, 2394794603, 2394794578, 2394794577, 2394794588, 2394794570, 2394794612, 2394794571, 2394794590, 2394794572, 2394794580, 2394794596, 2394794609, 2394794581, 2394794576]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231066366,,,,"POLYGON ((113.9285985 22.5379308, 113.9286196 22.5381528, 113.928359 22.5381739, 113.9283454 22.5380301, 113.9283403 22.5379768, 113.928338 22.5379518, 113.9285985 22.5379308))",,"[2394794595, 2394794599, 2394794597, 2394794610, 2394794574, 2394794608, 2394794595]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231066367,,,,"POLYGON ((113.9283403 22.5379768, 113.9283052 22.5379797, 113.9283102 22.538033, 113.9283454 22.5380301, 113.9283403 22.5379768))",,"[2394794574, 2394794602, 2394794589, 2394794610, 2394794574]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067701,,,,"POLYGON ((113.9278622 22.5373155, 113.9277536 22.5373229, 113.9276969 22.5368507, 113.9277992 22.536842, 113.9280216 22.5368237, 113.9280934 22.5368181, 113.9280791 22.536664, 113.9280692 22.5365574, 113.9280633 22.5364953, 113.9280588 22.5364456, 113.9280567 22.5364236, 113.928172 22.5364161, 113.9281938 22.5366197, 113.9282109 22.5367804, 113.928231 22.5369686, 113.9281773 22.5369728, 113.9281225 22.536977, 113.9280156 22.5369854, 113.9279074 22.5369956, 113.9278284 22.537003, 113.9278412 22.5371161, 113.9278622 22.5373155))",,"[2394805628, 2394805638, 2394805592, 2394805598, 2394805622, 2394805634, 2394805587, 2394805608, 2394807531, 2394807523, 2394805636, 2394805596, 2394807511, 2394807529, 2394805606, 2394805618, 2394805614, 2394805620, 2394805600, 2394805630, 2394805602, 2394805628]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067702,,,,"POLYGON ((113.9281348 22.5370894, 113.9281558 22.5372891, 113.9278622 22.5373155, 113.9278412 22.5371161, 113.92792 22.5371093, 113.9280282 22.537099, 113.9281348 22.5370894))",,"[2394805616, 2394805604, 2394805628, 2394805602, 2394805632, 2394805626, 2394805616]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067703,,,,"POLYGON ((113.92792 22.5371093, 113.9279074 22.5369956, 113.9280156 22.5369854, 113.9280282 22.537099, 113.92792 22.5371093))",,"[2394805632, 2394805600, 2394805620, 2394805626, 2394805632]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067706,,,,"POLYGON ((113.9276969 22.5368507, 113.9276731 22.536592, 113.9278474 22.5365771, 113.9280294 22.5365608, 113.9280692 22.5365574, 113.9280791 22.536664, 113.9280067 22.5366695, 113.9277843 22.5366879, 113.9277992 22.536842, 113.9276969 22.5368507))",,"[2394805592, 2394805612, 2394807513, 2394807514, 2394805608, 2394805587, 2394805624, 2394805594, 2394805598, 2394805592]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067707,,,,"POLYGON ((113.9281773 22.5369728, 113.9281817 22.5370214, 113.9281269 22.5370256, 113.9281225 22.536977, 113.9281773 22.5369728))",,"[2394805618, 2394805590, 2394805610, 2394805614, 2394805618]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067708,,,,"POLYGON ((113.9280216 22.5368237, 113.9280067 22.5366695, 113.9277843 22.5366879, 113.9277992 22.536842, 113.9280216 22.5368237))",,"[2394805622, 2394805624, 2394805594, 2394805598, 2394805622]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067848,,,,"POLYGON ((113.9282109 22.5367804, 113.9281938 22.5366197, 113.9282335 22.5366254, 113.9282575 22.5366326, 113.9282793 22.5366441, 113.9282963 22.5366573, 113.9283141 22.5366731, 113.9283286 22.5366913, 113.9283376 22.5367091, 113.9283426 22.5367288, 113.9283429 22.5367437, 113.9283371 22.5367567, 113.9283254 22.5367691, 113.9283056 22.5367793, 113.9282879 22.5367833, 113.9282686 22.5367853, 113.9282444 22.5367846, 113.9282109 22.5367804))",,"[2394807529, 2394807511, 2394807526, 2394807520, 2394807532, 2394807517, 2394807508, 2394807527, 2394807509, 2394807530, 2394807515, 2394807519, 2394807528, 2394807525, 2394807510, 2394807522, 2394807518, 2394807529]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067851,,,,"POLYGON ((113.9280294 22.5365608, 113.9278474 22.5365771, 113.9278247 22.5363602, 113.9280066 22.5363439, 113.928018 22.5364488, 113.9280225 22.5364984, 113.9280294 22.5365608))",,"[2394807514, 2394807513, 2394807524, 2394807512, 2394807521, 2394807516, 2394807514]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231067853,,,,"POLYGON ((113.928018 22.5364488, 113.9280588 22.5364456, 113.9280633 22.5364953, 113.9280225 22.5364984, 113.928018 22.5364488))",,"[2394807521, 2394807523, 2394807531, 2394807516, 2394807521]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
